time,gyrx,gyry,gyrz
2885,    11,     9,    -2
2894,    17,    11,     2
2905,    18,    12,     5
2915,    13,    12,     7
2924,     4,    13,     8
2935,    -5,    15,     8
2944,   -14,    16,     9
2955,   -20,    18,    10
2965,   -24,    19,    12
2974,   -25,    18,    13
2985,   -25,    12,    13
2994,   -23,     5,    13
3005,   -20,     0,    12
3014,   -17,    -5,    11
3024,   -15,    -8,    10
3035,   -13,   -11,     8
3044,   -12,   -12,     5
3055,   -11,   -13,     3
3065,    -9,   -14,     0
3074,    -7,   -13,    -2
3085,    -5,   -10,    -2
3094,    -2,    -8,    -3
3105,     0,    -7,    -3
3114,     2,    -6,    -4
3124,     3,    -6,    -4
3135,     4,    -5,    -5
3144,     5,    -6,    -7
3155,     5,    -7,    -7
3164,     6,    -7,    -5
3174,    11,    -5,     0
3185,    22,     0,     7
3194,    39,     6,    13
3204,    54,    12,    16
3215,    60,    16,    15
3224,    54,    18,    12
3235,    40,    15,     8
3244,    18,    10,     4
3254,    -1,     6,     0
3265,   -13,     1,     1
3274,   -21,    -6,     4
3285,   -27,   -10,     9
3294,   -31,   -11,    14
3305,   -32,   -11,    16
3314,   -31,   -11,    15
3324,   -28,   -11,    13
3335,   -23,   -11,     9
3344,   -21,   -15,     7
3354,   -24,   -20,     7
3365,   -29,   -22,    10
3374,   -32,   -20,    14
3385,   -27,   -18,    17
3394,   -17,   -17,    19
3405,    -6,   -15,    16
3414,     1,   -13,    12
3424,     4,   -10,     6
3435,     4,    -5,     1
3444,     2,     0,    -3
3453,    -1,     5,    -5
3464,    -3,     9,    -6
3474,    -4,    12,    -8
3485,    -5,     6,   -11
3494,    -9,    -6,   -13
3503,   -13,   -17,   -14
3514,   -15,   -22,   -14
3524,   -14,   -22,   -14
3535,   -11,   -16,   -15
3544,    -6,    -8,   -17
3553,    -3,    -3,   -19
3564,    -2,    -4,   -20
3574,    -6,    -7,   -19
3584,   -12,   -12,   -16
3594,   -19,   -16,   -13
3605,   -21,   -19,   -12
3614,   -19,   -25,   -14
3623,   -14,   -28,   -15
3635,    -8,   -24,   -16
3644,    -6,   -16,   -16
3653,    -7,    -8,   -14
3664,    -8,    -1,   -11
3674,    -4,     2,    -9
3685,     2,     6,    -9
3694,     7,     7,   -10
3703,    11,     8,   -11
3714,    11,     7,   -11
3723,     9,     8,    -9
3734,     4,    11,    -6
3743,     1,    11,    -5
3755,     2,    11,    -7
3764,     6,    10,   -12
3773,    12,     7,   -16
3784,    16,     4,   -17
3794,    16,     6,   -15
3805,    14,     9,   -13
3814,    12,     9,    -9
3823,    12,     3,    -5
3834,    16,    -4,    -3
3844,    17,    -7,    -3
3853,    15,    -6,    -4
3864,     9,    -3,    -6
3873,     3,     1,    -9
3883,    -2,     6,   -11
3894,    -3,    10,   -10
3903,     0,    13,    -8
3914,    10,    16,    -5
3923,    20,    19,    -3
3934,    24,    19,    -2
3944,    23,    16,    -1
3953,    18,    11,     0
3964,    12,     7,    -1
3973,     7,     5,    -3
3984,     2,     4,    -4
3994,    -1,     3,    -5
4003,    -3,     2,    -7
4014,    -7,     1,   -11
4023,   -11,     0,   -12
4034,    -6,    -2,   -11
4044,     5,    -4,    -7
4053,    18,    -4,    -3
4064,    28,    -3,     1
4073,    31,    -3,     3
4084,    29,    -3,     3
4093,    23,    -4,     1
4104,    15,    -6,    -1
4113,     7,    -7,    -3
4123,     0,    -5,    -3
4134,    -5,    -4,    -2
4143,    -7,    -3,     0
4154,    -4,    -3,     1
4163,     3,    -3,     2
4174,    10,    -1,     3
4183,    15,     1,     3
4193,    15,     1,     4
4204,    11,     1,     4
4213,     5,     1,     1
4224,    -2,    -2,    -2
4233,    -8,    -5,    -4
4243,   -10,    -8,    -4
4254,    -9,    -7,    -4
4263,    -5,    -4,    -3
4273,    -1,    -1,    -1
4284,     4,     3,     2
4293,     8,     5,     3
4304,    11,     6,     4
4313,     9,     4,     4
4322,     5,     1,     3
4333,     0,     0,     0
4343,    -5,    -1,    -3
4352,    -8,    -3,    -4
4363,    -9,    -4,    -3
4373,    -9,    -1,    -2
4384,    -9,     3,    -1
4393,    -7,     7,     0
4404,    -3,     8,     2
4413,     0,     6,     3
4422,     3,     3,     3
4433,     5,     1,     3
4443,     4,     0,     1
4454,     0,    -1,    -1
4463,    -4,    -2,    -2
4473,    -7,    -2,    -2
4484,    -7,     0,    -3
4493,    -5,     3,    -2
4502,    -3,     5,    -1
4513,    -2,     4,    -1
4523,    -1,     2,    -2
4534,     0,    -1,    -2
4543,     2,    -2,    -2
4552,     5,    -1,    -1
4563,     6,     0,     0
4573,     6,     1,     0
4582,     4,     1,    -1
4593,     1,     3,    -2
4602,    -3,     3,    -3
4613,    -6,     2,    -4
4623,    -8,     1,    -5
4634,    -8,     1,    -5
4643,    -6,     3,    -5
4652,    -2,     5,    -4
4663,     2,     5,    -3
4672,     7,     5,    -2
4683,    10,     6,    -1
4693,    12,     7,    -2
4702,    13,     9,    -4
4713,    13,    13,    -6
4723,    13,    17,    -8
4733,    12,    22,   -10
4743,    12,    21,   -12
4752,    14,    15,   -13
4763,    19,     3,   -13
4773,    26,   -11,   -12
4782,    30,   -20,   -11
4793,    31,   -21,    -9
4802,    31,   -18,    -6
4813,    30,   -10,    -3
4823,    25,    -1,     0
4832,    18,     2,     1
4843,     9,     1,     2
4852,    -2,    -3,     2
4863,   -13,    -3,     2
4873,   -21,     1,     2
4882,   -24,     1,     2
4893,   -23,    -5,     1
4902,   -22,   -15,     2
4913,   -19,   -24,     6
4923,   -16,   -26,    11
4932,   -13,   -23,    17
4943,    -7,   -18,    22
4952,     1,   -10,    25
4963,     5,    -7,    29
4973,     2,   -11,    29
4982,    -4,   -17,    28
4993,   -13,   -22,    23
5002,   -22,   -23,    17
5012,   -28,   -20,    11
5023,   -31,   -11,     7
5032,   -31,     5,     5
5043,   -27,    22,     4
5052,   -19,    28,     3
5062,   -11,    23,     1
5073,    -2,    10,     0
5082,     6,    -2,     0
5093,    14,   -12,    -1
5102,    19,   -14,     0
5113,    23,   -12,     2
5122,    27,   -10,     3
5132,    29,    -4,     4
5143,    28,     4,     5
5152,    25,    12,     6
5163,    20,    16,     6
5172,    13,    15,     4
5182,     5,    11,     0
5193,    -2,     4,    -5
5202,   -10,    -2,    -8
5213,   -17,    -5,   -10
5222,   -22,    -5,    -9
5232,   -22,    -3,    -8
5243,   -17,    -1,    -6
5252,   -11,     3,    -3
5263,    -4,     4,     0
5272,     2,     4,     2
5282,     5,     2,     3
5293,     6,    -2,     3
5302,     4,    -6,     1
5312,     2,    -7,     1
5323,     1,    -6,     1
5332,     0,    -4,     1
5341,     0,    -2,     1
5352,     0,    -2,     1
5362,     0,    -2,     1
5373,    -1,    -1,     1
5382,    -3,    -1,     1
5391,    -3,    -4,     1
5402,    -3,    -6,     0
5412,    -2,    -7,     1
5423,    -1,    -5,     2
5432,     0,    -2,     2
5441,     1,    -1,     3
5452,     0,    -1,     3
5462,    -1,    -2,     3
5472,    -3,    -4,     3
5482,    -3,    -5,     3
5493,    -2,    -4,     3
5502,    -1,    -3,     3
5511,     0,    -2,     3
5522,     0,    -3,     3
5532,    -1,    -2,     2
5543,    -1,    -3,     2
5552,    -1,    -4,     2
5561,    -2,    -4,     3
5572,    -1,    -3,     3
5581,     0,    -2,     4
5592,     0,    -3,     5
5602,     1,    -3,     5
5611,     1,    -2,     6
5622,     1,     0,     6
5631,     2,     1,     8
5642,     2,     2,    12
5652,     2,     3,    16
5661,     3,     4,    20
5672,     3,     6,    24
5681,     7,     7,    29
5692,    11,     6,    33
5701,    13,     3,    39
5712,    14,    -1,    46
5722,    15,    -4,    54
5731,    14,    -6,    59
5742,    12,    -6,    58
5751,     7,    -6,    54
5762,    -3,    -6,    50
5772,   -12,    -3,    46
5782,   -23,     2,    40
5792,   -33,     6,    34
5801,   -37,     6,    26
5812,   -39,     4,    19
5822,   -38,     0,    13
5831,   -38,    -6,     9
5842,   -39,   -12,     7
5851,   -43,   -17,     8
5862,   -45,   -20,     9
5871,   -43,   -17,    10
5882,   -34,   -11,    11
5892,   -17,     0,    15
5901,     4,    14,    22
5912,    23,    25,    29
5921,    36,    30,    30
5932,    41,    26,    27
5941,    37,    17,    21
5951,    25,     6,    15
5962,     9,    -4,     8
5971,    -6,   -10,     2
5982,   -18,   -13,    -1
5991,   -23,   -14,     0
6001,   -20,   -11,     3
6012,   -11,    -7,     6
6021,     1,    -5,     8
6032,    11,    -6,    10
6041,    16,    -7,    10
6051,    17,    -9,     9
6062,    15,   -11,     7
6071,     8,   -11,     6
6082,     1,    -9,     4
6091,    -5,    -6,     2
6101,    -9,    -4,     0
6112,   -10,    -2,    -1
6121,    -8,    -1,    -2
6132,    -5,    -1,    -3
6141,     0,    -3,    -3
6151,     5,    -4,    -2
6162,    10,    -3,     1
6171,    13,    -1,     3
6182,    14,     0,     5
6191,    13,     1,     6
6201,     9,     1,     5
6210,     5,     1,     3
6221,     0,     1,     1
6231,    -5,     0,    -2
6242,    -8,    -2,    -3
6251,    -9,    -4,    -3
6260,    -9,    -5,    -3
6271,    -6,    -6,    -2
6281,    -3,    -6,    -1
6291,     1,    -4,     0
6301,     6,    -1,     1
6312,     9,     2,     1
6321,    11,     3,     1
6331,    11,     3,     0
6342,     9,     2,    -1
6351,     5,     1,    -1
6360,     1,     0,    -2
6371,    -4,    -1,    -3
6381,    -6,    -1,    -3
6392,    -6,    -1,    -3
6401,    -3,     0,    -3
6410,     0,     1,    -3
6421,     2,     1,    -2
6430,     4,     0,    -2
6441,     5,     0,    -1
6451,     6,    -2,     0
6462,     6,    -3,     0
6471,     6,    -3,     0
6480,     5,    -1,     0
6491,     4,     0,     0
6500,     2,     0,     0
6511,     0,     0,    -1
6521,    -2,    -1,    -2
6532,    -2,    -1,    -3
6541,    -2,    -2,    -2
6550,     0,    -2,    -2
6561,     2,    -2,    -1
6571,     3,    -2,     0
6581,     4,    -1,     0
6591,     3,    -1,     1
6600,     2,     0,     1
6611,     1,     0,     1
6620,     0,     0,     1
6631,    -2,     0,     0
6641,    -4,     0,     0
6652,    -6,     1,     0
6661,    -7,     0,     0
6670,    -8,    -1,     0
6681,    -7,    -1,     1
6690,    -7,     1,     1
6701,    -5,     1,     1
6711,    -3,    -1,     0
6720,    -2,    -5,    -1
6731,    -2,    -9,    -2
6740,    -3,   -11,    -4
6751,    -5,   -10,    -8
6760,    -8,    -7,   -12
6771,   -11,    -3,   -17
6781,   -14,     5,   -22
6790,   -18,    14,   -25
6801,   -20,    22,   -27
6810,   -21,    25,   -28
6821,   -18,    20,   -27
6830,   -11,    12,   -24
6841,    -3,     7,   -21
6851,     7,     4,   -18
6860,    13,     4,   -16
6871,    12,     5,   -14
6880,     6,    14,   -14
6890,    -5,    25,   -13
6901,   -11,    34,   -14
6910,   -13,    40,   -15
6920,   -11,    42,   -15
6931,    -6,    38,   -15
6940,     0,    27,   -16
6951,     5,    12,   -17
6961,     4,    -1,   -17
6970,    -2,    -8,   -17
6981,    -6,    -9,   -14
6990,    -6,    -4,   -11
7001,    -2,     6,    -6
7010,     1,    21,    -1
7020,     2,    33,     4
7031,     2,    33,     5
7040,     3,    26,     3
7051,     4,    13,     0
7060,     3,     1,    -2
7071,     0,    -5,    -4
7080,    -1,    -7,    -4
7090,    -1,    -5,    -3
7100,     0,    -2,    -1
7110,     0,     1,     1
7121,     1,     1,     2
7130,     0,     0,     3
7141,    -2,     1,     3
7150,    -6,     0,     3
7159,    -8,    -1,     3
7170,    -9,    -3,     2
7180,    -9,    -4,     3
7191,    -8,    -4,     4
7200,    -6,    -3,     5
7211,    -4,    -1,     6
7220,    -3,     0,     6
7229,    -3,    -2,     6
7240,    -2,    -5,     5
7250,    -1,    -7,     4
7261,    -1,    -9,     4
7270,     0,   -10,     4
7279,     0,   -10,     3
7290,     1,    -8,     2
7299,     1,    -5,     2
7310,     2,    -3,     1
7320,     2,    -2,     0
7331,     1,    -1,     0
7340,     1,    -1,     1
7349,     1,    -1,     3
7360,     1,    -2,     3
7370,     2,    -3,     3
7380,     2,    -4,     3
7390,     3,    -6,     2
7399,     4,    -5,     1
7410,     4,    -3,     1
7419,     4,     1,     1
7430,     3,     3,     0
7440,     2,     3,    -1
7450,     1,     2,    -2
7460,    -1,     2,    -2
7469,    -2,     0,    -2
7480,    -3,    -1,    -3
7489,    -4,    -2,    -3
7500,    -4,    -2,    -3
7509,    -4,     0,    -2
7520,    -2,     1,     0
7530,     1,     1,     1
7539,     4,     2,     1
7550,     5,     2,     0
7559,     4,     1,    -1
7570,     3,     0,    -1
7580,     2,    -1,    -1
7589,     0,    -1,     0
7600,     0,    -1,    -1
7609,     0,    -1,    -2
7621,     0,    -1,    -2
7630,     0,     0,    -1
7639,     1,     1,     0
7650,     2,     1,     1
7660,     3,     1,     1
7669,     3,    -1,     2
7680,     2,    -1,     3
7689,     0,    -1,     3
7700,    -2,    -2,     2
7709,    -4,    -2,     2
7720,    -5,    -3,     1
7730,    -5,    -2,     1
7739,    -5,    -1,     1
7750,    -5,     2,     1
7759,    -3,     3,     2
7770,    -1,     3,     2
7779,     2,     2,     2
7789,     3,     1,     2
7800,     3,     1,     2
7809,     3,     0,     1
7820,     1,     0,     1
7829,    -1,     0,     1
7840,    -3,     0,     0
7849,    -4,    -2,     0
7859,    -4,    -3,    -1
7870,    -3,    -2,    -1
7879,    -2,    -1,    -1
7890,     0,     0,    -1
7900,     2,     1,    -1
7909,     4,     2,     0
7920,     4,     2,    -1
7930,     4,     2,    -1
7939,     2,     1,    -2
7950,     0,     0,    -2
7959,    -1,    -1,    -2
7969,    -3,    -1,    -2
7980,    -3,    -2,    -2
7989,    -2,    -2,    -1
8000,    -2,    -1,     0
8009,    -2,    -1,     0
8018,    -2,    -1,     0
8029,    -2,     0,     0
8039,    -1,     0,    -1
8050,     0,     1,    -1
8059,     1,     1,    -1
8070,     3,     2,     0
8079,     3,     3,     0
8088,     4,     3,     0
8099,     3,     2,     0
8109,     1,     0,     0
8120,     0,    -1,     0
8129,    -2,     0,     0
8140,    -3,     0,    -1
8149,    -3,     0,    -1
8158,    -2,     0,    -1
8169,    -2,     1,    -1
8179,     0,     0,    -1
8190,     1,    -1,     0
8199,     3,    -2,     0
8210,     3,    -2,    -1
8219,     3,    -2,    -1
8228,     3,    -2,    -1
8239,     3,    -3,    -1
8249,     3,    -3,    -1
8259,     3,    -2,    -1
8269,     3,    -1,    -2
8280,     4,     0,    -3
8289,     3,     1,    -4
8298,     1,     2,    -4
8309,     0,     2,    -5
8319,     1,     1,    -6
8329,     2,     0,    -6
8339,     4,     0,    -6
8350,     5,     0,    -6
8359,     4,     1,    -6
8368,     2,     1,    -5
8379,     0,     0,    -5
8388,    -2,    -1,    -4
8399,    -3,    -6,    -3
8409,    -2,    -9,    -2
8418,     0,    -9,     0
8429,     3,    -6,     1
8439,     5,    -2,     1
8450,     5,     1,     2
8459,     3,     4,     2
8468,     1,     6,     2
8479,    -2,     6,     2
8488,    -4,     4,     2
8499,    -5,     4,     2
8509,    -6,     5,     3
8518,    -5,     7,     3
8529,    -4,     8,     4
8538,    -2,     8,     5
8549,    -2,     7,     6
8558,    -2,     6,     7
8569,    -1,     7,    10
8579,    -1,    10,    13
8588,    -1,    12,    15
8599,    -4,    12,    17
8608,    -8,    11,    19
8619,   -10,    12,    22
8628,    -9,    12,    24
8638,    -6,    13,    21
8649,    -3,    12,    17
8658,     3,     8,     8
8669,    10,    -2,    -3
8678,    20,   -16,   -15
8689,    31,   -24,   -27
8699,    42,   -22,   -35
8708,    49,   -14,   -36
8719,    50,     0,   -34
8728,    45,    13,   -29
8739,    33,    19,   -26
8748,    18,    14,   -29
8758,     1,     5,   -38
8769,   -12,    -6,   -52
8778,   -23,   -14,   -65
8789,   -25,   -17,   -73
8798,   -23,   -15,   -72
8809,   -14,   -11,   -64
8818,    -3,    -5,   -56
8828,     8,     3,   -49
8839,    19,    10,   -44
8848,    25,    16,   -38
8859,    27,    21,   -32
8868,    23,    22,   -24
8879,    14,    20,   -17
8888,     7,    19,   -11
8898,     2,    22,    -7
8909,    -1,    21,    -3
8918,    -5,    19,    -2
8929,    -8,    19,    -5
8938,    -9,    19,    -8
8949,   -11,   -15,   -11
8958,   -23,   -66,   -16
8968,   -36,   -33,    -7
8979,   -31,    13,     4
8988,   -13,    19,    11
8998,     1,    -1,    11
9009,     7,   -21,     8
9018,     5,   -27,     6
9027,    -2,   -25,     3
9038,    -8,   -19,     1
9048,   -11,   -13,     0
9059,   -11,    -7,     0
9068,    -9,    -3,     0
9078,    -7,    -1,     1
9089,    -2,    -1,     3
9098,     4,    -3,     5
9109,     9,    -5,     6
9118,    10,    -6,     5
9127,     8,    -7,     3
9138,     4,    -7,     0
9148,    -3,    -6,    -2
9159,   -11,    -4,    -4
9168,   -16,    -2,    -7
9177,   -19,    -1,    -9
9188,   -22,     0,    -9
9197,   -21,    -1,    -9
9208,   -15,    -3,    -6
9218,    -8,    -6,    -3
9229,    -1,    -7,     1
9238,     5,    -8,     2
9247,     6,    -7,     2
9258,     5,    -5,     2
9267,     3,    -5,     1
9278,     0,    -5,    -1
9288,    -3,    -4,    -3
9297,    -5,    -5,    -5
9308,    -6,    -6,    -5
9317,    -4,    -7,    -3
9328,    -2,    -6,    -1
9337,     1,    -4,     0
9348,     2,    -4,     1
9358,     2,    -3,     1
9367,     1,    -2,     0
9378,    -1,     0,    -1
9387,    -4,     1,    -2
9398,    -5,     3,    -2
9408,    -4,     4,    -1
9418,    -1,     3,     0
9428,     1,    -1,     0
9437,     2,    -5,     0
9448,     3,    -6,    -1
9457,     4,    -2,    -1
9467,     6,     1,    -1
9478,     8,     3,     0
9487,     8,     6,     1
9498,     6,     9,     1
9508,     4,    10,     1
9517,     1,     6,     1
9528,    -2,     0,     1
9537,    -3,    -4,     1
9548,    -3,    -5,     2
9557,    -1,    -3,     3
9568,     1,    -1,     4
9578,     2,     2,     4
9587,     3,     2,     4
9598,     3,     3,     3
9607,     2,     3,     1
9618,     4,     2,    -1
9627,     5,     1,    -2
9638,     6,    -2,    -3
9648,     5,    -7,    -4
9657,     6,   -12,    -4
9668,    13,   -16,    -7
9677,    23,   -12,    -8
9688,    32,    -6,    -9
9697,    38,    -4,   -10
9707,    38,    -8,   -12
9718,    33,   -15,   -14
9727,    24,   -20,   -15
9738,    13,   -23,   -16
9747,     5,   -24,   -17
9758,     0,   -21,   -16
9767,    -4,   -17,   -12
9777,    -9,   -13,    -7
9788,   -12,    -8,    -2
9797,   -14,    -7,     0
9808,   -14,    -8,     0
9817,   -15,    -8,     1
9828,   -14,    -9,     1
9837,   -12,    -8,     2
9847,   -10,    -7,     4
9858,    -9,   -10,     5
9867,    -6,   -10,     6
9878,    -5,    -6,     8
9887,    -6,    -3,    11
9896,    -9,     3,    13
9907,   -16,     2,    12
9917,   -23,    -5,     8
9928,   -28,   -12,     4
9937,   -31,   -16,     2
9948,   -31,   -11,     4
9957,   -30,     1,     6
9967,   -23,    12,     7
9978,   -13,    13,     7
9987,    -5,     4,     6
9998,     1,    -7,     3
10007,     3,   -10,     0
10016,     4,    -9,    -2
10027,     4,    -9,    -3
10037,     4,    -7,    -4
10048,     4,    -3,    -4
10057,     3,     4,    -3
10066,     2,    11,    -1
10077,     1,    13,     0
10087,    -3,    10,    -2
10098,    -7,    -1,    -5
10107,   -10,    -7,    -6
10118,   -11,    -1,    -5
10127,   -11,     7,    -3
10136,    -6,     9,    -2
10147,    -1,    -6,    -4
10157,     1,    -1,    -1
10168,     3,     6,     2
10177,     5,     6,     3
10186,     5,     1,     1
10197,     3,    -4,     1
10206,     0,    -9,     1
10217,    -3,   -10,     0
10227,    -4,    -6,     0
10238,    -5,     1,     0
10247,    -6,     5,     1
10256,    -7,     4,     1
10267,    -7,     1,     1
10277,    -4,     0,     1
10288,    -1,    -1,     2
10297,     4,    -1,     3
10306,     7,    -2,     4
10317,     6,    -5,     5
10326,     5,    -8,     4
10337,     2,    -7,     3
10347,     0,    -3,     2
10356,    -2,     0,     2
10367,    -4,     2,     2
10376,    -3,     3,     2
10387,     0,     2,     4
10397,     3,    -1,     5
10407,     5,    -6,     5
10417,     5,   -10,     4
10426,     5,   -12,     4
