time,qw,qx,qy,qz
747,-0.62946,-0.37567,0.06647,0.67694
758,-0.62946,-0.37579,0.06653,0.67688
767,-0.62946,-0.37585,0.06659,0.67682
778,-0.62952,-0.37585,0.06659,0.67676
787,-0.62952,-0.37592,0.06665,0.67676
797,-0.62952,-0.37598,0.06671,0.67676
807,-0.62946,-0.37598,0.06677,0.67676
817,-0.62952,-0.37592,0.06677,0.67676
826,-0.62958,-0.37579,0.06677,0.67676
837,-0.62970,-0.37561,0.06671,0.67670
846,-0.62982,-0.37555,0.06665,0.67664
857,-0.62988,-0.37555,0.06659,0.67657
867,-0.62988,-0.37567,0.06653,0.67651
878,-0.62988,-0.37585,0.06653,0.67645
887,-0.62982,-0.37610,0.06659,0.67639
897,-0.62976,-0.37622,0.06665,0.67633
906,-0.62970,-0.37628,0.06671,0.67633
917,-0.62970,-0.37622,0.06671,0.67639
926,-0.62976,-0.37598,0.06671,0.67645
938,-0.62982,-0.37579,0.06659,0.67657
947,-0.62988,-0.37561,0.06653,0.67657
956,-0.62988,-0.37567,0.06653,0.67657
967,-0.62982,-0.37579,0.06653,0.67651
976,-0.62976,-0.37592,0.06659,0.67651
987,-0.62976,-0.37604,0.06665,0.67645
997,-0.62970,-0.37610,0.06671,0.67645
1006,-0.62970,-0.37604,0.06671,0.67645
1017,-0.62976,-0.37592,0.06671,0.67651
1026,-0.62982,-0.37573,0.06665,0.67657
1037,-0.62982,-0.37567,0.06659,0.67657
1047,-0.62982,-0.37567,0.06653,0.67657
1058,-0.62982,-0.37567,0.06653,0.67657
1067,-0.62982,-0.37567,0.06659,0.67657
1076,-0.62982,-0.37567,0.06665,0.67657
1087,-0.62982,-0.37567,0.06665,0.67657
1097,-0.62982,-0.37561,0.06665,0.67664
1106,-0.62982,-0.37555,0.06659,0.67670
1117,-0.62970,-0.37555,0.06653,0.67676
1126,-0.62958,-0.37555,0.06659,0.67688
1137,-0.62952,-0.37555,0.06665,0.67694
1146,-0.62946,-0.37549,0.06671,0.67700
1157,-0.62939,-0.37549,0.06683,0.67706
1167,-0.62939,-0.37549,0.06689,0.67706
1176,-0.62939,-0.37549,0.06689,0.67706
1187,-0.62939,-0.37555,0.06689,0.67706
1196,-0.62927,-0.37561,0.06696,0.67706
1207,-0.62921,-0.37573,0.06696,0.67712
1216,-0.62921,-0.37567,0.06696,0.67712
1227,-0.62921,-0.37555,0.06689,0.67719
1237,-0.62927,-0.37537,0.06683,0.67725
1246,-0.62927,-0.37524,0.06689,0.67731
1257,-0.62927,-0.37518,0.06689,0.67737
1266,-0.62921,-0.37524,0.06702,0.67737
1277,-0.62915,-0.37537,0.06708,0.67731
1286,-0.62909,-0.37549,0.06714,0.67731
1297,-0.62903,-0.37549,0.06714,0.67737
1306,-0.62897,-0.37543,0.06708,0.67743
1316,-0.62903,-0.37524,0.06696,0.67755
1327,-0.62897,-0.37494,0.06677,0.67773
1336,-0.62866,-0.37476,0.06671,0.67816
1347,-0.62805,-0.37476,0.06671,0.67871
1356,-0.62720,-0.37506,0.06689,0.67932
1367,-0.62604,-0.37561,0.06696,0.68011
1376,-0.62494,-0.37616,0.06671,0.68085
1386,-0.62421,-0.37640,0.06604,0.68140
1397,-0.62408,-0.37653,0.06458,0.68164
1406,-0.62445,-0.37628,0.06238,0.68164
1417,-0.62543,-0.37567,0.05975,0.68127
1426,-0.62708,-0.37518,0.05676,0.68030
1437,-0.62915,-0.37463,0.05292,0.67902
1446,-0.63037,-0.37427,0.04791,0.67847
1455,-0.62952,-0.37451,0.04376,0.67938
1466,-0.62805,-0.37268,0.04144,0.68188
1476,-0.62665,-0.36957,0.03986,0.68494
1487,-0.62488,-0.36841,0.03772,0.68732
1497,-0.62280,-0.36920,0.03552,0.68890
1506,-0.62073,-0.37073,0.03418,0.68994
1516,-0.61877,-0.37274,0.03436,0.69067
1527,-0.61688,-0.37512,0.03632,0.69098
1536,-0.61523,-0.37756,0.03973,0.69092
1547,-0.61401,-0.37994,0.04388,0.69049
1556,-0.61328,-0.38196,0.04785,0.68970
1565,-0.61304,-0.38367,0.05078,0.68878
1576,-0.61328,-0.38495,0.05255,0.68768
1586,-0.61450,-0.38525,0.05322,0.68640
1597,-0.61646,-0.38470,0.05273,0.68494
1606,-0.61951,-0.38306,0.05145,0.68323
1616,-0.62323,-0.38007,0.05017,0.68164
1627,-0.62665,-0.37653,0.05017,0.68048
1636,-0.62921,-0.37274,0.05188,0.68005
1645,-0.63123,-0.36884,0.05487,0.68011
1656,-0.63293,-0.36499,0.05841,0.68024
1666,-0.63428,-0.36182,0.06165,0.68042
1676,-0.63525,-0.35950,0.06433,0.68048
1686,-0.63617,-0.35785,0.06653,0.68030
1697,-0.63708,-0.35663,0.06830,0.67993
1706,-0.63824,-0.35571,0.06964,0.67914
1715,-0.64001,-0.35486,0.07056,0.67786
1726,-0.64233,-0.35364,0.07098,0.67627
1735,-0.64526,-0.35199,0.07117,0.67432
1746,-0.64856,-0.34985,0.07147,0.67224
1756,-0.65186,-0.34747,0.07233,0.67017
1767,-0.65472,-0.34509,0.07373,0.66846
1776,-0.65692,-0.34271,0.07501,0.66736
1785,-0.65857,-0.34021,0.07593,0.66693
1796,-0.65967,-0.33801,0.07642,0.66693
1805,-0.66034,-0.33661,0.07703,0.66687
1817,-0.66101,-0.33667,0.07788,0.66608
1826,-0.66187,-0.33826,0.07904,0.66431
1835,-0.66290,-0.34088,0.08057,0.66174
1846,-0.66412,-0.34387,0.08270,0.65869
1855,-0.66534,-0.34680,0.08551,0.65558
1866,-0.66644,-0.34918,0.08862,0.65277
1876,-0.66748,-0.35095,0.09149,0.65033
1887,-0.66852,-0.35187,0.09363,0.64850
1896,-0.66956,-0.35156,0.09497,0.64740
1905,-0.67072,-0.34998,0.09576,0.64691
1916,-0.67206,-0.34735,0.09631,0.64685
1925,-0.67352,-0.34412,0.09705,0.64697
1936,-0.67487,-0.34064,0.09808,0.64722
1946,-0.67627,-0.33710,0.09955,0.64740
1955,-0.67780,-0.33386,0.10107,0.64728
1966,-0.67932,-0.33142,0.10236,0.64667
1975,-0.68091,-0.32990,0.10327,0.64569
1986,-0.68237,-0.32941,0.10364,0.64435
1995,-0.68365,-0.32947,0.10352,0.64294
2007,-0.68451,-0.32965,0.10309,0.64197
2016,-0.68506,-0.32953,0.10266,0.64154
2025,-0.68518,-0.32898,0.10242,0.64172
2036,-0.68512,-0.32800,0.10260,0.64227
2046,-0.68488,-0.32684,0.10315,0.64307
2055,-0.68463,-0.32568,0.10400,0.64374
2066,-0.68457,-0.32458,0.10486,0.64423
2075,-0.68457,-0.32373,0.10553,0.64453
2086,-0.68463,-0.32300,0.10602,0.64478
2095,-0.68451,-0.32245,0.10651,0.64508
2106,-0.68439,-0.32214,0.10687,0.64532
2116,-0.68414,-0.32196,0.10706,0.64563
2125,-0.68390,-0.32196,0.10706,0.64587
2136,-0.68365,-0.32220,0.10706,0.64600
2146,-0.68347,-0.32263,0.10724,0.64600
2155,-0.68323,-0.32324,0.10760,0.64587
2166,-0.68292,-0.32397,0.10803,0.64575
2175,-0.68262,-0.32471,0.10852,0.64563
2186,-0.68225,-0.32550,0.10901,0.64557
2196,-0.68188,-0.32629,0.10956,0.64545
2205,-0.68146,-0.32721,0.11011,0.64532
2216,-0.68109,-0.32825,0.11072,0.64508
2226,-0.68079,-0.32928,0.11127,0.64478
2235,-0.68048,-0.33026,0.11176,0.64447
2246,-0.68024,-0.33099,0.11237,0.64435
2255,-0.67993,-0.33130,0.11310,0.64435
2266,-0.67969,-0.33112,0.11407,0.64453
2275,-0.67938,-0.33063,0.11530,0.64490
2286,-0.67926,-0.32983,0.11646,0.64520
2296,-0.67926,-0.32916,0.11737,0.64532
2305,-0.67932,-0.32886,0.11804,0.64539
2316,-0.67938,-0.32880,0.11847,0.64526
2325,-0.67944,-0.32898,0.11865,0.64502
2335,-0.67950,-0.32928,0.11865,0.64478
2346,-0.67950,-0.32965,0.11853,0.64465
2355,-0.67926,-0.33002,0.11841,0.64471
2366,-0.67889,-0.33026,0.11835,0.64502
2375,-0.67847,-0.33051,0.11835,0.64532
2385,-0.67810,-0.33087,0.11835,0.64551
2396,-0.67792,-0.33130,0.11804,0.64557
2405,-0.67780,-0.33191,0.11755,0.64551
2416,-0.67755,-0.33258,0.11694,0.64551
2425,-0.67725,-0.33344,0.11652,0.64545
2435,-0.67682,-0.33472,0.11615,0.64532
2446,-0.67627,-0.33624,0.11572,0.64514
2455,-0.67560,-0.33801,0.11523,0.64502
2466,-0.67462,-0.33978,0.11481,0.64514
2475,-0.67358,-0.34119,0.11444,0.64557
2486,-0.67249,-0.34222,0.11432,0.64618
2495,-0.67139,-0.34326,0.11426,0.64685
2505,-0.67029,-0.34436,0.11420,0.64740
2516,-0.66931,-0.34558,0.11401,0.64777
2525,-0.66864,-0.34717,0.11340,0.64771
2534,-0.66827,-0.34906,0.11212,0.64728
2545,-0.66809,-0.35107,0.11017,0.64673
2555,-0.66791,-0.35284,0.10797,0.64636
2565,-0.66772,-0.35431,0.10596,0.64606
2575,-0.66748,-0.35571,0.10443,0.64581
2586,-0.66724,-0.35730,0.10315,0.64539
2595,-0.66705,-0.35944,0.10168,0.64465
2604,-0.66681,-0.36194,0.09998,0.64374
2616,-0.66656,-0.36426,0.09808,0.64294
2625,-0.66620,-0.36633,0.09637,0.64240
2634,-0.66559,-0.36810,0.09479,0.64227
2645,-0.66486,-0.36932,0.09357,0.64252
2655,-0.66406,-0.37030,0.09277,0.64294
2666,-0.66333,-0.37128,0.09229,0.64313
2675,-0.66266,-0.37274,0.09186,0.64307
2684,-0.66205,-0.37451,0.09131,0.64276
2695,-0.66162,-0.37640,0.09070,0.64215
2704,-0.66132,-0.37836,0.08990,0.64148
2715,-0.66119,-0.38013,0.08881,0.64062
2725,-0.66125,-0.38171,0.08728,0.63983
2736,-0.66150,-0.38287,0.08563,0.63916
2745,-0.66187,-0.38361,0.08392,0.63855
2754,-0.66248,-0.38416,0.08228,0.63782
2765,-0.66333,-0.38470,0.08069,0.63678
2774,-0.66449,-0.38544,0.07904,0.63531
2785,-0.66583,-0.38635,0.07709,0.63367
2795,-0.66711,-0.38733,0.07495,0.63196
2806,-0.66821,-0.38818,0.07275,0.63049
2815,-0.66907,-0.38885,0.07074,0.62939
2825,-0.66974,-0.38922,0.06866,0.62866
2835,-0.67029,-0.38898,0.06641,0.62848
2845,-0.67059,-0.38843,0.06384,0.62878
2854,-0.67065,-0.38782,0.06116,0.62939
2865,-0.67047,-0.38745,0.05878,0.63007
2874,-0.66992,-0.38788,0.05713,0.63049
2885,-0.66919,-0.38940,0.05652,0.63037
2894,-0.66846,-0.39178,0.05664,0.62964
2905,-0.66791,-0.39453,0.05701,0.62848
2915,-0.66766,-0.39716,0.05737,0.62708
2924,-0.66785,-0.39911,0.05719,0.62561
2935,-0.66858,-0.40051,0.05627,0.62408
2944,-0.66974,-0.40131,0.05450,0.62250
2955,-0.67139,-0.40143,0.05200,0.62079
2965,-0.67340,-0.40106,0.04883,0.61914
2974,-0.67554,-0.40027,0.04529,0.61755
2985,-0.67761,-0.39905,0.04187,0.61633
2994,-0.67957,-0.39734,0.03894,0.61548
3005,-0.68140,-0.39539,0.03674,0.61487
3014,-0.68298,-0.39325,0.03516,0.61462
3024,-0.68427,-0.39105,0.03406,0.61456
3035,-0.68542,-0.38892,0.03326,0.61475
3044,-0.68622,-0.38678,0.03271,0.61517
3055,-0.68683,-0.38477,0.03223,0.61578
3065,-0.68713,-0.38293,0.03192,0.61664
3074,-0.68726,-0.38129,0.03180,0.61749
3085,-0.68719,-0.38007,0.03168,0.61829
3094,-0.68701,-0.37933,0.03149,0.61902
3105,-0.68658,-0.37897,0.03143,0.61969
3114,-0.68610,-0.37885,0.03149,0.62030
3124,-0.68549,-0.37891,0.03162,0.62097
3135,-0.68475,-0.37909,0.03174,0.62164
3144,-0.68390,-0.37933,0.03180,0.62244
3155,-0.68286,-0.37964,0.03210,0.62335
3164,-0.68201,-0.38007,0.03265,0.62402
3174,-0.68127,-0.38092,0.03375,0.62421
3185,-0.68066,-0.38269,0.03528,0.62372
3194,-0.67993,-0.38574,0.03766,0.62250
3204,-0.67877,-0.39032,0.04095,0.62067
3215,-0.67725,-0.39612,0.04462,0.61847
3224,-0.67554,-0.40192,0.04785,0.61627
3235,-0.67413,-0.40674,0.05029,0.61444
3244,-0.67340,-0.40979,0.05151,0.61322
3254,-0.67334,-0.41077,0.05145,0.61261
3265,-0.67395,-0.41022,0.05066,0.61230
3274,-0.67499,-0.40863,0.04980,0.61230
3285,-0.67676,-0.40613,0.04913,0.61218
3294,-0.67908,-0.40289,0.04834,0.61176
3305,-0.68170,-0.39923,0.04749,0.61127
3314,-0.68433,-0.39551,0.04639,0.61084
3324,-0.68671,-0.39172,0.04498,0.61072
3335,-0.68854,-0.38812,0.04352,0.61102
3344,-0.69000,-0.38477,0.04236,0.61163
3354,-0.69141,-0.38116,0.04169,0.61230
3365,-0.69324,-0.37726,0.04126,0.61273
3374,-0.69543,-0.37311,0.04083,0.61279
3385,-0.69775,-0.36926,0.04022,0.61255
3394,-0.69983,-0.36615,0.04022,0.61206
3405,-0.70135,-0.36389,0.04083,0.61163
3414,-0.70221,-0.36249,0.04181,0.61133
3424,-0.70251,-0.36188,0.04272,0.61133
3435,-0.70239,-0.36176,0.04315,0.61151
3444,-0.70203,-0.36188,0.04285,0.61188
3453,-0.70154,-0.36237,0.04181,0.61224
3464,-0.70111,-0.36298,0.03998,0.61249
3474,-0.70068,-0.36334,0.03741,0.61292
3485,-0.70001,-0.36322,0.03473,0.61389
3494,-0.69922,-0.36224,0.03265,0.61548
3503,-0.69849,-0.36023,0.03149,0.61761
3514,-0.69788,-0.35748,0.03094,0.61993
3524,-0.69727,-0.35474,0.03076,0.62213
3535,-0.69659,-0.35236,0.03052,0.62427
3544,-0.69568,-0.35083,0.02979,0.62622
3553,-0.69427,-0.35016,0.02863,0.62811
3564,-0.69269,-0.35004,0.02734,0.63000
3574,-0.69116,-0.34973,0.02631,0.63190
3584,-0.69012,-0.34875,0.02551,0.63367
3594,-0.68958,-0.34668,0.02472,0.63538
3605,-0.68927,-0.34381,0.02380,0.63727
3614,-0.68884,-0.34052,0.02313,0.63953
3623,-0.68811,-0.33734,0.02307,0.64203
3635,-0.68707,-0.33484,0.02362,0.64441
3644,-0.68604,-0.33319,0.02417,0.64636
3653,-0.68512,-0.33246,0.02441,0.64771
3664,-0.68451,-0.33228,0.02423,0.64844
3674,-0.68396,-0.33252,0.02393,0.64886
3685,-0.68329,-0.33319,0.02350,0.64929
3694,-0.68237,-0.33417,0.02301,0.64972
3703,-0.68115,-0.33563,0.02264,0.65027
3714,-0.67981,-0.33740,0.02240,0.65082
3723,-0.67859,-0.33923,0.02216,0.65112
3734,-0.67786,-0.34094,0.02173,0.65106
3743,-0.67743,-0.34222,0.02094,0.65082
3755,-0.67694,-0.34320,0.01984,0.65088
3764,-0.67596,-0.34430,0.01880,0.65131
3773,-0.67444,-0.34570,0.01831,0.65216
3784,-0.67249,-0.34760,0.01868,0.65314
3794,-0.67059,-0.34985,0.01953,0.65387
3805,-0.66907,-0.35217,0.02032,0.65417
3814,-0.66785,-0.35443,0.02094,0.65417
3823,-0.66693,-0.35626,0.02173,0.65405
3834,-0.66602,-0.35773,0.02313,0.65417
3844,-0.66498,-0.35883,0.02484,0.65454
3853,-0.66400,-0.35986,0.02661,0.65491
3864,-0.66309,-0.36090,0.02789,0.65521
3873,-0.66223,-0.36176,0.02844,0.65558
3883,-0.66150,-0.36267,0.02826,0.65582
3894,-0.66095,-0.36365,0.02753,0.65588
3903,-0.66040,-0.36499,0.02686,0.65564
3914,-0.65979,-0.36713,0.02655,0.65515
3923,-0.65887,-0.37018,0.02686,0.65436
3934,-0.65784,-0.37378,0.02753,0.65332
3944,-0.65668,-0.37738,0.02832,0.65234
3953,-0.65582,-0.38037,0.02917,0.65149
3964,-0.65521,-0.38245,0.02985,0.65082
3973,-0.65479,-0.38373,0.03040,0.65051
3984,-0.65442,-0.38464,0.03070,0.65033
3994,-0.65417,-0.38501,0.03070,0.65033
4003,-0.65393,-0.38501,0.03040,0.65057
4014,-0.65350,-0.38470,0.02979,0.65118
4023,-0.65314,-0.38409,0.02881,0.65192
4034,-0.65271,-0.38348,0.02795,0.65283
4044,-0.65198,-0.38336,0.02814,0.65356
4053,-0.65106,-0.38422,0.02960,0.65399
4064,-0.64990,-0.38593,0.03204,0.65393
4073,-0.64874,-0.38824,0.03510,0.65356
4084,-0.64764,-0.39050,0.03821,0.65314
4093,-0.64667,-0.39233,0.04095,0.65289
4104,-0.64581,-0.39362,0.04315,0.65283
4113,-0.64520,-0.39417,0.04486,0.65295
4123,-0.64496,-0.39423,0.04602,0.65308
4134,-0.64502,-0.39398,0.04657,0.65314
4143,-0.64532,-0.39343,0.04669,0.65314
4154,-0.64569,-0.39288,0.04681,0.65314
4163,-0.64587,-0.39264,0.04718,0.65308
4174,-0.64575,-0.39301,0.04810,0.65289
4183,-0.64545,-0.39398,0.04932,0.65253
4193,-0.64508,-0.39526,0.05072,0.65198
4204,-0.64484,-0.39642,0.05194,0.65143
4213,-0.64471,-0.39703,0.05261,0.65112
4224,-0.64471,-0.39691,0.05267,0.65118
4233,-0.64478,-0.39606,0.05237,0.65167
4243,-0.64490,-0.39484,0.05194,0.65234
4254,-0.64502,-0.39349,0.05170,0.65302
4263,-0.64514,-0.39258,0.05157,0.65344
4273,-0.64520,-0.39240,0.05170,0.65350
4284,-0.64526,-0.39282,0.05206,0.65320
4293,-0.64520,-0.39380,0.05255,0.65259
4304,-0.64508,-0.39508,0.05322,0.65186
4313,-0.64502,-0.39636,0.05396,0.65118
4322,-0.64496,-0.39716,0.05463,0.65070
4333,-0.64496,-0.39734,0.05487,0.65051
4343,-0.64496,-0.39709,0.05469,0.65063
4352,-0.64502,-0.39642,0.05420,0.65106
4363,-0.64520,-0.39563,0.05377,0.65143
4373,-0.64545,-0.39496,0.05328,0.65161
4384,-0.64581,-0.39459,0.05261,0.65149
4393,-0.64624,-0.39459,0.05176,0.65118
4404,-0.64661,-0.39490,0.05103,0.65063
4413,-0.64691,-0.39532,0.05048,0.65009
4422,-0.64716,-0.39581,0.05048,0.64966
4433,-0.64722,-0.39612,0.05072,0.64935
4443,-0.64716,-0.39636,0.05109,0.64917
4454,-0.64716,-0.39636,0.05121,0.64923
4463,-0.64728,-0.39600,0.05115,0.64935
4473,-0.64746,-0.39532,0.05084,0.64960
4484,-0.64764,-0.39465,0.05048,0.64984
4493,-0.64789,-0.39429,0.04993,0.64984
4502,-0.64807,-0.39423,0.04938,0.64972
4513,-0.64825,-0.39423,0.04883,0.64966
4523,-0.64825,-0.39410,0.04828,0.64972
4534,-0.64819,-0.39386,0.04810,0.64996
4543,-0.64801,-0.39374,0.04822,0.65021
4552,-0.64783,-0.39380,0.04871,0.65033
4563,-0.64764,-0.39410,0.04938,0.65027
4573,-0.64740,-0.39459,0.04999,0.65015
4582,-0.64722,-0.39502,0.05042,0.65002
4593,-0.64716,-0.39532,0.05054,0.64990
4602,-0.64709,-0.39545,0.05023,0.64990
4613,-0.64709,-0.39526,0.04956,0.65009
4623,-0.64716,-0.39478,0.04877,0.65039
4634,-0.64716,-0.39429,0.04779,0.65070
4643,-0.64716,-0.39398,0.04681,0.65100
4652,-0.64703,-0.39404,0.04590,0.65112
4663,-0.64673,-0.39459,0.04523,0.65118
4672,-0.64618,-0.39551,0.04480,0.65118
4683,-0.64551,-0.39685,0.04468,0.65100
4693,-0.64459,-0.39856,0.04437,0.65088
4702,-0.64343,-0.40076,0.04370,0.65076
4713,-0.64203,-0.40332,0.04248,0.65063
4723,-0.64032,-0.40631,0.04047,0.65063
4733,-0.63843,-0.40955,0.03790,0.65057
4743,-0.63641,-0.41278,0.03491,0.65070
4752,-0.63409,-0.41571,0.03204,0.65125
4763,-0.63147,-0.41809,0.03021,0.65234
4773,-0.62842,-0.42004,0.03027,0.65399
4782,-0.62531,-0.42169,0.03204,0.65582
4793,-0.62231,-0.42340,0.03491,0.65747
4802,-0.61951,-0.42554,0.03815,0.65857
4813,-0.61713,-0.42816,0.04126,0.65887
4823,-0.61542,-0.43097,0.04401,0.65845
4832,-0.61438,-0.43353,0.04608,0.65765
4843,-0.61401,-0.43506,0.04779,0.65686
4852,-0.61438,-0.43536,0.04913,0.65619
4863,-0.61536,-0.43457,0.04974,0.65576
4873,-0.61694,-0.43304,0.04950,0.65527
4882,-0.61884,-0.43091,0.04834,0.65503
4893,-0.62054,-0.42828,0.04724,0.65521
4902,-0.62219,-0.42505,0.04712,0.65576
4913,-0.62390,-0.42139,0.04822,0.65643
4923,-0.62579,-0.41779,0.05042,0.65674
4932,-0.62805,-0.41461,0.05304,0.65637
4943,-0.63037,-0.41223,0.05579,0.65546
4952,-0.63263,-0.41083,0.05872,0.65387
4963,-0.63495,-0.41016,0.06195,0.65173
4973,-0.63751,-0.40906,0.06537,0.64960
4982,-0.64026,-0.40686,0.06873,0.64795
4993,-0.64307,-0.40350,0.07178,0.64697
5002,-0.64587,-0.39917,0.07385,0.64661
5012,-0.64850,-0.39459,0.07513,0.64667
5023,-0.65106,-0.39020,0.07544,0.64667
5032,-0.65369,-0.38672,0.07446,0.64624
5043,-0.65619,-0.38458,0.07190,0.64526
5052,-0.65820,-0.38367,0.06842,0.64410
5062,-0.65948,-0.38324,0.06512,0.64337
5073,-0.66016,-0.38275,0.06305,0.64325
5082,-0.66016,-0.38208,0.06256,0.64368
5093,-0.65973,-0.38141,0.06378,0.64441
5102,-0.65900,-0.38104,0.06616,0.64508
5113,-0.65820,-0.38141,0.06915,0.64539
5122,-0.65723,-0.38257,0.07251,0.64532
5132,-0.65631,-0.38446,0.07599,0.64471
5143,-0.65552,-0.38702,0.07916,0.64362
5152,-0.65503,-0.39001,0.08154,0.64203
5163,-0.65472,-0.39307,0.08301,0.64032
5172,-0.65454,-0.39563,0.08350,0.63885
5182,-0.65442,-0.39722,0.08319,0.63800
5193,-0.65424,-0.39764,0.08228,0.63806
5202,-0.65405,-0.39703,0.08112,0.63873
5213,-0.65399,-0.39569,0.07971,0.63983
5222,-0.65424,-0.39380,0.07806,0.64093
5232,-0.65460,-0.39191,0.07629,0.64197
5243,-0.65497,-0.39038,0.07452,0.64270
5252,-0.65533,-0.38953,0.07312,0.64307
5263,-0.65558,-0.38928,0.07214,0.64307
5272,-0.65570,-0.38947,0.07166,0.64282
5282,-0.65576,-0.38983,0.07159,0.64258
5293,-0.65570,-0.39008,0.07190,0.64246
5302,-0.65552,-0.39008,0.07245,0.64258
5312,-0.65533,-0.38977,0.07306,0.64288
5323,-0.65521,-0.38953,0.07367,0.64307
5332,-0.65527,-0.38940,0.07404,0.64307
5341,-0.65533,-0.38934,0.07428,0.64301
5352,-0.65540,-0.38934,0.07446,0.64294
5362,-0.65546,-0.38928,0.07471,0.64282
5373,-0.65564,-0.38922,0.07489,0.64270
5382,-0.65588,-0.38898,0.07489,0.64264
5391,-0.65607,-0.38855,0.07483,0.64270
5402,-0.65613,-0.38794,0.07495,0.64294
5412,-0.65619,-0.38739,0.07538,0.64313
5423,-0.65631,-0.38702,0.07587,0.64319
5432,-0.65649,-0.38690,0.07629,0.64307
5441,-0.65668,-0.38696,0.07660,0.64282
5452,-0.65686,-0.38696,0.07684,0.64258
5462,-0.65710,-0.38684,0.07709,0.64233
5472,-0.65741,-0.38647,0.07727,0.64227
5482,-0.65778,-0.38593,0.07758,0.64215
5493,-0.65814,-0.38538,0.07782,0.64209
5502,-0.65845,-0.38501,0.07812,0.64203
5511,-0.65863,-0.38483,0.07849,0.64185
5522,-0.65881,-0.38477,0.07880,0.64166
5532,-0.65900,-0.38458,0.07910,0.64154
5543,-0.65924,-0.38440,0.07941,0.64136
5552,-0.65936,-0.38428,0.07983,0.64124
5561,-0.65961,-0.38403,0.08026,0.64111
5572,-0.65985,-0.38391,0.08069,0.64087
5581,-0.66003,-0.38397,0.08118,0.64056
5592,-0.66028,-0.38422,0.08179,0.64014
