time,gyrx,gyry,gyrz
1228,   -13,   -14,     8
1237,   -14,   -14,     8
1246,   -15,   -14,     8
1257,   -16,   -14,     9
1267,   -16,   -14,     9
1277,   -16,   -14,     9
1287,   -16,   -14,     9
1296,   -16,   -14,     9
1307,   -16,   -15,     9
1316,   -16,   -16,    10
1327,   -16,   -16,    11
1337,   -16,   -16,    12
1348,   -16,   -15,    13
1357,   -17,   -15,    14
1366,   -19,   -14,    14
1377,   -21,   -12,    13
1386,   -23,    -9,    14
1397,   -27,    -5,    15
1407,   -32,    -2,    18
1416,   -35,    -3,    22
1427,   -35,    -9,    24
1436,   -33,   -10,    25
1447,   -29,    -9,    24
1456,   -24,    -6,    23
1467,   -18,    -3,    22
1477,   -10,    -2,    19
1486,    -4,    -4,    16
1497,    -3,    -5,    14
1506,    -6,    -5,    14
1517,   -12,    -5,    13
1526,   -19,    -7,    11
1537,   -24,    -9,     9
1547,   -27,   -10,     6
1556,   -28,   -10,     4
1567,   -27,   -10,     1
1576,   -24,   -10,     0
1587,   -19,   -11,    -1
1596,   -13,   -13,    -3
1606,    -7,   -13,    -4
1617,    -3,   -14,    -6
1626,    -2,   -14,    -7
1637,    -2,   -13,    -8
1646,    -4,   -12,    -9
1656,    -7,   -13,   -10
1667,    -9,   -15,   -12
1676,   -10,   -18,   -14
1687,    -9,   -19,   -14
1696,    -9,   -20,   -14
1707,    -7,   -21,   -14
1716,    -5,   -21,   -14
1726,    -3,   -21,   -13
1737,    -1,   -20,   -12
1746,     0,   -21,   -11
1757,    -1,   -21,   -10
1766,    -3,   -20,   -10
1776,    -6,   -19,    -9
1786,   -10,   -18,    -8
1796,   -12,   -17,    -8
1807,   -14,   -15,    -8
1816,   -16,   -14,    -7
1827,   -17,   -14,    -7
1836,   -16,   -16,    -8
1846,   -15,   -17,    -8
1856,   -13,   -15,    -9
1866,    -9,   -14,    -9
1877,    -7,   -14,    -9
1886,    -5,   -14,   -10
1897,    -4,   -14,   -11
1906,    -4,   -16,   -12
1916,    -6,   -17,   -13
1927,    -8,   -19,   -13
1936,   -10,   -21,   -13
1947,   -12,   -23,   -13
1956,   -13,   -24,   -13
1965,   -15,   -25,   -14
1976,   -15,   -25,   -15
1986,   -15,   -24,   -15
1997,   -12,   -22,   -15
2006,    -8,   -20,   -16
2017,    -6,   -19,   -16
2026,    -4,   -17,   -16
2035,    -4,   -15,   -16
2046,    -3,   -14,   -17
2056,    -4,   -15,   -17
2067,    -8,   -18,   -17
2076,   -12,   -19,   -18
2085,   -16,   -19,   -18
2096,   -20,   -19,   -19
2106,   -23,   -18,   -20
2117,   -25,   -18,   -24
2126,   -26,   -18,   -27
2135,   -23,   -18,   -28
2146,   -20,   -17,   -27
2155,   -17,   -16,   -25
2166,   -13,   -14,   -22
2176,    -8,   -12,   -20
2187,    -4,   -12,   -21
2196,    -2,   -13,   -23
2205,    -4,   -15,   -26
2217,    -7,   -17,   -29
2226,   -12,   -19,   -30
2235,   -18,   -19,   -30
2246,   -24,   -19,   -29
2256,   -27,   -18,   -28
2265,   -27,   -17,   -25
2276,   -24,   -15,   -24
2285,   -18,   -16,   -23
2296,   -11,   -18,   -21
2306,    -5,   -20,   -20
2315,    -1,   -22,   -18
2326,     2,   -23,   -15
2335,     5,   -23,   -12
2346,     4,   -25,   -11
2356,    -1,   -28,   -12
2365,    -9,   -29,   -14
2376,   -18,   -29,   -14
2386,   -25,   -28,   -14
2395,   -29,   -26,   -13
2406,   -29,   -21,   -11
2415,   -26,   -17,    -8
2426,   -20,   -15,    -5
2436,   -15,   -15,    -3
2445,   -12,   -17,    -1
2456,    -9,   -20,     0
2465,    -8,   -22,     0
2476,   -10,   -23,     0
2485,   -16,   -22,     1
2496,   -22,   -19,     3
2506,   -27,   -17,     6
2515,   -30,   -14,    10
2526,   -30,   -12,    14
2535,   -27,   -10,    17
2546,   -22,    -9,    20
2555,   -17,    -9,    21
2565,   -15,   -10,    21
2576,   -16,   -11,    21
2585,   -21,   -12,    23
2596,   -26,   -11,    26
2605,   -30,    -8,    29
2616,   -33,    -4,    31
2625,   -30,     0,    33
2635,   -24,     4,    35
2646,   -17,     9,    39
2655,    -8,    14,    44
2666,     1,    16,    50
2675,     9,    16,    55
2685,    16,    12,    58
2696,    21,     6,    61
2705,    21,     3,    65
2716,    17,     2,    68
2725,    11,     1,    70
2736,     5,     4,    72
2745,    -1,     8,    74
2755,    -4,    12,    76
2766,    -6,    12,    75
2775,    -8,     9,    73
2786,   -11,     3,    70
2795,   -13,    -6,    66
2806,   -15,   -13,    64
2815,   -15,   -19,    62
2825,   -14,   -21,    60
2836,   -13,   -20,    60
2845,   -11,   -18,    60
2856,   -13,   -16,    59
2865,   -16,   -16,    59
2874,   -18,   -17,    59
2885,   -19,   -20,    57
2895,   -16,   -25,    52
2906,   -13,   -34,    46
2915,   -10,   -41,    39
2926,   -10,   -45,    33
2935,   -13,   -45,    28
2945,   -18,   -41,    25
2956,   -26,   -35,    24
2965,   -34,   -28,    24
2976,   -39,   -20,    24
2985,   -39,   -15,    24
2994,   -33,   -15,    21
3005,   -24,   -19,    17
3015,   -16,   -25,    12
3026,   -13,   -30,     6
3035,   -14,   -32,     3
3046,   -19,   -32,     0
3055,   -21,   -30,     1
3064,   -19,   -26,     2
3075,   -13,   -18,     4
3085,    -7,   -10,     7
3096,    -2,    -3,     9
3105,    -1,     1,     9
3114,    -4,    -1,     7
3125,   -11,    -8,     2
3134,   -17,   -16,    -3
3145,   -22,   -22,    -6
3155,   -21,   -22,    -6
3166,   -17,   -16,    -4
3175,   -11,    -7,    -1
3184,    -6,     3,     2
3195,    -3,    10,     3
3205,    -4,    10,     3
3214,    -7,     6,     1
3225,   -13,    -2,    -4
3234,   -20,    -9,    -8
3245,   -24,   -11,   -13
3255,   -24,   -10,   -16
3264,   -21,    -6,   -18
3275,   -16,    -1,   -19
3284,    -8,     3,   -19
3295,    -2,     5,   -19
3305,     4,     3,   -18
3315,     7,    -2,   -19
3325,     7,    -7,   -20
3334,     3,   -10,   -21
3345,    -3,   -13,   -23
3354,    -9,   -16,   -25
3365,   -15,   -15,   -25
3375,   -19,   -13,   -24
3384,   -19,   -10,   -22
3395,   -17,    -9,   -20
3404,   -16,    -7,   -18
3415,   -15,    -6,   -17
3424,   -15,    -7,   -15
3434,   -14,    -8,   -14
3445,   -14,   -10,   -13
3454,   -13,   -11,   -12
3465,   -13,   -11,   -12
3474,   -14,   -10,   -11
3485,   -15,    -7,    -9
3495,   -15,    -5,    -7
3504,   -13,    -4,    -5
3515,   -11,    -3,    -4
3524,    -9,    -5,    -3
3535,    -7,    -8,    -1
3544,    -7,    -9,     0
3554,    -6,    -8,     2
3565,    -6,    -7,     4
3574,    -7,    -6,     5
3585,    -9,    -6,     6
3594,   -12,    -7,     7
3605,   -16,    -9,     6
3615,   -20,   -10,     7
3624,   -23,   -11,     7
3635,   -23,   -12,     6
3644,   -21,   -13,     6
3655,   -18,   -14,     6
3664,   -14,   -14,     6
3674,   -11,   -13,     6
3685,   -10,   -11,     7
3694,   -10,   -10,     8
3705,   -11,   -11,     9
3714,   -12,   -13,     9
3724,   -14,   -15,     9
3735,   -16,   -16,    10
3744,   -19,   -18,    11
3755,   -22,   -18,    11
3764,   -23,   -18,    11
3773,   -24,   -16,    10
3784,   -23,   -14,    10
3794,   -20,   -12,     9
3805,   -17,   -11,    10
3814,   -13,   -10,    10
3825,   -10,   -11,    11
3834,    -7,   -12,    11
3843,    -7,   -14,    11
3854,    -8,   -16,    11
3864,   -10,   -16,    11
3875,   -12,   -16,    11
3884,   -13,   -15,    11
3895,   -14,   -14,    10
3904,   -15,   -14,    10
3914,   -15,   -13,    10
3925,   -16,   -13,    10
3934,   -17,   -13,    10
3945,   -17,   -14,    10
3954,   -16,   -14,    10
3963,   -15,   -15,    11
3974,   -14,   -15,    11
3984,   -14,   -15,    11
3995,   -15,   -15,    12
4004,   -16,   -16,    12
4013,   -16,   -15,    11
4024,   -17,   -15,    11
4034,   -18,   -15,    10
4044,   -18,   -14,    10
4054,   -18,   -13,    10
4065,   -17,   -13,    11
4074,   -16,   -12,    10
4083,   -16,   -12,     9
4094,   -15,   -11,     9
4104,   -14,   -11,     9
4115,   -13,   -12,     9
4124,   -11,   -14,     9
4135,   -11,   -16,     9
4144,   -11,   -17,    10
4153,   -12,   -16,    10
4164,   -13,   -15,     9
4174,   -14,   -14,     9
4185,   -15,   -13,     9
4194,   -15,   -12,     9
4203,   -15,   -13,     9
4215,   -14,   -15,    10
4224,   -14,   -15,    10
4233,   -13,   -16,    11
4244,   -14,   -16,    11
4254,   -15,   -15,    11
4263,   -16,   -15,    11
4274,   -18,   -14,    11
4283,   -18,   -13,    11
4294,   -18,   -13,    11
4303,   -16,   -13,    11
4314,   -13,   -13,    11
4324,   -10,   -12,    11
4333,    -9,   -12,    11
4345,    -8,   -12,    11
4354,    -9,   -12,    11
4364,   -10,   -13,    10
4373,   -13,   -13,    10
4384,   -15,   -14,     9
4393,   -17,   -15,     9
4404,   -19,   -16,     9
4414,   -19,   -16,     9
4423,   -18,   -16,    10
4434,   -17,   -15,    10
4443,   -15,   -15,    11
4454,   -14,   -14,    11
4463,   -13,   -14,    11
4474,   -13,   -14,    11
4483,   -14,   -15,    11
4493,   -14,   -14,    10
4504,   -15,   -14,    10
4513,   -16,   -13,    10
4524,   -15,   -12,    10
4533,   -14,   -12,     9
4544,   -14,   -12,     9
4554,   -14,   -13,     9
4563,   -14,   -13,     9
4574,   -15,   -14,     9
4583,   -14,   -14,    10
4594,   -14,   -14,    10
4603,   -14,   -14,    10
4613,   -14,   -14,    10
4624,   -15,   -15,     9
4633,   -17,   -15,     9
4644,   -18,   -15,     9
4653,   -18,   -15,     9
4663,   -17,   -16,     8
4674,   -16,   -16,     9
4683,   -15,   -16,     9
4694,   -13,   -16,     9
4703,   -11,   -15,     9
4713,   -11,   -15,     9
4723,   -11,   -14,     9
4733,   -12,   -13,     9
4744,   -13,   -12,     9
4753,   -13,   -12,     9
4764,   -14,   -12,     8
4773,   -14,   -12,     8
4783,   -13,   -13,     8
4792,   -12,   -13,     8
4803,   -11,   -13,     8
4814,   -10,   -13,     8
4823,   -10,   -13,     9
4834,   -10,   -13,     9
4843,   -10,   -12,     9
4853,   -11,   -12,     9
4864,   -12,   -11,    10
4873,   -12,   -11,     9
4884,   -13,   -12,     9
4893,   -13,   -13,     9
4903,   -14,   -14,     9
4912,   -14,   -15,     9
4923,   -14,   -15,     9
4934,   -14,   -15,     9
4943,   -14,   -15,     9
4953,   -14,   -15,     9
4962,   -13,   -14,     9
4973,   -13,   -14,     9
4982,   -13,   -14,    10
4993,   -14,   -14,    10
5003,   -14,   -14,     9
5014,   -13,   -14,     9
5023,   -12,   -14,     9
5033,   -12,   -14,     9
5044,   -12,   -14,     8
5053,   -12,   -15,     8
5063,   -12,   -15,     9
5074,   -11,   -15,     9
5083,   -11,   -15,     9
5092,   -11,   -15,    10
5103,   -12,   -15,    10
5113,   -12,   -15,    10
5123,   -12,   -14,    10
5133,   -13,   -14,    10
5144,   -14,   -14,    10
5153,   -15,   -15,     9
5162,   -16,   -14,     9
5173,   -16,   -13,     9
5183,   -16,   -13,     9
5194,   -14,   -12,     9
5203,   -13,   -11,     9
5212,   -12,   -10,     9
5223,   -11,   -10,     9
5232,   -10,   -11,     9
5243,   -10,   -11,     8
5253,   -11,   -11,     8
5264,   -11,   -11,     8
5273,   -11,   -11,     8
5282,   -11,   -10,     8
5293,   -12,   -10,     8
5302,   -12,   -11,     8
5313,   -13,   -11,     8
5323,   -13,   -12,     8
5332,   -14,   -12,     8
5343,   -14,   -11,     8
5352,   -13,   -12,     9
5363,   -13,   -13,     9
5373,   -13,   -13,     9
5384,   -14,   -14,     9
5393,   -15,   -14,     9
5402,   -15,   -14,     8
5413,   -15,   -14,     8
5422,   -15,   -14,     8
