time,qw,qx,qy,qz
2256,0.87750,0.10059,0.05829,0.46521
2265,0.87921,0.09973,0.05811,0.46210
2276,0.88080,0.09882,0.05817,0.45929
2285,0.88226,0.09839,0.05847,0.45654
2296,0.88361,0.09882,0.05896,0.45380
2306,0.88477,0.10004,0.05969,0.45111
2315,0.88580,0.10199,0.06042,0.44855
2326,0.88666,0.10437,0.06128,0.44623
2335,0.88727,0.10693,0.06213,0.44421
2346,0.88788,0.10938,0.06274,0.44238
2356,0.88861,0.11139,0.06281,0.44037
2365,0.88947,0.11292,0.06213,0.43829
2376,0.89050,0.11383,0.06091,0.43616
2386,0.89154,0.11414,0.05927,0.43414
2395,0.89258,0.11401,0.05762,0.43231
2406,0.89349,0.11353,0.05621,0.43079
2415,0.89423,0.11304,0.05536,0.42944
2426,0.89471,0.11279,0.05518,0.42853
2436,0.89502,0.11292,0.05530,0.42780
2445,0.89520,0.11346,0.05548,0.42725
2456,0.89539,0.11450,0.05536,0.42670
2465,0.89545,0.11591,0.05511,0.42615
2476,0.89551,0.11749,0.05481,0.42560
2485,0.89557,0.11877,0.05420,0.42523
2496,0.89557,0.11945,0.05347,0.42511
2506,0.89551,0.11963,0.05273,0.42535
2515,0.89526,0.11932,0.05200,0.42603
2526,0.89484,0.11884,0.05145,0.42712
2535,0.89417,0.11829,0.05109,0.42871
2546,0.89331,0.11804,0.05103,0.43054
2555,0.89233,0.11810,0.05121,0.43256
2565,0.89130,0.11853,0.05145,0.43451
2576,0.89026,0.11902,0.05170,0.43652
2585,0.88916,0.11938,0.05170,0.43860
2596,0.88800,0.11926,0.05145,0.44098
2605,0.88672,0.11859,0.05096,0.44379
2616,0.88531,0.11743,0.05060,0.44696
2625,0.88373,0.11609,0.05048,0.45050
2635,0.88190,0.11511,0.05109,0.45422
2646,0.87970,0.11481,0.05261,0.45831
2655,0.87708,0.11523,0.05499,0.46295
2666,0.87402,0.11646,0.05829,0.46808
2675,0.87048,0.11841,0.06195,0.47369
2685,0.86658,0.12128,0.06586,0.47949
2696,0.86237,0.12500,0.06946,0.48553
2705,0.85791,0.12927,0.07263,0.49182
2716,0.85327,0.13336,0.07532,0.49835
2725,0.84851,0.13696,0.07751,0.50513
2736,0.84363,0.13977,0.07935,0.51221
2745,0.83868,0.14154,0.08099,0.51959
2755,0.83362,0.14233,0.08264,0.52722
2766,0.82855,0.14227,0.08411,0.53485
2775,0.82373,0.14178,0.08508,0.54230
2786,0.81915,0.14111,0.08527,0.54932
2795,0.81488,0.14069,0.08447,0.55585
2806,0.81085,0.14069,0.08276,0.56195
2815,0.80688,0.14136,0.08038,0.56781
2825,0.80298,0.14252,0.07770,0.57336
2836,0.79907,0.14404,0.07520,0.57880
2845,0.79504,0.14563,0.07300,0.58423
2856,0.79102,0.14697,0.07092,0.58954
2865,0.78705,0.14771,0.06873,0.59491
2874,0.78320,0.14789,0.06628,0.60022
2885,0.77948,0.14771,0.06329,0.60541
2895,0.77612,0.14752,0.05981,0.61011
2906,0.77319,0.14783,0.05585,0.61407
2915,0.77075,0.14905,0.05145,0.61725
2926,0.76874,0.15082,0.04675,0.61969
2935,0.76709,0.15271,0.04193,0.62158
2945,0.76575,0.15417,0.03723,0.62317
2956,0.76459,0.15472,0.03265,0.62476
2965,0.76349,0.15424,0.02826,0.62640
2976,0.76245,0.15259,0.02411,0.62823
2985,0.76147,0.15002,0.02032,0.63019
2994,0.76056,0.14734,0.01703,0.63202
3005,0.75983,0.14539,0.01410,0.63342
3015,0.75934,0.14453,0.01154,0.63428
3026,0.75916,0.14453,0.00903,0.63452
3035,0.75934,0.14514,0.00665,0.63422
3046,0.75977,0.14575,0.00415,0.63354
3055,0.76025,0.14624,0.00171,0.63287
3064,0.76056,0.14673,-0.00031,0.63239
3075,0.76062,0.14734,-0.00140,0.63220
3085,0.76031,0.14789,-0.00128,0.63239
3096,0.75983,0.14832,-0.00006,0.63287
3105,0.75928,0.14819,0.00183,0.63354
3114,0.75897,0.14746,0.00366,0.63409
3125,0.75916,0.14630,0.00464,0.63416
3134,0.75989,0.14502,0.00458,0.63361
3145,0.76093,0.14386,0.00360,0.63257
3155,0.76202,0.14301,0.00238,0.63147
3166,0.76288,0.14240,0.00171,0.63055
3175,0.76343,0.14185,0.00220,0.63007
3184,0.76361,0.14105,0.00397,0.63000
3195,0.76361,0.13989,0.00684,0.63019
3205,0.76367,0.13818,0.01013,0.63049
3214,0.76392,0.13599,0.01294,0.63062
3225,0.76459,0.13367,0.01477,0.63025
3234,0.76575,0.13123,0.01550,0.62933
3245,0.76727,0.12866,0.01532,0.62805
3255,0.76904,0.12610,0.01520,0.62634
3264,0.77094,0.12378,0.01544,0.62451
3275,0.77277,0.12164,0.01654,0.62262
3284,0.77454,0.11987,0.01874,0.62073
3295,0.77618,0.11859,0.02197,0.61884
3305,0.77765,0.11792,0.02563,0.61688
3315,0.77917,0.11786,0.02942,0.61481
3325,0.78076,0.11835,0.03278,0.61261
3334,0.78241,0.11896,0.03558,0.61023
3345,0.78424,0.11920,0.03766,0.60760
3354,0.78638,0.11920,0.03918,0.60480
3365,0.78857,0.11884,0.04022,0.60193
3375,0.79071,0.11816,0.04120,0.59918
3384,0.79272,0.11737,0.04242,0.59662
3395,0.79456,0.11652,0.04388,0.59424
3404,0.79614,0.11578,0.04559,0.59204
3415,0.79767,0.11505,0.04761,0.59003
3424,0.79901,0.11432,0.04956,0.58820
3434,0.80029,0.11377,0.05133,0.58636
3445,0.80151,0.11334,0.05304,0.58466
3454,0.80261,0.11316,0.05457,0.58301
3465,0.80371,0.11310,0.05609,0.58142
3474,0.80469,0.11304,0.05768,0.57990
3485,0.80554,0.11273,0.05939,0.57861
3495,0.80621,0.11237,0.06134,0.57751
3504,0.80676,0.11188,0.06342,0.57660
3515,0.80719,0.11151,0.06561,0.57587
3524,0.80743,0.11145,0.06787,0.57526
3535,0.80762,0.11169,0.06989,0.57465
3544,0.80774,0.11224,0.07178,0.57422
3554,0.80762,0.11292,0.07361,0.57397
3565,0.80743,0.11353,0.07556,0.57391
3574,0.80713,0.11389,0.07745,0.57404
3585,0.80670,0.11407,0.07928,0.57428
3594,0.80640,0.11389,0.08069,0.57458
3605,0.80609,0.11353,0.08160,0.57489
3615,0.80591,0.11273,0.08209,0.57532
3624,0.80579,0.11163,0.08209,0.57568
3635,0.80566,0.11053,0.08185,0.57611
3644,0.80560,0.10962,0.08142,0.57642
3655,0.80548,0.10901,0.08118,0.57672
3664,0.80536,0.10883,0.08105,0.57697
3674,0.80511,0.10895,0.08136,0.57727
3685,0.80475,0.10925,0.08197,0.57764
3694,0.80426,0.10956,0.08282,0.57812
3705,0.80377,0.10974,0.08356,0.57861
3714,0.80334,0.10999,0.08411,0.57910
3724,0.80292,0.11017,0.08429,0.57965
3735,0.80249,0.11029,0.08417,0.58026
3744,0.80206,0.11023,0.08368,0.58093
3755,0.80164,0.10999,0.08282,0.58167
3764,0.80121,0.10956,0.08179,0.58246
3773,0.80084,0.10889,0.08075,0.58325
3784,0.80048,0.10815,0.07983,0.58398
3794,0.80011,0.10748,0.07935,0.58472
3805,0.79968,0.10693,0.07922,0.58539
3814,0.79913,0.10669,0.07953,0.58612
3825,0.79852,0.10681,0.08008,0.58685
3834,0.79791,0.10718,0.08069,0.58759
3843,0.79730,0.10785,0.08124,0.58826
3854,0.79663,0.10858,0.08160,0.58887
3864,0.79608,0.10925,0.08167,0.58954
3875,0.79547,0.10974,0.08167,0.59027
3884,0.79492,0.11005,0.08154,0.59094
3895,0.79443,0.11017,0.08148,0.59161
3904,0.79388,0.11017,0.08142,0.59235
3914,0.79340,0.11011,0.08136,0.59302
3925,0.79291,0.10992,0.08136,0.59369
3934,0.79242,0.10968,0.08124,0.59442
3945,0.79199,0.10938,0.08105,0.59509
3954,0.79150,0.10919,0.08081,0.59576
3963,0.79102,0.10919,0.08063,0.59650
3974,0.79047,0.10931,0.08051,0.59723
3984,0.78986,0.10938,0.08044,0.59796
3995,0.78931,0.10944,0.08020,0.59875
4004,0.78876,0.10944,0.07996,0.59955
4013,0.78821,0.10938,0.07953,0.60028
4024,0.78772,0.10919,0.07910,0.60101
4034,0.78729,0.10889,0.07861,0.60175
4044,0.78687,0.10852,0.07819,0.60242
4054,0.78638,0.10809,0.07794,0.60309
4065,0.78595,0.10760,0.07776,0.60382
4074,0.78546,0.10718,0.07764,0.60455
4083,0.78497,0.10669,0.07770,0.60522
4094,0.78461,0.10632,0.07782,0.60577
4104,0.78418,0.10602,0.07800,0.60632
4115,0.78375,0.10590,0.07831,0.60687
4124,0.78333,0.10602,0.07849,0.60742
4135,0.78284,0.10645,0.07861,0.60791
4144,0.78235,0.10693,0.07861,0.60840
4153,0.78192,0.10736,0.07849,0.60901
4164,0.78143,0.10760,0.07849,0.60956
4174,0.78101,0.10767,0.07855,0.61005
4185,0.78058,0.10760,0.07861,0.61060
4194,0.78015,0.10736,0.07874,0.61121
4203,0.77972,0.10712,0.07880,0.61176
4215,0.77930,0.10706,0.07880,0.61230
4224,0.77881,0.10718,0.07874,0.61292
4233,0.77826,0.10736,0.07867,0.61359
4244,0.77771,0.10754,0.07861,0.61426
4254,0.77716,0.10760,0.07843,0.61499
4263,0.77661,0.10754,0.07812,0.61572
4274,0.77606,0.10724,0.07782,0.61652
4283,0.77557,0.10681,0.07751,0.61725
4294,0.77502,0.10638,0.07727,0.61798
4303,0.77454,0.10614,0.07715,0.61871
4314,0.77393,0.10602,0.07721,0.61945
4324,0.77332,0.10620,0.07758,0.62012
4333,0.77264,0.10651,0.07806,0.62085
4345,0.77197,0.10693,0.07867,0.62152
4354,0.77136,0.10730,0.07928,0.62219
4364,0.77075,0.10760,0.07983,0.62280
4373,0.77020,0.10779,0.08014,0.62341
4384,0.76978,0.10767,0.08014,0.62396
4393,0.76941,0.10736,0.07996,0.62445
4404,0.76910,0.10706,0.07953,0.62494
4414,0.76880,0.10675,0.07898,0.62549
4423,0.76837,0.10651,0.07849,0.62610
4434,0.76794,0.10638,0.07812,0.62671
4443,0.76740,0.10632,0.07788,0.62738
4454,0.76685,0.10626,0.07782,0.62811
4463,0.76630,0.10632,0.07788,0.62878
4474,0.76569,0.10638,0.07800,0.62946
4483,0.76514,0.10638,0.07800,0.63013
4493,0.76465,0.10632,0.07788,0.63074
4504,0.76416,0.10614,0.07776,0.63141
4513,0.76367,0.10590,0.07776,0.63202
4524,0.76312,0.10559,0.07776,0.63269
4533,0.76270,0.10529,0.07794,0.63330
4544,0.76221,0.10510,0.07812,0.63385
4554,0.76178,0.10486,0.07825,0.63446
4563,0.76129,0.10468,0.07831,0.63501
4574,0.76086,0.10455,0.07837,0.63556
4583,0.76038,0.10443,0.07831,0.63617
4594,0.75989,0.10437,0.07831,0.63678
4603,0.75934,0.10437,0.07825,0.63739
4613,0.75891,0.10437,0.07819,0.63794
4624,0.75842,0.10425,0.07806,0.63849
4633,0.75806,0.10400,0.07782,0.63904
4644,0.75769,0.10364,0.07745,0.63959
4653,0.75732,0.10327,0.07697,0.64008
4663,0.75702,0.10297,0.07648,0.64056
4674,0.75671,0.10278,0.07611,0.64105
4683,0.75629,0.10278,0.07581,0.64160
4694,0.75586,0.10297,0.07562,0.64209
4703,0.75537,0.10327,0.07562,0.64264
4713,0.75488,0.10364,0.07574,0.64313
4723,0.75439,0.10388,0.07593,0.64362
4733,0.75391,0.10406,0.07617,0.64410
4744,0.75342,0.10406,0.07642,0.64465
4753,0.75299,0.10394,0.07660,0.64514
4764,0.75256,0.10376,0.07678,0.64563
4773,0.75220,0.10364,0.07697,0.64612
4783,0.75177,0.10352,0.07715,0.64661
4792,0.75140,0.10352,0.07745,0.64703
4803,0.75098,0.10364,0.07782,0.64740
4814,0.75055,0.10394,0.07825,0.64783
4823,0.75006,0.10425,0.07874,0.64832
4834,0.74951,0.10461,0.07928,0.64880
4843,0.74896,0.10486,0.07977,0.64929
4853,0.74841,0.10498,0.08026,0.64984
4864,0.74792,0.10498,0.08075,0.65039
4873,0.74738,0.10492,0.08118,0.65094
4884,0.74689,0.10486,0.08148,0.65149
4893,0.74640,0.10474,0.08167,0.65204
4903,0.74597,0.10468,0.08173,0.65253
4912,0.74554,0.10468,0.08173,0.65302
4923,0.74512,0.10468,0.08167,0.65350
4934,0.74469,0.10474,0.08154,0.65399
4943,0.74420,0.10480,0.08142,0.65454
4953,0.74377,0.10492,0.08136,0.65503
4962,0.74329,0.10498,0.08130,0.65558
4973,0.74280,0.10498,0.08136,0.65613
4982,0.74231,0.10492,0.08142,0.65668
4993,0.74188,0.10486,0.08148,0.65723
5003,0.74139,0.10480,0.08154,0.65771
5014,0.74091,0.10468,0.08167,0.65826
5023,0.74048,0.10468,0.08185,0.65875
5033,0.74005,0.10468,0.08203,0.65918
5044,0.73962,0.10480,0.08221,0.65961
5053,0.73926,0.10498,0.08246,0.66003
5063,0.73883,0.10529,0.08270,0.66040
5074,0.73834,0.10559,0.08295,0.66083
5083,0.73785,0.10602,0.08319,0.66132
5092,0.73737,0.10645,0.08337,0.66174
5103,0.73682,0.10687,0.08356,0.66229
5113,0.73627,0.10718,0.08374,0.66278
5123,0.73572,0.10748,0.08392,0.66333
5133,0.73511,0.10760,0.08411,0.66394
5144,0.73462,0.10754,0.08417,0.66455
5153,0.73413,0.10748,0.08411,0.66504
5162,0.73370,0.10730,0.08386,0.66559
5173,0.73328,0.10706,0.08368,0.66614
5183,0.73285,0.10675,0.08362,0.66663
5194,0.73248,0.10651,0.08368,0.66711
5203,0.73206,0.10626,0.08392,0.66760
5212,0.73157,0.10602,0.08441,0.66809
5223,0.73108,0.10583,0.08496,0.66858
5232,0.73065,0.10577,0.08557,0.66901
5243,0.73016,0.10577,0.08618,0.66943
5253,0.72974,0.10571,0.08673,0.66986
5264,0.72931,0.10559,0.08734,0.67029
5273,0.72888,0.10547,0.08789,0.67065
5282,0.72845,0.10535,0.08856,0.67102
5293,0.72803,0.10522,0.08917,0.67145
5302,0.72766,0.10504,0.08972,0.67181
5313,0.72729,0.10492,0.09021,0.67218
5323,0.72693,0.10480,0.09058,0.67255
5332,0.72650,0.10461,0.09094,0.67297
5343,0.72607,0.10449,0.09125,0.67340
5352,0.72565,0.10431,0.09155,0.67389
5363,0.72522,0.10431,0.09174,0.67432
5373,0.72473,0.10419,0.09192,0.67480
5384,0.72430,0.10413,0.09198,0.67529
5393,0.72388,0.10394,0.09192,0.67578
5402,0.72351,0.10370,0.09186,0.67621
5413,0.72314,0.10345,0.09180,0.67664
5422,0.72278,0.10327,0.09174,0.67706
