time,gyrx,gyry,gyrz
9937,    -9,    -7,  -184
9946,   -16,    -1,  -191
9957,   -12,     7,  -194
9967,    -7,     8,  -194
9976,     5,     8,  -192
9987,    19,     5,  -170
9997,    36,     7,  -141
10006,    49,    11,  -108
10016,    48,    15,   -69
10027,    26,    21,   -34
10036,    -2,    26,   -10
10046,   -28,    25,     9
10057,   -43,    15,    26
10066,   -43,    -3,    41
10076,   -44,    -5,    35
10087,   -35,    -6,    36
10097,   -28,    -8,    40
10106,   -23,   -12,    40
10117,   -15,   -15,    36
10126,   -11,   -17,    28
10136,   -10,   -19,    18
10147,   -10,   -22,     5
10156,   -13,   -25,    -9
10166,   -16,   -25,   -24
10177,   -16,   -20,   -31
10186,   -13,   -18,   -24
10196,   -13,   -18,   -14
10207,   -15,   -17,   -10
10217,   -18,   -19,    -4
10226,   -22,   -26,     3
10236,   -27,   -37,     8
10247,   -30,   -46,    15
10256,   -29,   -50,    20
10266,   -28,   -49,    23
10277,   -26,   -43,    20
10287,   -23,   -35,    15
10296,   -21,   -29,    10
10305,   -19,   -24,     5
10316,   -18,   -21,     4
10326,   -19,   -19,     5
10335,   -23,   -18,     7
10346,   -25,   -19,     9
10356,   -27,   -22,    10
10366,   -27,   -28,    10
10377,   -26,   -31,    10
10386,   -25,   -32,     8
10396,   -24,   -30,     6
10406,   -21,   -26,     4
10416,   -15,   -23,     7
10426,   -11,   -23,    11
10435,    -8,   -27,    12
10447,    -6,   -27,    12
10456,    -4,   -24,    12
10465,    -3,   -22,    16
10476,    -4,   -24,    18
10486,    -3,   -27,    18
10496,    -3,   -31,    14
10507,    -4,   -34,    11
10516,    -6,   -34,    10
10526,    -9,   -34,    11
10535,   -12,   -32,    14
10546,   -16,   -27,    20
10556,   -18,   -21,    24
10565,   -18,   -17,    24
10576,   -17,   -18,    21
10586,   -16,   -22,    17
10595,   -16,   -28,    15
10606,   -14,   -33,    14
10616,    -9,   -34,    13
10625,   -10,   -36,    12
10636,   -16,   -38,    13
10645,   -16,   -36,    17
10656,   -10,   -31,    17
10666,    -2,   -30,     8
10675,     6,   -33,    -4
10686,     9,   -39,   -17
10695,    -1,   -50,   -32
10706,   -36,   -65,   -48
10716,   -83,   -61,   -58
10725,  -126,   -28,   -61
10736,  -161,    18,   -55
10745,  -169,    63,   -42
10756,  -149,    95,   -23
10766,  -106,   112,     0
10775,   -56,   118,    34
10786,    -7,   116,    68
10795,    45,    89,    96
10806,    81,    51,   102
10816,    91,    -6,    89
10825,    93,   -54,    83
10836,    77,   -83,    69
10845,    49,   -75,    52
10856,    15,   -51,    30
10865,   -14,   -26,    16
10875,   -34,    -5,     3
10886,   -43,     6,    -7
10895,   -41,    13,   -16
10906,   -36,    14,   -25
10915,   -29,    12,   -34
10925,   -21,     9,   -38
10936,   -17,     1,   -38
10945,   -15,    -6,   -37
10956,   -13,   -12,   -35
10965,   -13,   -16,   -31
10976,   -16,   -19,   -25
10985,   -19,   -21,   -18
10995,   -22,   -25,   -10
11006,   -27,   -26,    -4
11015,   -29,   -25,     2
11025,   -29,   -28,     2
11036,   -28,   -32,     1
11045,   -28,   -33,     0
11056,   -30,   -34,     2
11065,   -33,   -31,     4
11075,   -35,   -27,     4
11086,   -36,   -24,     4
11095,   -36,   -22,     4
11106,   -35,   -20,     3
11115,   -34,   -21,     0
11126,   -31,   -23,    -3
11135,   -27,   -28,    -4
11145,   -22,   -31,    -4
11156,   -18,   -34,    -1
11165,   -16,   -34,     3
11176,   -15,   -33,     7
11185,   -15,   -30,     9
11195,   -14,   -26,     9
11206,   -10,   -24,     7
11215,    -5,   -24,     1
11226,     0,   -27,    -7
11235,     2,   -30,   -13
11244,     1,   -32,   -17
11255,    -4,   -32,   -16
11265,    -9,   -30,   -12
11276,   -14,   -26,    -6
11285,   -18,   -21,     2
11294,   -19,   -17,     7
11305,   -17,   -14,    11
11315,   -13,   -13,    13
11326,    -9,   -15,    15
11335,    -8,   -17,    13
11346,    -8,   -19,     8
11355,    -8,   -19,     4
11365,   -10,   -19,     2
11376,   -13,   -18,     3
11385,   -14,   -18,     4
11394,   -13,   -17,     5
11405,   -11,   -17,     6
11414,    -9,   -14,     9
11425,    -9,   -14,    10
11435,   -12,   -16,     5
11446,   -15,   -18,     1
11455,   -16,   -19,    -1
11464,   -17,   -19,    -1
11476,   -18,   -18,     1
11485,   -18,   -17,     6
11494,   -18,   -16,    10
11505,   -18,   -16,    11
11515,   -17,   -17,     9
11526,   -16,   -18,     7
11535,   -14,   -18,     4
11544,   -13,   -16,     1
11555,   -12,   -15,    -2
11564,   -12,   -16,    -6
11575,   -11,   -19,    -9
11585,   -10,   -21,   -10
11594,   -10,   -23,    -9
11605,   -12,   -22,    -7
11614,   -13,   -19,    -6
11625,   -12,   -21,    -8
11635,   -13,   -28,   -15
11644,   -11,   -30,   -20
11655,   -10,   -27,   -26
11665,    -8,   -30,   -38
11674,    -2,   -32,   -59
11685,     7,   -32,   -87
11695,    15,   -36,  -112
11706,    27,   -40,  -142
11715,    44,   -40,  -176
11724,    57,   -36,  -211
11735,    62,   -33,  -244
11745,    58,   -24,  -262
11754,    40,   -18,  -266
11765,    17,   -19,  -252
11774,    -3,   -29,  -226
11785,   -24,   -33,  -205
11795,   -44,   -32,  -201
11804,   -61,   -44,  -227
11815,   -81,   -52,  -216
11825,   -81,   -20,  -239
11834,   -67,    -3,  -276
11845,   -64,    17,  -260
11854,   -77,    58,  -154
11865,   -68,    33,  -124
11875,   -39,    12,  -109
11884,   -16,    -4,   -93
11895,    -8,   -11,   -80
11905,    -8,    -8,   -71
11914,    -3,    -5,   -74
11925,     4,    -9,   -81
11935,     0,   -22,   -84
11944,    -7,   -41,   -78
11955,    -6,   -49,   -63
11965,    -2,   -53,   -46
11974,     2,   -54,   -42
11985,     7,   -34,   -28
11995,    15,     4,   -12
12004,    32,    34,    -8
12015,    53,    37,   -14
12024,    66,    31,   -17
12034,    68,    27,   -14
12045,    66,    17,   -12
12054,    62,    11,   -13
12064,    52,     1,   -16
12075,    44,    -1,   -20
12084,    40,     2,   -24
12095,    31,     2,   -26
12104,    21,    -2,   -23
12114,     6,   -12,   -17
12125,   -11,   -23,   -11
12134,   -28,   -27,    -7
12145,   -43,   -27,    -4
12155,   -56,   -29,    -1
12164,   -66,   -31,     1
12175,   -69,   -29,    -1
12184,   -63,   -25,    -8
12194,   -53,   -17,   -16
12205,   -43,   -11,   -19
12214,   -31,    -8,   -13
12223,   -11,   -12,     2
12234,     6,    -8,    12
12244,    17,    -3,    16
12255,    23,    -2,    16
12264,    23,     1,    13
12275,    24,     7,    14
12284,    24,     4,    17
12294,    19,    -9,    19
12305,    12,   -23,    18
12314,     1,   -34,    16
12325,   -14,   -40,    16
12334,   -26,   -39,    22
12343,   -31,   -20,    16
12354,   -32,    12,     6
12364,   -31,    42,    -3
12375,   -43,    65,    -9
12384,   -55,    71,   -11
12393,   -64,    60,   -11
12404,   -63,    41,    -4
12413,   -53,    28,     7
12424,   -42,    22,    14
12434,   -36,    16,    17
12445,   -34,     7,    18
12454,   -32,    -4,    17
12464,   -30,   -16,    15
12475,   -25,   -25,    13
12484,   -19,   -25,    11
12493,   -14,   -18,     9
12504,   -12,   -12,     9
12514,   -10,    -8,    11
12525,    -9,    -3,    15
12534,    -9,    -2,    18
12543,   -12,    -3,    19
12554,   -16,    -7,    17
12564,   -20,   -11,    17
12575,   -21,   -14,    15
12584,   -20,   -13,    13
12593,   -14,    -8,    14
12604,    -4,    -3,    16
12614,    10,     2,    20
12625,    25,     3,    25
12634,    38,    -1,    33
12643,    42,    -6,    38
12654,    36,   -10,    38
12663,    22,    -9,    32
12674,     7,    -3,    25
12684,    -5,     4,    18
12693,   -12,    10,    14
12704,   -16,    13,    12
12713,   -19,    10,     9
12724,   -25,     0,     6
12734,   -32,   -18,     0
12743,   -36,   -32,    -7
12754,   -35,   -33,   -15
12763,   -35,   -24,   -25
12774,   -33,   -10,   -33
12783,   -30,     8,   -36
12793,   -27,    26,   -37
12804,   -24,    42,   -37
12813,   -19,    36,   -29
12824,   -15,    26,   -27
12834,   -13,    18,   -25
12843,   -11,     7,   -21
12854,   -12,    -5,   -17
12863,   -18,   -14,   -14
12874,   -26,   -20,   -12
12883,   -30,   -19,    -9
12894,   -31,   -16,    -7
12904,   -29,   -13,    -5
12913,   -27,   -13,     0
12924,   -24,   -15,     3
12933,   -19,   -17,     6
12944,   -14,   -22,    10
12953,   -10,   -27,    12
12963,    -8,   -26,    13
12974,   -10,   -24,    13
12983,   -15,   -22,    11
12994,   -20,   -17,     9
13003,   -26,    -9,     6
13013,   -31,     0,     3
13024,   -32,     5,     5
13033,   -29,     5,     8
13044,   -23,     1,     9
13053,   -17,    -7,    12
13064,   -13,   -14,    13
13073,   -11,   -18,    13
13083,    -9,   -20,    14
13094,    -8,   -19,    15
13103,    -8,   -18,    14
13114,   -10,   -17,    13
13123,   -14,   -14,    13
13133,   -17,   -13,    13
13144,   -18,   -15,    16
13153,   -18,   -17,    19
13164,   -17,   -21,    20
13173,   -17,   -25,    18
13184,   -17,   -28,    16
13193,   -15,   -29,    14
13203,   -13,   -27,    12
13214,   -11,   -23,    11
13223,   -11,   -17,    11
13234,   -13,   -13,    11
13243,   -15,   -11,    12
13252,   -17,   -12,    12
13263,   -21,   -15,    11
13273,   -22,   -17,    10
13284,   -21,   -19,    10
13293,   -18,   -19,    10
13302,   -15,   -19,     9
13313,   -12,   -18,     9
13323,   -10,   -18,     9
13334,   -10,   -17,     8
13343,   -11,   -15,     8
13354,   -14,   -13,     7
13363,   -16,   -13,     8
13372,   -17,   -12,     8
13383,   -18,   -12,     7
13393,   -19,   -14,     6
13404,   -19,   -14,     6
13413,   -18,   -14,     7
13424,   -17,   -14,     8
13433,   -16,   -15,     9
13442,   -15,   -15,    10
13453,   -15,   -15,    10
13463,   -16,   -16,     8
13474,   -17,   -15,     7
13483,   -17,   -14,     7
13492,   -17,   -13,     8
13503,   -17,   -12,     8
13513,   -17,   -13,     7
13524,   -17,   -16,     7
13533,   -16,   -17,     8
13542,   -14,   -17,     8
13553,   -14,   -16,     7
13562,   -14,   -15,     7
13573,   -15,   -13,     7
13583,   -16,   -12,     9
13594,   -16,   -11,    10
13603,   -17,   -11,     9
13612,   -18,   -12,     8
13623,   -18,   -14,     7
13632,   -18,   -14,     7
13643,   -18,   -15,     7
13653,   -17,   -15,     7
13664,   -16,   -15,     8
13673,   -15,   -14,     9
13682,   -14,   -13,    11
13693,   -14,   -13,    11
13702,   -15,   -14,    10
13713,   -16,   -14,    10
13723,   -15,   -14,    10
13732,   -14,   -14,    12
13743,   -13,   -14,    12
13752,   -12,   -16,    12
13763,   -12,   -18,    12
13773,   -12,   -18,    12
13782,   -12,   -18,    11
13793,   -13,   -18,    10
13802,   -13,   -17,    10
13813,   -14,   -16,    10
13822,   -15,   -16,     9
13832,   -17,   -17,     9
13843,   -17,   -17,     9
13852,   -17,   -17,    10
13863,   -17,   -16,     9
13872,   -16,   -16,     9
13883,   -15,   -16,     8
13893,   -14,   -16,     7
13902,   -13,   -17,     7
13913,   -12,   -17,     8
13922,   -11,   -17,     9
13933,   -11,   -17,    10
13942,   -12,   -17,    11
13952,   -13,   -17,    11
13963,   -15,   -17,    11
13972,   -18,   -15,    10
13983,   -19,   -15,     9
13992,   -18,   -15,     9
14003,   -16,   -14,     8
14012,   -14,   -15,     8
14022,   -12,   -15,     7
14033,   -11,   -16,     8
14042,   -11,   -17,     9
14052,   -11,   -17,    10
14063,   -13,   -16,    10
14072,   -16,   -15,     9
14083,   -19,   -14,     8
14092,   -19,   -13,     8
14103,   -18,   -13,     8
14112,   -15,   -13,     8
14122,   -13,   -12,     8
14133,   -12,   -12,     8
14142,   -12,   -11,     8
14153,   -12,   -11,     8
14162,   -13,   -11,     8
14173,   -15,   -13,     9
14182,   -16,   -15,     9
14192,   -17,   -15,    10
14203,   -17,   -14,    10
14212,   -15,   -14,    11
14223,   -14,   -15,    10
14232,   -13,   -16,    11
14241,   -11,   -16,    11
14252,    -9,   -16,    11
14262,    -8,   -16,    12
14273,    -7,   -19,    13
14282,    -8,   -20,    13
14293,    -8,   -20,    13
14302,    -9,   -18,    13
14312,   -11,   -17,    14
14322,   -13,   -17,    13
14332,   -15,   -19,    13
14343,   -15,   -18,    13
14352,   -15,   -18,    12
14361,   -14,   -18,    12
14372,   -11,   -19,    13
14382,   -10,   -20,    13
14392,    -9,   -20,    13
14402,    -8,   -19,    13
14413,    -9,   -19,    13
14422,   -10,   -18,    13
14431,   -12,   -17,    12
14442,   -13,   -15,    11
14452,   -14,   -13,    10
14463,   -17,   -14,     6
14472,   -19,   -24,     4
14481,   -14,   -23,     6
14492,    -9,   -17,     6
14501,    -8,   -16,     9
14512,   -10,   -19,    11
14522,   -14,   -22,    12
14533,   -16,   -22,    13
14542,   -14,   -18,    13
14551,   -10,   -17,    17
14562,    -7,   -14,    24
14572,    -3,   -16,    33
14582,     1,   -19,    44
14592,     4,   -15,    55
14601,     4,    -7,    63
14612,     4,     2,    68
14621,     5,    12,    73
14632,   -12,    27,    92
14642,   -27,    47,   104
14652,   -34,    56,   112
14662,   -32,    49,   110
14671,   -28,    38,   112
14682,   -27,    34,   118
14691,   -32,    34,   124
14702,   -36,    32,   128
14711,   -28,    21,   120
14722,   -15,    -2,   112
14732,   -12,   -28,   104
14741,   -17,   -47,   101
14752,   -24,   -53,   102
14761,   -31,   -54,   104
14772,   -36,   -50,   112
14782,   -39,   -43,   123
14791,   -41,   -32,   135
14802,   -40,   -16,   137
14811,   -37,    -4,   139
14822,   -31,     5,   141
14831,   -27,     3,   141
14841,   -23,    -8,   139
14852,   -20,   -28,   133
14861,   -22,   -46,   124
14872,   -25,   -55,   115
14881,   -31,   -58,   109
14892,   -37,   -54,   103
14901,   -40,   -49,    95
14911,   -39,   -47,    88
14922,   -34,   -47,    81
14931,   -27,   -45,    75
14942,   -21,   -42,    73
14951,   -19,   -39,    72
14961,   -18,   -37,    72
14972,   -12,   -33,    71
14981,    -4,   -24,    69
14992,    -1,   -17,    63
15001,    -3,    -5,    58
15012,    -9,     4,    53
15021,   -15,     2,    50
15031,   -18,    -1,    48
15042,   -25,    -8,    42
15051,   -32,   -18,    35
15062,   -29,   -21,    31
15071,   -14,   -16,    39
15082,     4,    -3,    39
15091,    17,    21,    47
15101,    33,    38,    65
15112,    53,    24,    78
15121,    11,    15,    67
15132,    -6,    11,    79
15141,     2,     2,   108
15150,    11,    -5,   138
15161,    12,    -4,   157
15171,     6,     0,   175
15182,    -5,     1,   180
15191,   -14,    -2,   168
15202,   -27,    -1,   147
15211,   -42,     7,   129
15221,   -54,    22,   117
15231,   -60,    39,   113
15241,   -58,    61,   126
15252,   -55,    73,   142
15261,   -56,    83,   163
15270,   -64,    87,   186
15281,   -79,    83,   208
15291,   -90,    80,   221
15301,   -88,    80,   218
15311,   -64,    77,   205
15322,   -50,    72,   202
15331,   -44,    59,   204
15340,   -39,    49,   202
15351,   -32,    45,   189
15361,   -19,    38,   169
15372,    -3,    25,   151
15381,    12,     7,   145
15390,    23,   -19,   154
15401,    24,   -46,   163
15410,    14,   -72,   164
15421,    -2,   -99,   164
15431,   -12,  -116,   161
15442,   -16,  -116,   154
15451,   -21,  -102,   145
15460,   -28,   -76,   134
15471,   -37,   -53,   125
15481,   -46,   -41,   118
15491,   -57,   -39,   116
15501,   -66,   -43,   117
15510,   -74,   -46,   117
15521,   -71,   -46,   111
15530,   -63,   -44,   102
15541,   -59,   -40,    89
15551,   -56,   -36,    78
15562,   -54,   -33,    71
15571,   -46,   -26,    64
15580,   -31,   -15,    57
15591,   -13,    -7,    50
15601,     2,    -2,    43
15612,    10,    -1,    39
15621,    11,    -4,    37
15630,     5,    -9,    40
15641,    -5,   -11,    46
15650,   -15,   -11,    55
15661,   -24,   -11,    66
15671,   -29,   -11,    77
15680,   -29,   -13,    86
15691,   -26,   -12,    92
15700,   -23,    -8,    94
15711,   -22,    -3,    92
15720,   -25,     0,    89
15730,   -30,     1,    85
15741,   -37,     4,    82
15750,   -41,     8,    80
15761,   -41,    13,    76
15770,   -37,    18,    73
15781,   -30,    21,    68
15791,   -22,    20,    61
15800,   -17,    15,    54
15811,   -15,     7,    46
15820,   -16,    -3,    39
15831,   -17,   -13,    33
15841,   -18,   -22,    28
15850,   -16,   -28,    24
15861,   -13,   -31,    23
15870,    -9,   -30,    24
15881,    -9,   -27,    27
15890,   -13,   -25,    32
15901,   -19,   -25,    37
15911,   -26,   -24,    41
15920,   -30,   -20,    41
15931,   -33,   -15,    38
15940,   -35,   -13,    35
15951,   -36,   -10,    31
15960,   -36,    -9,    29
15970,   -37,    -9,    28
15981,   -32,     1,    28
15990,   -27,    13,    25
16001,   -30,     9,    11
16010,   -33,    13,     2
16021,   -29,    21,     7
16030,   -24,    17,    20
16040,   -17,    -1,    34
16051,     0,    -1,    42
16060,    10,     6,    43
16070,    16,    12,    46
16081,    17,     3,    43
16090,    14,   -15,    39
16101,     7,   -29,    30
16110,     0,   -37,    23
16120,    -6,   -40,    16
16131,   -14,   -43,     5
16140,   -20,   -44,    -4
16150,   -25,   -43,   -11
16161,   -29,   -43,   -14
16170,   -30,   -44,   -15
16181,   -28,   -47,   -14
16190,   -25,   -45,   -13
16199,   -21,   -35,    -8
16210,   -21,   -22,    -7
16220,   -25,   -20,   -12
16231,   -29,   -24,   -14
16240,   -30,   -44,   -12
16251,   -33,   -60,    -8
16260,   -36,   -57,    -5
16269,   -38,   -46,    -2
16280,   -36,   -32,     2
16290,   -25,   -17,     8
16301,    -6,     4,    17
16310,    13,    26,    25
16319,    30,    43,    35
16330,    39,    51,    49
16339,    37,    50,    64
16350,    28,    41,    80
16360,    12,    25,    95
16371,    -9,     5,   105
16380,   -29,   -18,   112
16389,   -46,   -48,   110
16400,   -57,   -76,    96
16410,   -56,   -96,    74
16421,   -46,  -105,    52
16430,   -29,   -96,    37
16439,   -12,   -67,    28
16450,    -5,   -28,    20
16459,    -2,     3,    13
16470,    -2,    22,     9
16480,    -6,    31,     9
16491,   -15,    31,    11
16500,   -27,    23,    14
16509,   -39,     5,    16
16520,   -44,   -12,    17
16529,   -43,   -21,    16
16540,   -40,   -18,    16
16550,   -34,    -6,    16
16560,   -28,     9,    16
16571,   -21,    20,    14
16580,   -14,    27,    14
16589,   -11,    27,    13
16600,   -11,    22,    11
16610,   -13,    11,    11
16619,   -15,    -4,    10
16630,   -18,   -18,     9
16639,   -20,   -27,     7
16650,   -21,   -29,     5
16660,   -21,   -26,     3
16669,   -19,   -21,     2
16680,   -15,   -15,     2
16689,   -10,   -12,     3
16700,    -6,   -10,     4
16710,    -4,   -10,     5
16719,    -3,   -11,     7
16730,    -5,    -9,     9
16739,    -9,    -8,    10
16750,   -16,    -7,    10
16760,   -22,    -8,    11
16769,   -27,   -10,    10
16780,   -29,   -13,     8
16789,   -28,   -14,     6
16800,   -23,   -13,     5
16810,   -16,   -12,     6
16819,   -10,   -10,     7
16830,    -7,    -9,     8
16839,    -7,    -8,     9
16850,   -10,    -7,     9
16860,   -13,    -6,     9
16869,   -15,    -6,     9
16880,   -15,    -8,     9
16889,   -15,   -10,     9
16900,   -14,   -12,     9
16909,   -13,   -15,    10
16919,   -13,   -17,    10
16930,   -14,   -20,    11
16939,   -16,   -20,    11
16950,   -17,   -18,    11
16959,   -17,   -14,    12
16969,   -16,   -10,    13
16980,   -13,    -7,    13
16989,   -11,    -7,    12
17000,   -11,    -8,    11
17009,   -12,   -11,     9
17019,   -13,   -13,     7
17029,   -11,   -14,     7
17039,    -9,   -14,     9
17050,    -8,   -14,    10
17059,   -10,   -17,    10
17070,   -13,   -20,    10
17079,   -17,   -21,     8
17089,   -19,   -21,     6
17100,   -19,   -19,     5
17109,   -17,   -17,     5
17119,   -14,   -16,     5
17130,   -12,   -16,     5
17139,   -11,   -17,     5
17150,   -10,   -16,     6
17159,   -10,   -14,     7
17168,   -10,   -14,     9
17180,   -12,   -14,    10
17189,   -14,   -16,    11
17200,   -14,   -18,    10
17209,   -14,   -19,     9
17219,   -13,   -17,     8
17230,   -12,   -13,     7
17239,   -11,    -9,     5
17250,   -12,    -7,     4
17259,   -12,    -7,     4
17269,   -11,    -8,     4
17278,    -9,   -10,     6
17289,    -8,   -11,     8
17299,    -9,   -10,     9
17310,   -10,   -10,     9
17319,   -10,    -9,     9
17329,   -11,    -9,     9
17339,   -13,    -9,     8
17349,   -16,   -11,     8
17360,   -19,   -14,     9
17369,   -19,   -16,     9
17379,   -19,   -16,     9
17390,   -17,   -14,     9
17399,   -15,   -12,     9
17409,   -13,   -11,     9
17419,   -10,   -11,    10
17429,   -10,   -12,    11
17440,   -11,   -13,    12
17449,   -12,   -14,    12
17458,   -13,   -16,    12
17469,   -12,   -17,    12
17478,   -11,   -16,    12
17489,   -10,   -14,    13
17499,   -11,   -10,    13
17508,   -13,    -8,    13
17519,   -14,    -7,    12
17528,   -15,    -9,    12
17539,   -15,   -10,    12
17549,   -14,   -12,    12
17558,   -13,   -13,    13
17569,   -11,   -14,    15
17579,    -9,   -14,    16
17588,    -7,   -13,    18
17599,    -6,    -9,    19
17608,    -7,    -6,    21
17619,    -7,    -5,    23
17629,    -7,    -5,    24
17638,   -10,    -7,    23
17649,   -14,   -10,    19
17658,   -17,   -13,    15
17669,   -18,   -16,    14
17679,   -17,   -18,    16
17688,   -15,   -18,    20
17699,   -13,   -18,    24
17709,   -12,   -17,    28
17718,   -13,   -15,    34
17729,   -13,   -13,    40
17738,   -11,   -11,    42
17749,   -10,   -10,    41
17759,    -7,   -10,    41
17768,    -4,   -10,    44
17779,     1,   -12,    50
17789,     5,   -14,    58
17798,     4,   -17,    65
17809,    -2,   -16,    70
17818,   -10,   -12,    71
17829,   -16,    -8,    70
17839,   -22,    -5,    71
17848,   -28,    -7,    79
17859,   -32,   -10,    93
17868,   -36,   -14,   107
17879,   -39,   -18,   120
17889,   -42,   -22,   131
17898,   -41,   -25,   139
17909,   -36,   -27,   148
17919,   -28,   -27,   155
17928,   -24,   -25,   155
17939,   -22,   -21,   155
17948,   -22,   -19,   158
17959,   -19,   -15,   168
17968,   -13,    -6,   178
17978,    -3,    10,   186
17989,    10,    28,   194
17998,    22,    42,   201
18008,    29,    50,   199
18019,    26,    51,   187
18028,    16,    47,   166
18039,    -1,    39,   141
18048,   -19,    32,   118
18058,   -31,    28,   105
18068,   -39,    22,   102
18078,   -47,    17,   100
18089,   -59,    12,    93
18098,   -73,     7,    83
18107,   -81,    -1,    73
18118,   -82,   -11,    63
18128,   -76,   -25,    52
18139,   -63,   -38,    46
18148,   -48,   -43,    42
18159,   -31,   -37,    40
18168,   -16,   -24,    37
18177,    -6,   -12,    32
18189,     1,    -5,    27
18198,     6,    -3,    22
18207,     6,    -7,    19
18218,     0,   -15,    16
18228,    -8,   -24,    13
18238,   -17,   -34,     9
18248,   -26,   -40,     5
18259,   -28,   -42,     2
18268,   -28,   -41,    -1
18277,   -25,   -38,    -4
18289,   -20,   -36,    -5
18298,   -14,   -34,    -5
18307,    -8,   -35,    -4
18318,    -3,   -36,    -1
18328,     1,   -38,     2
18339,     4,   -39,     4
18348,     5,   -36,     6
18357,     1,   -30,    10
18368,    -8,   -25,    15
18378,   -21,   -29,    14
18389,   -30,   -38,     7
18398,   -32,   -39,     2
18407,   -25,   -26,     3
18418,   -12,    -3,    11
18427,     3,    21,    20
18438,    13,    36,    26
18448,    15,    43,    30
18459,     7,    44,    25
18468,   -12,    38,     8
18477,   -33,    22,   -11
18488,   -44,     0,   -23
18498,   -42,   -17,   -29
18509,   -26,   -24,   -25
18518,    -4,   -22,   -20
18527,    19,   -14,    -9
18538,    35,    -2,     4
18547,    42,    12,    16
18558,    38,    25,    25
18568,    24,    35,    28
18578,     4,    38,    27
18588,   -18,    35,    25
18597,   -38,    24,    22
18608,   -52,    12,    23
18618,   -60,     2,    23
18627,   -62,    -5,    25
18638,   -56,    -9,    27
18647,   -46,   -11,    29
18658,   -33,   -12,    32
18668,   -20,   -10,    33
18677,   -10,    -7,    33
18688,    -3,    -2,    33
18697,     0,     2,    31
18708,    -1,     2,    27
18717,    -4,    -3,    23
18728,    -7,   -14,    20
18738,   -12,   -24,    17
18747,   -14,   -30,    15
18758,   -16,   -32,    15
18767,   -17,   -29,    13
18778,   -18,   -26,    11
18787,   -16,   -22,     9
18798,   -14,   -17,     8
18808,   -11,   -11,     8
18817,   -10,    -7,     8
18828,    -9,    -7,     7
18837,    -9,    -9,     7
18848,   -11,   -14,     5
18857,   -14,   -18,     4
18868,   -15,   -21,     4
18878,   -16,   -24,     5
18887,   -16,   -24,     6
18898,   -17,   -23,     6
18907,   -18,   -20,     6
18918,   -17,   -17,     6
18927,   -16,   -16,     6
18938,   -15,   -16,     6
18948,   -13,   -16,     8
18957,   -12,   -17,     9
18968,   -12,   -19,     9
18977,   -13,   -21,     8
18987,   -15,   -22,     7
18998,   -16,   -23,     5
19007,   -16,   -23,     4
19017,   -16,   -22,     4
19028,   -14,   -21,     5
19037,   -13,   -18,     6
19047,   -13,   -16,     7
19058,   -13,   -16,     8
19067,   -14,   -17,     9
19077,   -15,   -19,    10
19088,   -17,   -21,    11
19097,   -20,   -22,    10
19107,   -23,   -23,     9
19118,   -25,   -24,     8
19127,   -26,   -24,     8
19137,   -25,   -22,     8
19148,   -21,   -19,     8
19157,   -17,   -16,    10
19167,   -12,   -12,    11
19178,   -10,   -10,    11
19187,    -9,   -10,    12
19196,    -9,   -13,    12
19208,   -10,   -17,    12
19217,   -11,   -19,    13
19226,   -12,   -20,    13
19237,   -12,   -20,    12
19247,   -13,   -18,    11
19256,   -13,   -16,     9
19267,   -14,   -15,     9
19277,   -14,   -17,     8
19286,   -16,   -19,     8
19297,   -17,   -20,     8
19307,   -17,   -20,     8
19318,   -16,   -20,     8
19327,   -15,   -19,     8
19337,   -13,   -18,     9
19348,   -13,   -16,     9
19357,   -13,   -15,     7
19367,   -14,   -13,     6
19377,   -13,   -13,     7
19387,   -12,   -12,     9
19396,   -12,   -13,     9
19407,   -13,   -13,     9
19417,   -14,   -14,     8
19426,   -14,   -14,     9
19437,   -13,   -14,    10
19447,   -12,   -13,    10
19456,   -12,   -13,    10
19467,   -13,   -13,    10
19477,   -14,   -12,    10
19488,   -14,   -12,    10
19497,   -15,   -13,     9
19506,   -16,   -13,     9
19518,   -15,   -13,     8
