time,accx,accy,accz
1906,  4689,  -799, -1941
1915,  4692,  -795, -1944
1926,  4771,  -827, -2024
1935,  4839,  -873, -2076
1946,  4836,  -879, -2106
1956,  4795,  -853, -2123
1965,  4761,  -802, -2134
1976,  4777,  -753, -2159
1985,  4840,  -782, -2244
1996,  4895,  -860, -2345
2006,  4913,  -921, -2386
2017,  4884,  -974, -2399
2026,  4872,  -951, -2408
2035,  4849,  -853, -2445
2046,  4834,  -690, -2475
2055,  4849,  -513, -2529
2066,  4901,  -361, -2599
2076,  4969,  -244, -2653
2085,  4988,  -172, -2676
2096,  5000,  -170, -2656
2105,  4993,  -247, -2620
2116,  4971,  -420, -2591
2126,  4979,  -682, -2543
2135,  4955,  -901, -2512
2146,  4919, -1044, -2480
2155,  4882, -1101, -2451
2166,  4809, -1063, -2424
2176,  4754,  -993, -2363
2185,  4724,  -902, -2327
2196,  4743,  -816, -2325
2205,  4779,  -773, -2319
2216,  4815,  -763, -2328
2225,  4868,  -820, -2348
2236,  4926,  -930, -2390
2246,  4953,  -994, -2429
2255,  4927,  -951, -2479
2266,  4916,  -846, -2514
2275,  4892,  -693, -2520
2286,  4890,  -575, -2516
2295,  4915,  -535, -2533
2305,  4938,  -578, -2556
2316,  4971,  -668, -2594
2325,  5018,  -784, -2668
2336,  5082,  -842, -2753
2345,  5098,  -765, -2863
2355,  5119,  -640, -2980
2366,  5102,  -491, -3139
2375,  5085,  -375, -3256
2386,  5102,  -373, -3282
2395,  5112,  -421, -3271
2406,  5110,  -452, -3203
2415,  5133,  -543, -3097
2425,  5166,  -685, -3009
2436,  5184,  -775, -2925
2445,  5180,  -769, -2797
2456,  5117,  -646, -2644
2465,  5040,  -488, -2478
2475,  4999,  -341, -2320
2486,  4975,  -249, -2196
2495,  4990,  -250, -2140
2506,  5037,  -284, -2150
2515,  5096,  -321, -2172
2524,  5105,  -275, -2177
2535,  5058,  -132, -2186
2545,  5026,     5, -2192
2556,  5004,    93, -2205
2565,  5003,   117, -2213
2576,  5019,    71, -2213
2585,  4996,   -12, -2208
2595,  4925,  -100, -2163
2606,  4859,  -224, -2105
2615,  4832,  -404, -2088
2626,  4836,  -596, -2108
2635,  4859,  -742, -2167
2644,  4877,  -806, -2265
2655,  4907,  -827, -2386
2665,  4940,  -816, -2481
2676,  4926,  -766, -2524
2685,  4852,  -685, -2478
2696,  4786,  -606, -2410
2705,  4802,  -600, -2392
2714,  4865,  -672, -2414
2726,  4891,  -716, -2468
2735,  4878,  -690, -2526
2746,  4873,  -651, -2584
2755,  4867,  -577, -2649
2764,  4877,  -489, -2717
2775,  4918,  -442, -2816
2785,  4966,  -430, -2924
2796,  5039,  -432, -3053
2805,  5131,  -438, -3164
2814,  5174,  -443, -3218
2825,  5168,  -457, -3138
2834,  5132,  -476, -2970
2845,  5116,  -488, -2823
2855,  5155,  -461, -2729
2864,  5218,  -392, -2675
2875,  5271,  -315, -2629
2884,  5293,  -248, -2581
2895,  5296,  -299, -2552
2905,  5269,  -439, -2533
2916,  5214,  -613, -2509
2925,  5142,  -791, -2475
2934,  5041,  -907, -2419
2945,  4946,  -990, -2377
2954,  4879, -1085, -2374
2966,  4859, -1157, -2393
2975,  4846, -1157, -2420
2984,  4844, -1100, -2465
2995,  4878, -1019, -2534
3004,  4917,  -932, -2602
3015,  4957,  -830, -2660
3025,  4997,  -686, -2691
3034,  5030,  -559, -2713
3045,  5057,  -475, -2701
3054,  5086,  -434, -2673
3065,  5108,  -423, -2661
3075,  5088,  -431, -2648
3084,  5049,  -433, -2606
3095,  5013,  -422, -2583
3104,  4979,  -391, -2567
3115,  4951,  -359, -2578
3124,  4941,  -342, -2634
3134,  4966,  -358, -2723
3145,  5004,  -456, -2819
3154,  5040,  -585, -2878
3165,  5044,  -723, -2911
3174,  5042,  -883, -2908
3185,  5019, -1055, -2860
3195,  4992, -1177, -2845
3204,  4974, -1207, -2859
3215,  4956, -1141, -2895
3224,  4947, -1039, -2952
3234,  4952,  -907, -2993
3245,  4978,  -803, -3025
3254,  5035,  -761, -3048
3265,  5084,  -771, -3052
3274,  5108,  -815, -3006
3285,  5106,  -837, -2948
3294,  5075,  -789, -2889
3304,  5032,  -684, -2850
3315,  5033,  -608, -2817
3324,  5041,  -549, -2821
3335,  5042,  -539, -2828
3344,  5032,  -597, -2815
3354,  4988,  -672, -2775
3365,  4934,  -751, -2739
3374,  4882,  -847, -2722
3385,  4833,  -924, -2722
3394,  4790,  -971, -2726
3403,  4769,  -998, -2726
3414,  4764, -1041, -2741
3424,  4785, -1061, -2784
3435,  4796, -1039, -2873
3444,  4792, -1001, -2960
3455,  4778,  -977, -3033
3464,  4760,  -982, -3101
3474,  4738, -1049, -3192
3485,  4766, -1199, -3305
3494,  4805, -1374, -3381
3505,  4747, -1484, -3513
3514,  4683, -1550, -3750
3523,  4700, -1706, -4034
3534,  4806, -2044, -4321
3544,  4954, -2504, -4572
3555,  4997, -3040, -4826
3564,  4846, -3356, -5199
3575,  4671, -3301, -5777
3584,  4609, -2949, -6708
3594,  4685, -2377, -7950
3604,  5021, -1796, -9172
3614,  5598, -1317,-10313
3625,  6163,  -852,-11070
3634,  6764,  -549,-11491
3643,  7189,  -435,-11712
3654,  7189,   -52,-11534
3664,  7015,   316,-11017
3675,  6609,   631,-10146
3684,  6174,   977, -8972
3693,  5829,  1200, -7465
3704,  5382,  1314, -5521
3714,  4755,  1459, -3124
3724,  3950,  1489,  -419
3734,  3407,  1144,  2063
3743,  3183,   722,  4020
3754,  3071,   513,  5380
3763,  3145,   450,  6090
3774,  3391,   284,  6083
3784,  3736,   -13,  5673
3795,  4103,  -352,  5062
3804,  4206,  -477,  4458
3813,  4150,  -402,  3822
3824,  4117,  -347,  3065
3833,  4137,  -451,  2380
3844,  4180,  -727,  1765
3854,  4237, -1099,  1266
3865,  4210, -1420,   907
3874,  4126, -1696,   665
3883,  4020, -1981,   507
3894,  3883, -2125,   500
3903,  3727, -2117,   605
3914,  3552, -1966,   825
3924,  3360, -1786,  1111
3933,  3170, -1634,  1372
3944,  3104, -1551,  1513
3953,  3105, -1587,  1569
3964,  3174, -1733,  1550
3973,  3275, -1974,  1446
3984,  3411, -2209,  1307
3994,  3521, -2306,  1168
4003,  3532, -2179,  1052
4014,  3524, -1900,   929
4023,  3568, -1558,   753
4034,  3679, -1279,   554
4043,  3823, -1069,   363
4054,  3995,  -940,   185
4064,  4129,  -836,    47
4073,  4275,  -801,   -46
4084,  4416,  -808,  -150
4093,  4511,  -768,  -189
4104,  4567,  -741,  -191
4113,  4633,  -712,  -160
4123,  4693,  -648,   -87
4134,  4717,  -529,   -20
4143,  4695,  -376,     2
4154,  4684,  -348,   -34
4163,  4742,  -500,  -201
4174,  4830,  -773,  -527
4184,  4932, -1020,  -871
4193,  5005, -1093, -1139
4204,  5019, -1035, -1335
4213,  5016,  -960, -1479
4224,  5052,  -946, -1577
4233,  5077,  -997, -1589
4243,  5049, -1065, -1500
4254,  5022, -1154, -1324
4263,  4951, -1262, -1101
4274,  4886, -1400,  -854
4283,  4862, -1548,  -661
4294,  4889, -1654,  -579
4303,  4954, -1686,  -640
4313,  4997, -1621,  -803
4324,  5057, -1498, -1023
4333,  5161, -1396, -1286
4344,  5260, -1284, -1543
4353,  5317, -1171, -1731
4364,  5359, -1112, -1816
4373,  5400, -1156, -1816
4383,  5419, -1234, -1756
4394,  5358, -1248, -1646
4403,  5245, -1243, -1464
4414,  5131, -1296, -1244
4423,  5004, -1403, -1023
4434,  4933, -1543,  -822
4443,  4904, -1648,  -767
4453,  4948, -1732,  -890
4464,  5047, -1780, -1129
4473,  5131, -1742, -1391
4482,  5179, -1618, -1613
4493,  5208, -1436, -1772
4503,  5246, -1312, -1848
4514,  5286, -1251, -1851
4523,  5309, -1243, -1798
4533,  5291, -1253, -1707
4544,  5263, -1280, -1625
4553,  5230, -1345, -1548
4562,  5219, -1456, -1493
4573,  5242, -1586, -1460
4583,  5257, -1675, -1471
4594,  5258, -1714, -1472
4603,  5230, -1735, -1446
4612,  5177, -1768, -1421
4623,  5131, -1810, -1431
4632,  5072, -1821, -1498
4643,  4997, -1795, -1599
4653,  4914, -1777, -1718
4664,  4791, -1856, -1846
4673,  4523, -1981, -1934
4682,  3998, -2116, -2028
4693,  3114, -2219, -2206
4703,  1769, -2251, -2492
4713,   121, -2211, -2864
4723, -1486, -2103, -3272
4734, -2911, -1834, -3713
4743, -3914, -1392, -4192
4752, -4323,  -980, -4717
4763, -4215,  -670, -5284
4773, -3671,  -402, -5732
4782, -2811,  -137, -5890
4793, -1646,   125, -5667
4802,  -410,   293, -5159
4814,   709,   171, -4575
4823,  1839,  -308, -3820
4832,  2936, -1091, -2870
4843,  3977, -1965, -1907
4852,  5033, -2575, -1035
4863,  5899, -2741,  -305
4873,  6459, -2350,   378
4882,  7061, -1746,  1144
4893,  7721, -1256,  1896
4902,  8415, -1094,  2372
4913,  9102, -1236,  2498
4922,  9639, -1789,  2068
4933, 10122, -2489,  1358
4943, 10399, -2920,   813
4952, 10336, -2962,   590
4963, 10144, -2865,   358
4972, 10021, -2920,    59
4983,  9851, -3053,  -249
4993,  9685, -3260,  -567
5003,  9442, -3499,  -872
5013,  9148, -3748, -1221
5022,  8819, -4049, -1519
5033,  8352, -4286, -1688
5042,  7830, -4520, -1876
5053,  7359, -4576, -2088
5063,  6892, -4266, -2231
5072,  6388, -3750, -2358
5083,  5966, -3214, -2434
5092,  5627, -2817, -2436
5103,  5353, -2622, -2439
5112,  5138, -2524, -2411
5123,  4988, -2562, -2469
5133,  4891, -2702, -2622
5142,  4806, -2785, -2789
5153,  4700, -2720, -2904
5162,  4596, -2520, -2955
5172,  4528, -2272, -2883
5183,  4509, -2043, -2664
5192,  4549, -1870, -2379
5203,  4658, -1825, -2113
5212,  4762, -1893, -1896
5222,  4865, -2051, -1796
5233,  4899, -2181, -1731
5242,  4875, -2291, -1709
5253,  4879, -2413, -1725
5262,  4844, -2442, -1759
5273,  4845, -2371, -1781
5282,  4852, -2235, -1775
5292,  4792, -2075, -1697
5303,  4683, -1970, -1525
5312,  4616, -2029, -1415
5323,  4685, -2213, -1532
5332,  4845, -2369, -1849
5341,  4990, -2412, -2269
5352,  5068, -2295, -2656
5362,  5100, -2083, -2947
5373,  5094, -1881, -3130
5382,  5104, -1783, -3130
5393,  5083, -1757, -2979
5402,  5038, -1803, -2733
5412,  4957, -1881, -2475
5422,  4859, -2006, -2259
5432,  4753, -2205, -2054
5443,  4672, -2373, -1905
5452,  4620, -2446, -1859
5463,  4612, -2400, -1877
5472,  4573, -2199, -1909
5482,  4547, -1925, -1951
5493,  4592, -1725, -2007
5502,  4644, -1611, -2032
5513,  4695, -1600, -2008
5522,  4732, -1678, -1979
5532,  4759, -1826, -1981
5542,  4787, -2080, -2046
5552,  4807, -2349, -2137
5563,  4816, -2539, -2222
5572,  4786, -2594, -2271
5581,  4761, -2515, -2309
5592,  4773, -2388, -2371
5602,  4804, -2261, -2463
5613,  4864, -2142, -2629
5622,  4962, -2027, -2804
5633,  5062, -1933, -2973
5642,  5151, -1889, -3060
5651,  5131, -1869, -3018
5662,  5060, -1904, -2861
5672,  4986, -2011, -2679
5683,  4898, -2113, -2521
5692,  4852, -2149, -2385
5701,  4814, -2124, -2263
5712,  4758, -2042, -2158
5721,  4708, -1959, -2057
5732,  4678, -1882, -1937
5742,  4651, -1826, -1803
5751,  4606, -1849, -1642
5762,  4531, -1950, -1395
5771,  4424, -2117, -1120
5782,  4305, -2309,  -853
5791,  4195, -2503,  -605
5802,  4067, -2641,  -327
5812,  3912, -2694,    39
5823,  3760, -2706,   520
5832,  3571, -2706,  1089
5841,  3422, -2762,  1673
5852,  3299, -3015,  2318
5861,  3121, -3517,  3063
5872,  2873, -4265,  3838
5882,  2703, -5150,  4555
5892,  2670, -5894,  5122
5902,  2751, -6310,  5496
5911,  2919, -6298,  5660
5922,  3223, -5860,  5447
5931,  3603, -5113,  4913
5942,  3933, -4248,  4255
5952,  4337, -3373,  3285
5961,  4538, -2293,  1886
5972,  4602, -1052,   -56
5981,  4762,   -65, -2525
5992,  5036,   342, -5051
6001,  5060,   258, -6950
6012,  4689,  -276, -8064
6022,  4230, -1124, -8782
6031,  3665, -1750, -9216
6042,  2862, -1821, -9787
6051,  2187, -1748,-11150
6062,  1933, -1745,-12817
6071,  2065, -1893,-14274
6081,  2621, -2354,-15311
6092,  3281, -2887,-15606
6101,  3601, -3358,-15146
6112,  3541, -3615,-14072
6121,  3359, -3830,-12675
6132,  3380, -3663,-11381
6142,  3437, -2929,-10230
6151,  3545, -1940, -9205
6162,  3729, -1082, -8391
6171,  4014,  -491, -7846
6182,  4346,  -192, -7546
6191,  4646,  -164, -7378
6201,  4878,  -368, -7175
6212,  5027,  -655, -6815
6221,  5103,  -844, -6389
6232,  5125,  -837, -6041
6241,  5044,  -676, -5752
6251,  4908,  -470, -5511
6262,  4820,  -418, -5380
6271,  4823,  -551, -5412
6282,  4878,  -761, -5496
6291,  4912, -1014, -5560
6302,  4881, -1296, -5503
6311,  4798, -1564, -5344
6321,  4710, -1809, -5171
6332,  4631, -1998, -5005
6341,  4550, -2105, -4854
6350,  4448, -2171, -4715
6361,  4362, -2192, -4654
6371,  4341, -2175, -4754
6382,  4399, -2147, -4999
6391,  4514, -2126, -5290
6400,  4554, -2078, -5428
6411,  4539, -2000, -5398
6421,  4539, -1931, -5307
6432,  4548, -1867, -5238
6441,  4526, -1797, -5156
6452,  4487, -1730, -5027
6461,  4400, -1647, -4853
6470,  4330, -1589, -4684
6481,  4278, -1592, -4538
6491,  4262, -1653, -4431
6502,  4245, -1762, -4350
6511,  4230, -1890, -4300
6520,  4235, -1958, -4286
6531,  4229, -1952, -4284
6541,  4190, -1844, -4297
6552,  4155, -1681, -4334
6561,  4158, -1535, -4415
6572,  4226, -1430, -4569
6581,  4312, -1349, -4771
6590,  4361, -1294, -4956
6601,  4370, -1307, -5047
6611,  4373, -1453, -5059
6622,  4374, -1638, -5025
6631,  4337, -1775, -4964
6640,  4285, -1885, -4862
6651,  4241, -1959, -4758
6661,  4200, -1994, -4672
6671,  4160, -1984, -4596
6681,  4199, -1995, -4545
6690,  4308, -2040, -4567
6701,  4462, -2076, -4678
6710,  4657, -2104, -4852
6721,  4865, -2119, -5035
6731,  5067, -2131, -5227
6742,  5252, -2107, -5391
6751,  5412, -2042, -5469
6760,  5535, -1954, -5458
6771,  5651, -1864, -5311
6780,  5818, -1812, -5136
6791,  6064, -1788, -5001
6801,  6383, -1770, -4900
6810,  6747, -1773, -4868
6821,  7156, -1763, -4882
6830,  7643, -1751, -4952
6841,  8167, -1743, -5079
6850,  8682, -1740, -5211
6861,  9194, -1768, -5333
6871,  9699, -1745, -5445
6880, 10094, -1567, -5524
6891, 10365, -1252, -5556
6900, 10547,  -868, -5539
6911, 10674,  -558, -5517
6921, 10721,  -399, -5565
6930, 10589,  -414, -5570
6941, 10208,  -585, -5499
6950,  9740,  -822, -5390
6961,  9368, -1111, -5364
6970,  8925, -1272, -5391
6981,  8359, -1166, -5388
6991,  7654,  -768, -5380
7000,  6816,  -188, -5252
7011,  5931,   375, -4987
7020,  4942,   816, -4446
7031,  3823,  1131, -3720
7040,  2618,  1390, -3096
7050,  1197,  1437, -2664
7061,  -343,  1093, -2480
7070, -1809,   528, -2431
7081, -2838,  -222, -2482
7090, -3415, -1237, -2482
7101, -3694, -2219, -2368
7110, -3781, -2814, -2230
7120, -3604, -2987, -2218
7131, -3161, -2867, -2335
7140, -2500, -2535, -2462
7151, -1747, -2054, -2581
7160,  -959, -1532, -2640
7170,  -250, -1052, -2610
7181,   353,  -758, -2456
7190,   845,  -802, -2142
7201,  1224, -1104, -1771
7211,  1537, -1552, -1423
7220,  1846, -2047, -1216
7231,  2201, -2431, -1255
7240,  2568, -2633, -1542
7250,  2916, -2617, -1982
7261,  3177, -2387, -2448
7270,  3397, -2103, -2894
7280,  3574, -1889, -3202
7291,  3723, -1852, -3396
7300,  3747, -1918, -3464
7311,  3712, -2062, -3387
7320,  3699, -2272, -3324
7330,  3758, -2481, -3327
7341,  3828, -2571, -3374
7350,  3907, -2543, -3461
7361,  3997, -2375, -3591
7370,  4073, -2095, -3696
7379,  4145, -1788, -3789
7390,  4171, -1477, -3863
7400,  4122, -1226, -3883
7411,  4081, -1146, -3832
7420,  4044, -1218, -3679
7431,  4040, -1392, -3507
7440,  4122, -1636, -3405
7449,  4250, -1827, -3360
7460,  4341, -1875, -3322
7470,  4383, -1781, -3246
7481,  4391, -1588, -3147
7490,  4392, -1396, -3022
7499,  4440, -1286, -2960
7510,  4519, -1257, -2947
7520,  4585, -1263, -2938
7530,  4646, -1288, -2956
7540,  4710, -1327, -2998
7551,  4762, -1370, -3051
7560,  4770, -1367, -3082
7569,  4741, -1295, -3109
7580,  4744, -1195, -3189
7590,  4755, -1108, -3284
7601,  4748, -1052, -3312
7610,  4725, -1026, -3290
7619,  4707, -1035, -3255
7630,  4707, -1089, -3197
7639,  4713, -1149, -3140
7650,  4727, -1190, -3135
7660,  4748, -1235, -3162
7671,  4739, -1250, -3184
7680,  4709, -1230, -3140
7689,  4672, -1220, -3064
7700,  4649, -1238, -2991
7710,  4655, -1293, -2938
7721,  4660, -1353, -2918
7730,  4651, -1388, -2934
7739,  4632, -1372, -2986
7750,  4646, -1340, -3102
7759,  4691, -1294, -3232
7770,  4734, -1250, -3343
7780,  4751, -1205, -3404
7789,  4739, -1192, -3399
7800,  4741, -1245, -3339
7809,  4750, -1314, -3303
7820,  4767, -1367, -3313
7830,  4807, -1401, -3371
7839,  4892, -1431, -3516
7850,  5000, -1408, -3720
7859,  5120, -1336, -3962
7870,  5199, -1258, -4176
7879,  5263, -1229, -4345
7890,  5354, -1286, -4489
7900,  5404, -1381, -4631
7909,  5438, -1475, -4789
7920,  5516, -1573, -5049
7930,  5633, -1670, -5393
7939,  5727, -1754, -5731
7950,  5742, -1742, -6038
7959,  5727, -1666, -6288
7970,  5782, -1656, -6467
7979,  5802, -1648, -6532
7989,  5646, -1614, -6472
8000,  5442, -1618, -6424
8009,  5286, -1684, -6531
8020,  5121, -1741, -6648
8029,  4932, -1781, -6692
8039,  4757, -1766, -6677
8050,  4617, -1621, -6615
8059,  4747, -1343, -6816
8070,  5028,  -915, -7237
8079,  5325,  -413, -7446
8090,  5512,    59, -7224
8099,  5309,   477, -6405
8109,  4613,   795, -4975
8120,  3640,   805, -3214
8129,  2798,   303, -1546
8140,  2384,  -484,  -307
8149,  2578, -1368,   123
8159,  3203, -2047,  -172
8169,  3995, -2297,  -929
8179,  4769, -2094, -1928
8190,  5351, -1556, -2752
8199,  5653,  -843, -3037
8210,  5503,  -118, -2656
8219,  5183,   226, -1797
8229,  5070,     4,  -800
8240,  4922,  -448,     6
8249,  4894,  -967,   558
8260,  5100, -1493,   802
8269,  5426, -1892,   824
8279,  5717, -2090,   805
8290,  5793, -1942,   957
8299,  5613, -1523,  1297
8310,  5337, -1035,  1671
8319,  5033,  -628,  1961
8328,  4704,  -308,  2189
8339,  4332,  -189,  2363
8349,  3918,  -316,  2561
8360,  3529,  -739,  2753
8369,  3117, -1367,  2865
8380,  2751, -2092,  2960
8389,  2446, -2799,  2985
8398,  2182, -3282,  2978
8409,  2060, -3503,  2916
8419,  2149, -3502,  2681
8430,  2372, -3285,  2285
8439,  2681, -2895,  1846
8448,  2978, -2400,  1457
8459,  3234, -1883,  1136
8469,  3507, -1503,   872
8480,  3779, -1316,   659
8489,  4011, -1289,   498
8500,  4144, -1326,   415
8509,  4157, -1339,   441
8518,  4192, -1451,   498
8529,  4292, -1640,   459
8539,  4396, -1837,   316
8550,  4515, -1983,   180
8559,  4591, -2023,    67
8568,  4686, -2022,   -11
8579,  4794, -1982,   -81
8588,  4890, -1878,  -149
8599,  5005, -1794,  -229
8609,  5123, -1753,  -365
8620,  5186, -1685,  -527
8629,  5227, -1660,  -673
8638,  5210, -1646,  -750
8649,  5168, -1652,  -767
8659,  5133, -1691,  -785
8669,  5117, -1744,  -825
8679,  5148, -1778,  -929
8688,  5210, -1766, -1090
8699,  5264, -1699, -1238
8708,  5267, -1580, -1311
8719,  5212, -1408, -1303
8729,  5152, -1249, -1218
8738,  5069, -1131, -1093
8749,  4977, -1081,  -956
8758,  4906, -1115,  -834
8769,  4855, -1251,  -761
8778,  4791, -1438,  -732
8789,  4690, -1604,  -736
8799,  4549, -1700,  -725
8808,  4355, -1724,  -697
8819,  4117, -1664,  -673
8828,  3844, -1571,  -683
8839,  3462, -1442,  -752
8848,  2916, -1320,  -903
8859,  2214, -1267, -1143
8869,  1343, -1254, -1412
8878,   592, -1322, -1690
8889,   -33, -1368, -2043
8898,  -412, -1396, -2557
8909,  -669, -1454, -3247
8919,  -989, -1346, -4022
8928, -1329, -1033, -4686
8939, -1667,  -590, -5114
8948, -1834,  -286, -5328
8959, -1727,  -170, -5386
8968, -1275,  -372, -5441
8978,  -400,  -788, -5375
8989,   400, -1175, -5079
8998,  1157, -1532, -4662
9009,  1756, -1551, -4030
9018,  2426, -1338, -3314
9028,  3184,  -974, -2603
9039,  3760,  -259, -1675
9048,  4362,   482,  -656
9059,  5131,   902,   298
9068,  5972,   850,  1094
9079,  6673,   527,  1661
9088,  7039,   -23,  2034
9098,  7240,  -649,  2506
9109,  7316, -1108,  3044
9118,  7281, -1257,  3468
9129,  7451, -1320,  3400
9138,  8211, -1633,  2759
9148,  9333, -2138,  1947
9159, 10070, -2718,  1229
9168, 10258, -3499,   568
9179, 10284, -4490,    91
9188, 10093, -5454,   -92
9198,  9672, -6224,   -41
9209,  9206, -6708,   235
9218,  8878, -6848,   588
9229,  8800, -6791,   759
9238,  8880, -6713,   488
9247,  8905, -6581,  -166
9259,  8769, -6448,  -900
9268,  8383, -6301, -1581
9279,  7921, -6271, -2305
9288,  7435, -6312, -3104
9297,  6870, -6277, -3858
9308,  6261, -6163, -4433
9318,  5697, -5821, -4818
9329,  5347, -5287, -5105
9338,  5196, -4670, -5247
9347,  5040, -3927, -5233
9358,  4919, -3197, -5036
9368,  4900, -2636, -4705
9379,  4948, -2298, -4351
9388,  4987, -2104, -3984
9399,  4978, -2026, -3581
9408,  4903, -2021, -3157
9417,  4809, -2049, -2754
