time,gyrx,gyry,gyrz
1586,   -14,   -14,     7
1596,   -14,   -14,     7
1606,   -14,   -14,     8
1616,   -14,   -14,     8
1627,   -14,   -14,     9
1636,   -14,   -14,     9
1646,   -14,   -14,     9
1657,   -14,   -14,     8
1666,   -14,   -14,     8
1675,   -14,   -14,     8
1686,   -14,   -14,     8
1696,   -14,   -14,     8
1707,   -14,   -14,     8
1716,   -13,   -14,     9
1727,   -13,   -14,     9
1736,   -13,   -14,     9
1745,   -14,   -14,     8
1756,   -14,   -14,     8
1766,   -16,   -14,     8
1777,   -16,   -14,     7
1786,   -17,   -14,     7
1795,   -18,   -14,     7
1806,   -18,   -14,     7
1816,   -18,   -14,     6
1826,   -17,   -14,     6
1836,   -16,   -14,     7
1847,   -15,   -14,     7
1856,   -15,   -14,     7
1865,   -15,   -14,     7
1876,   -16,   -14,     7
1886,   -17,   -14,     6
1897,   -17,   -15,     6
1906,   -18,   -19,     5
1915,   -19,   -21,     4
1926,   -20,   -21,     3
1935,   -18,   -20,     2
1946,   -17,   -19,     0
1956,   -19,   -19,    -1
1965,   -20,   -20,    -2
1976,   -22,   -20,    -1
1985,   -22,   -19,     0
1996,   -20,   -18,     1
2006,   -19,   -17,     2
2017,   -18,   -17,     0
2026,   -17,   -17,    -1
2035,   -16,   -16,     0
2046,   -14,   -16,     3
2055,   -13,   -15,     8
2066,   -12,   -14,    12
2076,   -12,   -13,    15
2085,   -14,   -12,    17
2096,   -17,   -12,    17
2105,   -19,   -12,    17
2116,   -20,   -12,    17
2126,   -19,   -12,    14
2135,   -17,   -13,    10
2146,   -15,   -14,     6
2155,   -14,   -15,     3
2166,   -13,   -16,     3
2176,   -12,   -17,     4
2185,   -11,   -17,     6
2196,   -11,   -18,     8
2205,   -10,   -18,    10
2216,   -10,   -18,    11
2225,   -12,   -18,    11
2236,   -13,   -17,     8
2246,   -16,   -17,     4
2255,   -20,   -17,     0
2266,   -22,   -18,    -2
2275,   -22,   -18,     0
2286,   -20,   -18,     4
2295,   -14,   -18,    10
2305,    -7,   -18,    15
2316,    -1,   -18,    17
2325,     2,   -18,    17
2336,     3,   -18,    14
2345,     0,   -17,     9
2355,    -6,   -17,     7
2366,   -11,   -16,     5
2375,   -18,   -15,     4
2386,   -23,   -13,     3
2395,   -25,   -12,     2
2406,   -25,   -11,     3
2415,   -26,   -11,     5
2425,   -25,   -10,     4
2436,   -23,   -10,     2
2445,   -20,    -9,     0
2456,   -17,   -10,     1
2465,   -14,   -11,     4
2475,   -11,   -12,     7
2486,    -9,   -13,    10
2495,    -7,   -14,    12
2506,    -6,   -15,    11
2515,    -6,   -14,     9
2524,    -7,   -14,     7
2535,    -9,   -14,     6
2545,   -12,   -14,     7
2556,   -14,   -14,     8
2565,   -16,   -13,    10
2576,   -18,   -12,    11
2585,   -18,   -11,    12
2595,   -18,   -11,    12
2606,   -17,   -12,    14
2615,   -13,   -13,    15
2626,    -9,   -13,    14
2635,    -6,   -14,    13
2644,    -6,   -13,    11
2655,    -7,   -13,     9
2665,    -9,   -13,     8
2676,   -12,   -13,     6
2685,   -16,   -14,     4
2696,   -20,   -16,     4
2705,   -23,   -18,     3
2714,   -22,   -18,     3
2726,   -19,   -18,     3
2735,   -17,   -18,     4
2746,   -15,   -19,     4
2755,   -15,   -19,     5
2764,   -17,   -20,     5
2775,   -18,   -20,     6
2785,   -20,   -20,     6
2796,   -22,   -19,     6
2805,   -22,   -17,     7
2814,   -22,   -15,     8
2825,   -22,   -13,     9
2834,   -22,   -13,    10
2845,   -21,   -14,     9
2855,   -19,   -15,     8
2864,   -16,   -15,     9
2875,   -12,   -14,    12
2884,    -9,   -13,    15
2895,    -7,   -13,    18
2905,    -6,   -12,    18
2916,    -7,   -12,    17
2925,   -10,   -13,    14
2934,   -14,   -14,    10
2945,   -18,   -15,     8
2954,   -21,   -17,     6
2966,   -21,   -17,     4
2975,   -20,   -17,     4
2984,   -19,   -17,     4
2995,   -18,   -16,     5
3004,   -19,   -16,     5
3015,   -18,   -15,     5
3025,   -18,   -15,     6
3034,   -17,   -14,     8
3045,   -15,   -13,    10
3054,   -15,   -13,    10
3065,   -15,   -14,     9
3075,   -15,   -13,     9
3084,   -15,   -14,     8
3095,   -15,   -14,     8
3104,   -13,   -14,     9
3115,   -12,   -15,    10
3124,   -12,   -15,    12
3134,   -12,   -15,    14
3145,   -12,   -14,    15
3154,   -12,   -13,    16
3165,   -12,   -13,    15
3174,   -12,   -13,    14
3185,   -13,   -13,    12
3195,   -12,   -14,     8
3204,   -12,   -14,     6
3215,   -12,   -15,     5
3224,   -13,   -15,     5
3234,   -14,   -14,     6
3245,   -15,   -14,     7
3254,   -16,   -13,     8
3265,   -17,   -12,     8
3274,   -16,   -12,     7
3285,   -15,   -12,     6
3294,   -14,   -12,     5
3304,   -12,   -12,     6
3315,   -10,   -12,     9
3324,    -8,   -12,    11
3335,    -7,   -12,    12
3344,    -8,   -12,    13
3354,   -10,   -12,    11
3365,   -13,   -13,     9
3374,   -16,   -14,     7
3385,   -18,   -14,     6
3394,   -18,   -14,     5
3403,   -16,   -14,     6
3414,   -15,   -14,     7
3424,   -15,   -15,     7
3435,   -15,   -14,     7
3444,   -16,   -14,     8
3455,   -17,   -14,    10
3464,   -17,   -15,    13
3474,   -18,   -16,    14
3485,   -19,   -18,    15
3494,   -20,   -18,    14
3505,   -20,   -18,    13
3514,   -19,   -21,    15
3523,   -18,   -23,    21
3534,   -17,   -24,    27
3544,   -17,   -24,    27
3555,   -18,   -24,    19
3564,   -20,   -27,     8
3575,   -25,   -31,    -2
3584,   -31,   -35,    -7
3594,   -35,   -34,    -5
3604,   -36,   -30,     1
3614,   -31,   -20,    11
3625,   -18,    -8,    19
3634,     1,     1,    28
3643,    26,    14,    37
3654,    40,    27,    41
3664,    39,    39,    39
3675,    23,    51,    30
3684,    -6,    60,    11
3693,   -36,    70,    -6
3704,   -56,    79,   -14
3714,   -64,    81,   -12
3724,   -65,    75,    -1
3734,   -56,    61,    12
3743,   -36,    46,    19
3754,   -19,    32,    18
3763,    -9,    18,    15
3774,    -4,    12,    16
3784,    -4,    12,    16
3795,    -7,    15,    11
3804,   -13,    17,     4
3813,   -25,    14,     0
3824,   -37,    10,     0
3833,   -42,     9,     5
3844,   -39,    10,    12
3854,   -26,    14,    18
3865,    -9,    17,    24
3874,     2,    19,    26
3883,     5,    21,    22
3894,    -1,    22,    13
3903,   -13,    23,     2
3914,   -24,    22,    -5
3924,   -32,    19,    -7
3933,   -34,    14,    -6
3944,   -29,     8,     0
3953,   -20,     3,     7
3964,   -12,     0,    12
3973,    -7,    -3,    12
3984,    -6,    -4,     7
3994,    -8,    -5,    -1
4003,   -12,    -7,    -8
4014,   -16,   -10,   -11
4023,   -17,   -12,    -8
4034,   -15,   -14,    -3
4043,   -12,   -14,     1
4054,   -11,   -15,     3
4064,   -11,   -15,     4
4073,   -13,   -15,     5
4084,   -13,   -14,     6
4093,   -13,   -13,     5
4104,   -15,   -13,     5
4113,   -17,   -14,     4
4123,   -21,   -15,     3
4134,   -26,   -15,     1
4143,   -32,   -16,     0
4154,   -37,   -17,     2
4163,   -37,   -18,     5
4174,   -32,   -18,     7
4184,   -23,   -17,     7
4193,   -17,   -16,     6
4204,   -16,   -15,     6
4213,   -21,   -13,     6
4224,   -27,   -12,     6
4233,   -30,   -10,     6
4243,   -31,    -9,     6
4254,   -31,   -10,     7
4263,   -31,   -11,     7
4274,   -29,   -14,     5
4283,   -25,   -17,     5
4294,   -17,   -21,     5
4303,    -7,   -23,     7
4313,     2,   -25,    11
4324,     5,   -26,    14
4333,     5,   -25,    15
4344,     1,   -22,    15
4353,    -5,   -19,    14
4364,   -13,   -16,    13
4373,   -18,   -13,    12
4383,   -21,   -10,     9
4394,   -24,    -9,     6
4403,   -25,    -9,     5
4414,   -23,   -11,     7
4423,   -17,   -14,    10
4434,    -9,   -18,    12
4443,    -2,   -22,    13
4453,     3,   -24,    13
4464,     5,   -24,    12
4473,     2,   -22,     9
4482,    -5,   -20,     6
4493,   -14,   -17,     5
4503,   -22,   -15,     4
4514,   -26,   -13,     5
4523,   -27,   -12,     6
4533,   -28,   -12,     7
4544,   -27,   -12,     8
4553,   -25,   -12,    10
4562,   -22,   -13,    11
4573,   -18,   -14,    11
4583,   -15,   -14,    11
4594,   -15,   -15,    10
4603,   -16,   -15,     9
4612,   -17,   -16,     8
4623,   -16,   -17,     7
4632,   -15,   -17,     8
4643,   -13,   -16,     9
4653,   -11,   -15,    13
4664,   -10,   -14,    16
4673,    -8,   -11,    17
4682,    -7,   -10,    16
4693,    -6,   -10,    15
4703,    -3,   -11,    14
4713,     2,   -12,    16
4723,     4,   -13,    18
4734,     4,   -15,    16
4743,     1,   -18,    14
4752,    -2,   -19,    16
4763,    -4,   -17,    18
4773,    -5,   -12,    19
4782,    -7,    -7,    19
4793,   -14,    -2,    16
4802,   -24,     2,    15
4814,   -34,     6,    18
4823,   -42,     8,    23
4832,   -53,     7,    23
4843,   -60,     2,    13
4852,   -64,    -6,    -1
4863,   -62,    -9,   -15
4873,   -53,   -14,   -19
4882,   -42,   -21,    -9
4893,   -33,   -25,     8
4902,   -23,   -31,    26
4913,   -21,   -35,    36
4922,   -20,   -35,    36
4933,   -16,   -32,    29
4943,   -17,   -27,    20
4952,   -22,   -27,    12
4963,   -28,   -30,    10
4972,   -26,   -31,    13
4983,   -18,   -30,    19
4993,   -11,   -30,    25
5003,    -6,   -30,    28
5013,    -2,   -28,    28
5022,     3,   -25,    28
5033,     5,   -22,    24
5042,     4,   -22,    14
5053,     4,   -21,     1
5063,     3,   -20,    -6
5072,     3,   -19,    -7
5083,     4,   -18,    -2
5092,     4,   -17,     6
5103,     6,   -17,    12
5112,     5,   -18,    15
5123,     2,   -18,    15
5133,     1,   -18,    12
5142,     0,   -16,     8
5153,    -2,   -14,     4
5162,    -6,   -12,     0
5172,   -10,   -10,     0
5183,   -15,   -10,     2
5192,   -18,   -10,     3
5203,   -20,   -10,     5
5212,   -21,   -11,     6
5222,   -20,   -12,     6
5233,   -18,   -13,     6
5242,   -16,   -14,     5
5253,   -15,   -15,     4
5262,   -14,   -15,     1
5273,   -14,   -16,    -1
5282,   -14,   -15,    -2
5292,   -14,   -15,    -1
5303,   -16,   -17,     1
5312,   -18,   -20,     4
5323,   -14,   -23,     4
5332,    -6,   -22,     3
5341,     2,   -20,     1
5352,     5,   -17,     1
5362,     2,   -14,     1
5373,    -6,   -12,     3
5382,   -14,    -9,     6
5393,   -20,    -7,     7
5402,   -24,    -7,     7
5412,   -25,    -8,     8
5422,   -25,   -10,    10
5432,   -22,   -12,    11
5443,   -18,   -14,    10
5452,   -13,   -16,     7
5463,    -8,   -17,     6
5472,    -6,   -17,     6
5482,    -9,   -17,     7
5493,   -14,   -17,     9
5502,   -20,   -16,    11
5513,   -25,   -16,    11
5522,   -27,   -17,    12
5532,   -25,   -19,    12
5542,   -20,   -20,    13
5552,   -13,   -21,    11
5563,    -9,   -21,     8
5572,    -8,   -21,     4
5581,   -10,   -22,     1
5592,   -12,   -23,     0
5602,   -13,   -23,     1
5613,   -13,   -23,     2
5622,   -13,   -21,     3
5633,   -14,   -19,     5
5642,   -17,   -16,     6
5651,   -20,   -13,     6
5662,   -23,   -13,     5
5672,   -23,   -14,     5
5683,   -20,   -14,     4
5692,   -17,   -16,     2
5701,   -14,   -17,     2
5712,   -12,   -18,     3
5721,   -12,   -19,     4
5732,   -12,   -19,     5
5742,   -13,   -20,     7
5751,   -13,   -21,    10
5762,   -13,   -23,    13
5771,   -11,   -25,    14
5782,    -6,   -28,    15
5791,     1,   -31,    15
5802,     8,   -32,    15
5812,    13,   -33,    15
5823,    12,   -34,    15
5832,     6,   -36,    15
5841,    -2,   -38,    16
5852,    -9,   -41,    18
5861,    -9,   -46,    22
5872,    -2,   -54,    25
5882,    10,   -63,    28
5892,    23,   -69,    27
5902,    30,   -77,    21
5911,    32,   -83,    12
5922,    30,   -88,     1
5931,    27,   -91,    -7
5942,    29,   -94,    -8
5952,    39,   -97,    -2
5961,    55,   -97,     6
5972,    63,   -95,    18
5981,    59,   -86,    32
5992,    39,   -68,    40
6001,     2,   -49,    35
6012,   -41,   -42,    22
6022,   -64,   -45,     6
6031,   -60,   -52,   -12
6042,   -40,   -62,   -19
6051,    -8,   -67,    -7
6062,    24,   -62,    24
6071,    37,   -51,    48
6081,    30,   -36,    55
6092,     7,   -18,    48
6101,   -30,    -3,    27
6112,   -67,     3,    -3
6121,   -91,    -4,   -31
6132,   -92,   -11,   -45
6142,   -77,   -16,   -43
6151,   -60,   -22,   -33
6162,   -44,   -25,   -21
6171,   -30,   -26,    -4
6182,   -21,   -25,     8
6191,   -20,   -22,    11
6201,   -23,   -18,     9
6212,   -24,   -15,     5
6221,   -23,   -15,     0
6232,   -18,   -15,    -2
6241,   -14,   -16,     1
6251,   -11,   -16,     8
6262,   -10,   -17,    16
6271,    -8,   -17,    23
6282,    -9,   -15,    25
6291,   -14,   -12,    24
6302,   -19,   -10,    21
6311,   -25,   -10,    17
6321,   -28,   -10,    12
6332,   -28,   -11,     9
6341,   -25,   -12,     9
6350,   -22,   -14,     9
6361,   -20,   -16,     9
6371,   -19,   -17,     8
6382,   -20,   -17,     8
6391,   -20,   -14,     8
6400,   -19,   -11,     9
6411,   -18,   -10,    10
6421,   -17,    -9,    11
6432,   -15,    -9,    11
6441,   -15,    -8,    11
6452,   -16,    -8,    10
6461,   -18,    -9,    10
6470,   -21,   -10,    10
6481,   -22,   -11,    11
6491,   -21,   -12,    12
6502,   -20,   -12,    11
6511,   -18,   -13,    10
6520,   -15,   -13,     8
6531,   -10,   -13,     7
6541,    -6,   -14,     7
6552,    -3,   -16,     9
6561,    -2,   -17,    12
6572,    -1,   -18,    14
6581,    -5,   -17,    13
6590,   -11,   -15,    12
6601,   -18,   -14,    12
6611,   -23,   -13,    11
6622,   -24,   -12,    10
6631,   -22,   -12,     9
6640,   -19,   -12,     9
6651,   -16,   -13,    10
6661,   -12,   -14,    11
6671,   -11,   -16,    12
6681,   -12,   -18,    13
6690,   -13,   -19,    12
6701,   -15,   -18,    11
6710,   -17,   -17,    10
6721,   -18,   -15,     9
6731,   -19,   -12,     7
6742,   -21,    -8,     6
6751,   -23,    -5,     5
6760,   -25,    -3,     5
6771,   -24,    -2,     6
6780,   -22,    -3,     9
6791,   -18,    -3,    10
6801,   -14,    -3,    12
6810,   -13,    -3,    12
6821,   -14,    -3,    10
6830,   -17,    -1,     8
6841,   -22,     1,     4
6850,   -29,     5,     0
6861,   -35,     8,    -4
6871,   -36,    11,    -7
6880,   -36,    14,    -9
6891,   -32,    15,    -8
6900,   -27,    16,    -2
6911,   -21,    18,     6
6921,   -17,    21,    11
6930,   -15,    23,    14
6941,   -14,    23,    13
6950,   -12,    21,    13
6961,    -7,    18,    14
6970,    -1,    16,    12
6981,     2,    14,    11
6991,     2,    14,    12
7000,     0,    13,    18
7011,    -5,    12,    24
7020,   -13,    11,    27
7031,   -22,     8,    26
7040,   -26,     5,    26
7050,   -25,     3,    29
7061,   -18,     0,    35
7070,    -6,    -4,    46
7081,     2,    -7,    55
7090,     9,    -8,    59
7101,    15,    -8,    54
7110,    13,   -10,    40
7120,     4,   -12,    24
7131,   -10,   -13,    11
7140,   -25,   -11,     1
7151,   -36,    -9,    -9
7160,   -41,    -7,   -12
7170,   -41,    -4,    -7
7181,   -36,    -2,     2
7190,   -25,    -2,    14
7201,   -13,    -3,    23
7211,    -4,    -7,    26
7220,     1,   -12,    24
7231,    -1,   -16,    16
7240,    -9,   -18,     5
7250,   -19,   -18,    -5
7261,   -30,   -17,   -11
7270,   -38,   -16,   -12
7280,   -41,   -14,    -9
7291,   -38,   -13,    -3
7300,   -30,   -13,     3
7311,   -20,   -14,     8
7320,    -9,   -16,    12
7330,     0,   -18,    12
7341,     4,   -19,     9
7350,     1,   -20,     3
7361,    -6,   -18,    -3
7370,   -15,   -17,    -7
7379,   -23,   -15,    -9
7390,   -27,   -14,    -9
7400,   -28,   -12,    -4
7411,   -24,   -12,     3
7420,   -16,   -12,    10
7431,    -8,   -13,    13
7440,    -2,   -14,    12
7449,     3,   -14,     9
7460,     4,   -13,     5
7470,     2,   -13,     2
7481,    -1,   -13,     1
7490,    -6,   -13,     0
7499,   -12,   -14,     0
7510,   -17,   -13,     0
7520,   -21,   -13,    -2
7530,   -25,   -13,    -4
7540,   -27,   -14,    -6
7551,   -28,   -13,    -8
7560,   -26,   -13,   -10
7569,   -23,   -14,    -9
7580,   -19,   -15,    -6
7590,   -14,   -14,    -2
7601,   -10,   -14,     3
7610,    -8,   -13,     7
7619,    -8,   -14,     9
7630,   -10,   -14,    10
7639,   -12,   -15,     9
7650,   -15,   -15,     8
7660,   -16,   -15,     7
7671,   -16,   -14,     7
7680,   -16,   -14,     9
7689,   -15,   -14,    11
7700,   -15,   -15,    12
7710,   -15,   -15,    11
7721,   -15,   -16,    10
7730,   -15,   -16,     8
7739,   -14,   -17,     7
7750,   -14,   -16,     8
7759,   -14,   -16,     9
7770,   -15,   -14,     9
7780,   -16,   -13,    10
7789,   -17,   -13,    11
7800,   -16,   -13,    12
7809,   -15,   -14,    11
7820,   -13,   -15,    10
7830,   -12,   -15,     9
7839,   -13,   -16,     8
7850,   -14,   -15,     7
7859,   -17,   -14,     5
7870,   -19,   -13,     5
7879,   -19,   -12,     6
7890,   -17,   -11,     7
7900,   -15,   -10,     7
7909,   -15,   -10,     5
7920,   -17,    -9,     4
7930,   -21,    -7,     0
7939,   -26,    -4,    -5
7950,   -31,    -2,    -9
7959,   -34,    -1,    -9
7970,   -32,     0,    -5
7979,   -24,     3,    -1
7989,   -16,     4,     2
8000,    -7,     3,     8
8009,    -1,     5,    12
8020,    -1,     7,    13
8029,    -8,     8,     8
8039,   -18,     9,     0
8050,   -29,     7,    -9
8059,   -37,     7,   -17
8070,   -39,    14,   -21
8079,   -36,    23,   -18
8090,   -33,    35,    -9
8099,   -35,    44,     1
8109,   -45,    45,     7
8120,   -56,    33,    15
8129,   -58,    17,    20
8140,   -52,    -1,    20
8149,   -37,   -15,    15
8159,   -13,   -19,    10
8169,    10,   -16,     5
8179,    25,    -6,     3
8190,    30,     7,     5
8199,    22,    21,     8
8210,     0,    30,    12
8219,   -28,    31,    17
8229,   -47,    29,    20
8240,   -53,    26,    19
8249,   -52,    21,    16
8260,   -44,    19,    11
8269,   -30,    21,     5
8279,   -12,    23,     0
8290,     6,    26,     1
8299,    16,    26,     5
8310,    21,    25,    10
8319,    22,    24,    15
8328,    16,    23,    19
8339,     6,    23,    24
8349,    -7,    23,    28
8360,   -20,    22,    28
8369,   -30,    19,    24
8380,   -35,    16,    19
8389,   -32,    11,    13
8398,   -24,     5,     7
8409,   -16,    -2,     3
8419,    -9,    -8,    -2
8430,    -4,   -12,    -5
8439,    -1,   -13,    -5
8448,     0,   -13,    -3
8459,    -2,   -13,     1
8469,    -6,   -12,     6
8480,   -10,   -11,     9
8489,   -14,   -10,     9
8500,   -17,    -9,     7
8509,   -20,   -10,     7
8518,   -22,   -13,     8
8529,   -18,   -16,     8
8539,   -11,   -17,     9
8550,    -4,   -18,    10
8559,     0,   -18,    11
8568,     1,   -19,    11
8579,     0,   -19,    10
8588,    -3,   -20,     9
8599,    -6,   -21,     8
8609,    -7,   -20,     7
8620,    -9,   -19,     6
8629,   -11,   -19,     6
8638,   -12,   -18,     6
8649,   -14,   -19,     5
8659,   -15,   -19,     5
8669,   -14,   -20,     5
8679,   -11,   -20,     5
8688,    -9,   -19,     5
8699,    -7,   -18,     4
8708,    -7,   -16,     3
8719,   -12,   -15,     2
8729,   -16,   -15,     2
8738,   -19,   -15,     4
8749,   -19,   -16,     6
8758,   -19,   -17,     8
8769,   -17,   -18,     9
8778,   -15,   -18,     8
8789,   -13,   -18,     7
8799,   -12,   -18,     5
8808,   -11,   -18,     4
8819,    -9,   -19,     6
8828,    -7,   -19,     9
8839,    -5,   -19,    12
8848,    -4,   -19,    15
8859,    -6,   -18,    19
8869,    -9,   -17,    19
8878,   -12,   -18,    19
8889,   -13,   -19,    16
8898,   -14,   -20,    11
8909,   -11,   -19,     6
8919,    -6,   -17,     3
8928,    -2,   -13,     4
8939,    -2,    -7,     9
8948,    -5,    -3,    16
8959,   -12,     1,    21
8968,   -22,     6,    20
8978,   -34,    15,    15
8989,   -48,    22,     4
8998,   -58,    25,   -10
9009,   -62,    27,   -17
9018,   -67,    26,   -22
9028,   -64,    29,   -23
9039,   -54,    31,   -18
9048,   -48,    27,    -9
9059,   -44,    21,     6
9068,   -42,    15,    22
9079,   -44,    11,    29
9088,   -47,     9,    27
9098,   -49,     2,    27
9109,   -59,    -7,    26
9118,   -75,   -19,    22
9129,   -85,   -35,    25
9138,   -83,   -45,    33
9148,   -74,   -45,    46
9159,   -69,   -40,    53
9168,   -66,   -38,    55
9179,   -63,   -37,    56
9188,   -62,   -36,    52
9198,   -60,   -37,    41
9209,   -56,   -41,    28
9218,   -51,   -47,    17
9229,   -46,   -53,    12
9238,   -36,   -56,    11
9247,   -23,   -54,    11
9259,    -9,   -51,    13
9268,     5,   -47,    16
9279,    15,   -46,    16
9288,    23,   -43,    12
9297,    27,   -37,     3
9308,    27,   -32,    -5
9318,    23,   -29,   -12
9329,    18,   -27,   -16
9338,    16,   -22,   -18
9347,    13,   -17,   -17
9358,     7,   -13,   -13
9368,    -3,   -10,    -8
9379,   -11,    -8,    -4
9388,   -14,    -7,    -3
9399,   -13,    -7,    -1
9408,   -10,    -8,     1
9417,    -6,   -10,     2
9428,    -3,   -13,     3
9438,    -3,   -15,     4
9449,    -6,   -16,     6
9458,   -11,   -17,     8
9467,   -17,   -17,     8
9478,   -21,   -17,     9
9488,   -22,   -17,     8
9497,   -19,   -17,     7
9508,   -15,   -18,     4
9518,   -10,   -19,     0
9529,    -7,   -20,     0
9538,    -5,   -19,     1
9547,    -3,   -19,     4
9558,    -2,   -18,     8
9567,    -2,   -17,    10
9578,    -5,   -15,    11
9588,   -10,   -15,    10
9599,   -13,   -16,     8
9608,   -13,   -16,     7
9617,   -12,   -16,     4
9628,   -10,   -17,     1
9638,    -9,   -17,     1
9649,    -9,   -18,     2
9658,    -9,   -19,     3
9667,    -9,   -20,     7
9678,   -11,   -21,    11
9687,   -13,   -23,    13
9698,   -15,   -23,    11
9708,   -16,   -23,     8
9717,   -16,   -23,     6
9728,   -16,   -22,     4
9737,   -16,   -21,     5
9748,   -16,   -21,     6
9758,   -14,   -21,     8
9767,   -13,   -21,     9
9778,   -12,   -21,    11
9787,   -11,   -20,    12
9798,   -12,   -20,    12
9807,   -15,   -21,    10
9818,   -20,   -21,     6
9828,   -27,   -21,     1
9837,   -33,   -21,    -3
9848,   -29,   -25,    -2
9857,   -23,   -33,     1
9868,   -16,   -44,     5
9878,    -7,   -50,     7
9887,     1,   -55,    10
9898,     7,   -60,    11
9907,    10,   -63,     9
9918,    10,   -62,     6
9927,     8,   -56,     3
9937,     2,   -54,     1
9948,   -11,   -55,    -2
9957,   -25,   -56,    -6
9968,   -36,   -54,    -8
9977,   -44,   -50,    -5
9988,   -47,   -48,     0
9998,   -45,   -44,     3
10007,   -38,   -44,     6
10018,   -22,   -51,    13
10027,     0,   -56,    17
10038,    18,   -62,    16
10047,    22,   -65,    16
10057,    13,   -70,    15
10068,    11,   -64,     2
10077,    24,   -57,     0
10088,    48,   -49,    19
10097,    75,   -44,    44
10108,    93,   -36,    51
10117,    96,   -29,    41
