time,accx,accy,accz
5452, -3939,  5530,  6032
5461, -3929,  5505,  6008
5472, -3952,  5501,  6028
5482, -3985,  5515,  6067
5493, -4019,  5552,  6119
5502, -4041,  5578,  6170
5511, -4070,  5598,  6234
5522, -4114,  5641,  6304
5532, -4143,  5706,  6333
5542, -4154,  5755,  6329
5552, -4154,  5750,  6331
5561, -4139,  5722,  6353
5572, -4119,  5689,  6361
5582, -4086,  5654,  6344
5593, -4039,  5612,  6301
5602, -3993,  5558,  6244
5612, -3941,  5481,  6185
5621, -3883,  5419,  6128
5632, -3828,  5371,  6090
5641, -3786,  5291,  6065
5652, -3764,  5149,  6080
5662, -3767,  5009,  6130
5671, -3786,  4917,  6179
5682, -3795,  4881,  6219
5691, -3807,  4872,  6248
5702, -3817,  4865,  6275
5712, -3833,  4854,  6297
5723, -3854,  4853,  6324
5732, -3876,  4861,  6363
5741, -3883,  4889,  6386
5752, -3879,  4930,  6378
5761, -3887,  4987,  6368
5772, -3909,  5065,  6363
5782, -3929,  5135,  6358
5791, -3945,  5194,  6362
5802, -3949,  5243,  6348
5811, -3964,  5263,  6346
5821, -3975,  5295,  6339
5832, -3977,  5348,  6293
5841, -3964,  5367,  6229
5852, -3960,  5363,  6174
5862, -3966,  5357,  6157
5871, -3983,  5355,  6170
5882, -3999,  5377,  6182
5891, -3987,  5421,  6142
5902, -3960,  5456,  6077
5911, -3940,  5463,  6050
5922, -3954,  5499,  6092
5932, -4035,  5549,  6182
5941, -4105,  5592,  6281
5952, -4129,  5628,  6326
5961, -4102,  5650,  6321
5972, -4086,  5658,  6320
5981, -4103,  5674,  6317
5991, -4112,  5655,  6291
6002, -4110,  5587,  6259
6011, -4085,  5553,  6222
6022, -4062,  5523,  6190
6031, -4047,  5511,  6184
6042, -4055,  5518,  6230
6051, -4084,  5488,  6305
6061, -4124,  5484,  6382
6072, -4142,  5495,  6386
6081, -4128,  5482,  6342
6092, -4089,  5452,  6267
6101, -4034,  5410,  6175
6111, -3988,  5406,  6104
6122, -3965,  5436,  6077
6131, -3960,  5472,  6089
6142, -3982,  5508,  6127
6151, -4021,  5541,  6170
6161, -4073,  5518,  6190
6172, -4125,  5450,  6228
6181, -4165,  5417,  6304
6192, -4197,  5465,  6379
6201, -4229,  5561,  6410
6211, -4240,  5615,  6411
6222, -4271,  5553,  6424
6231, -4319,  5389,  6480
6242, -4393,  5168,  6528
6251, -4420,  4781,  6583
6261, -4419,  4256,  6649
6272, -4396,  3691,  6730
6281, -4346,  3097,  6800
6292, -4320,  2556,  6862
6301, -4295,  2213,  6845
6310, -4193,  2063,  6759
6321, -4038,  2030,  6665
6331, -3890,  2034,  6647
6340, -3797,  1975,  6646
6351, -3642,  1805,  6569
6361, -3378,  1596,  6369
6372, -3081,  1445,  6025
6381, -2772,  1363,  5596
6390, -2457,  1296,  5209
6401, -2235,  1264,  4962
6410, -2147,  1360,  4899
6421, -2176,  1612,  4981
6431, -2281,  1891,  5215
6440, -2443,  2165,  5508
6451, -2612,  2401,  5732
6461, -2755,  2574,  5824
6472, -2853,  2700,  5787
6481, -2918,  2858,  5704
6490, -2912,  3067,  5668
6501, -2929,  3285,  5728
6511, -2955,  3542,  5842
6520, -3017,  3697,  5963
6531, -3119,  3678,  6045
6541, -3193,  3593,  6059
6552, -3298,  3546,  5994
6561, -3400,  3561,  5890
6570, -3434,  3648,  5794
6581, -3432,  3810,  5702
6591, -3399,  4004,  5636
6601, -3341,  4161,  5671
6611, -3304,  4383,  5783
6620, -3361,  4688,  5945
6631, -3485,  4920,  6186
6640, -3651,  5105,  6399
6651, -3772,  5230,  6486
6661, -3782,  5288,  6424
6670, -3756,  5321,  6299
6681, -3718,  5375,  6216
6691, -3689,  5395,  6198
6701, -3702,  5412,  6234
6711, -3728,  5444,  6266
6720, -3747,  5428,  6295
6731, -3757,  5415,  6286
6741, -3720,  5392,  6227
6750, -3647,  5375,  6139
6761, -3628,  5411,  6045
6770, -3600,  5485,  5997
6781, -3562,  5540,  6047
6791, -3563,  5534,  6164
6801, -3584,  5474,  6311
6811, -3639,  5404,  6455
6820, -3665,  5393,  6513
6831, -3657,  5427,  6472
6841, -3608,  5489,  6392
6850, -3611,  5573,  6377
6861, -3629,  5682,  6413
6870, -3663,  5807,  6488
6881, -3707,  5911,  6558
6890, -3732,  5915,  6600
6900, -3736,  5929,  6576
6911, -3700,  5969,  6500
6920, -3656,  6037,  6421
6931, -3611,  6104,  6342
6940, -3565,  6126,  6281
6951, -3529,  6126,  6225
6960, -3480,  6061,  6200
6970, -3465,  5965,  6183
6981, -3446,  5863,  6186
6990, -3466,  5717,  6246
7000, -3519,  5555,  6329
7011, -3564,  5378,  6378
7020, -3590,  5257,  6383
7031, -3638,  5210,  6405
7040, -3714,  5150,  6480
7051, -3826,  5079,  6589
7060, -3941,  5095,  6677
7070, -4044,  5118,  6753
7081, -4159,  5116,  6819
7090, -4223,  5103,  6842
7101, -4258,  5075,  6829
7110, -4294,  5053,  6790
7120, -4312,  5026,  6737
7131, -4343,  4996,  6684
7140, -4346,  5010,  6594
7151, -4326,  5049,  6473
7160, -4304,  5075,  6339
7170, -4257,  5083,  6184
7181, -4206,  5151,  6059
7190, -4152,  5267,  5977
7201, -4119,  5341,  5999
7210, -4127,  5423,  6098
7219, -4127,  5492,  6216
7230, -4130,  5578,  6322
7240, -4128,  5638,  6378
7251, -4138,  5594,  6387
7260, -4167,  5519,  6352
7270, -4187,  5412,  6258
7281, -4207,  5277,  6164
7290, -4235,  5231,  6065
7299, -4235,  5199,  5981
7310, -4218,  5167,  5927
7319, -4205,  5148,  5887
7331, -4198,  5133,  5879
7340, -4176,  5126,  5888
7349, -4149,  5100,  5898
7360, -4106,  5103,  5889
7370, -4032,  5107,  5870
7381, -3961,  5098,  5846
7390, -3877,  5158,  5825
7399, -3836,  5278,  5832
7410, -3843,  5349,  5875
7420, -3873,  5375,  5962
7430, -3930,  5321,  6046
7440, -3971,  5185,  6128
7449, -4016,  5059,  6197
7460, -4033,  4977,  6245
7470, -4036,  4965,  6269
7481, -4042,  4947,  6245
7490, -4041,  4839,  6202
7499, -4062,  4769,  6140
7510, -4064,  4764,  6062
7519, -4055,  4783,  5925
7530, -4002,  4715,  5772
7540, -3941,  4638,  5652
7550, -3877,  4570,  5597
7561, -3831,  4526,  5618
7570, -3809,  4475,  5611
7579, -3709,  4382,  5531
7590, -3586,  4203,  5430
7600, -3506,  3970,  5414
7611, -3495,  3771,  5464
7620, -3483,  3670,  5566
7629, -3513,  3594,  5683
7640, -3514,  3493,  5789
7649, -3489,  3329,  5921
7660, -3507,  3282,  6083
7670, -3505,  3380,  6232
7679, -3464,  3561,  6336
7690, -3427,  3717,  6417
7699, -3421,  3832,  6535
7710, -3469,  3964,  6645
7719, -3504,  4022,  6692
7730, -3537,  4041,  6719
7740, -3565,  4097,  6726
7749, -3546,  4125,  6715
7760, -3521,  4164,  6695
7770, -3520,  4246,  6688
7779, -3520,  4326,  6717
7790, -3530,  4405,  6750
7800, -3559,  4474,  6750
7809, -3560,  4470,  6736
7820, -3521,  4455,  6692
7829, -3410,  4427,  6586
7840, -3292,  4354,  6463
7850, -3198,  4261,  6350
7859, -3139,  4093,  6286
7870, -3137,  3940,  6275
7879, -3174,  3847,  6312
7890, -3261,  3769,  6410
7900, -3372,  3664,  6519
7909, -3489,  3585,  6570
7920, -3568,  3516,  6523
7929, -3597,  3466,  6432
7940, -3647,  3471,  6363
7950, -3750,  3512,  6369
7959, -3851,  3569,  6407
7970, -3960,  3654,  6439
7980, -4054,  3784,  6449
7989, -4106,  3904,  6442
8000, -4134,  4027,  6408
8009, -4149,  4125,  6337
8019, -4170,  4186,  6295
8030, -4234,  4244,  6276
8039, -4269,  4330,  6227
8050, -4285,  4435,  6173
8059, -4311,  4566,  6160
8069, -4356,  4690,  6188
8079, -4405,  4721,  6248
8089, -4463,  4712,  6339
8100, -4538,  4672,  6426
8109, -4592,  4631,  6469
8118, -4622,  4592,  6481
8129, -4613,  4575,  6467
8139, -4588,  4595,  6412
8150, -4531,  4656,  6341
8159, -4484,  4696,  6287
8170, -4466,  4763,  6299
8179, -4493,  4838,  6363
8189, -4522,  4825,  6425
8200, -4535,  4772,  6434
8209, -4516,  4660,  6406
8220, -4473,  4535,  6386
8229, -4439,  4428,  6392
8238, -4379,  4370,  6408
8249, -4309,  4360,  6457
8259, -4225,  4394,  6501
8270, -4117,  4419,  6502
8279, -3966,  4422,  6475
8289, -3810,  4434,  6419
8299, -3645,  4433,  6348
8309, -3481,  4433,  6266
8320, -3335,  4430,  6204
8329, -3217,  4451,  6207
8338, -3154,  4515,  6282
8349, -3117,  4546,  6404
8359, -3107,  4548,  6587
8370, -3085,  4553,  6770
8379, -3017,  4520,  6894
8390, -2915,  4523,  6949
8399, -2767,  4566,  6902
8408, -2598,  4588,  6786
8419, -2436,  4584,  6642
8429, -2283,  4587,  6513
8440, -2146,  4592,  6427
8449, -2081,  4536,  6400
8458, -2099,  4467,  6461
8469, -2242,  4372,  6653
8479, -2496,  4274,  6988
8488, -2743,  4260,  7307
8499, -2858,  4346,  7435
8508, -2825,  4443,  7324
8519, -2654,  4520,  7019
8529, -2466,  4570,  6705
8538, -2368,  4645,  6537
8549, -2402,  4666,  6495
8558, -2499,  4541,  6563
8570, -2795,  4437,  6865
8579, -3223,  4406,  7469
8588, -3771,  4636,  8084
8599, -4137,  4992,  8392
8609, -4130,  5252,  8264
8618, -3934,  5327,  7739
8629, -3607,  5246,  7003
8638, -3276,  5107,  6245
8649, -2998,  4951,  5604
8659, -2903,  4808,  5191
8668, -3040,  4682,  5187
8679, -3478,  4568,  5721
8688, -4160,  4686,  6542
8699, -4812,  5047,  7210
8709, -5095,  5276,  7368
8718, -5018,  5193,  6941
8729, -4651,  4992,  6131
8738, -4127,  4891,  5184
8749, -3596,  4950,  4330
8758, -3303,  5027,  3746
8768, -3429,  4960,  3724
8779, -3891,  4895,  4266
8788, -4491,  4925,  4977
8799, -5000,  4856,  5546
8808, -5213,  4686,  5698
8818, -5126,  4638,  5412
8829, -4897,  4726,  4898
8838, -4597,  4866,  4338
8849, -4316,  5032,  3826
8858, -4236,  5065,  3556
8869, -4547,  4932,  3833
8879, -5122,  4659,  4562
8888, -5827,  4381,  5399
8899, -6258,  4095,  5925
8908, -5735,  4102,  5449
8919, -5369,  4131,  5097
8929, -5027,  3854,  5054
8938, -6079,  3751,  4572
8949, -6819,  3932,  4633
8958, -7334,  4119,  5082
8969, -8113,  4472,  5355
8978, -8471,  4722,  5331
8988, -8655,  4673,  5334
8999, -8988,  4669,  5300
9008, -9263,  4857,  5223
9019, -9575,  5017,  5425
9028, -9766,  5079,  5640
9038, -9877,  5211,  5752
9049, -9666,  5326,  5572
9058, -9356,  5212,  5347
9069, -9163,  5134,  5283
9078, -9001,  5182,  5168
9089, -8803,  5251,  5035
9098, -8504,  5225,  4871
9108, -8051,  5180,  4569
9119, -7636,  5165,  4423
9128, -7315,  5209,  4347
9139, -7079,  5300,  4346
9148, -6971,  5372,  4468
9159, -7013,  5449,  4667
9168, -6986,  5475,  4819
9178, -6965,  5462,  5008
9189, -6935,  5519,  5076
9198, -6820,  5534,  5111
9209, -6729,  5539,  5155
9218, -6660,  5545,  5200
9227, -6599,  5498,  5245
9238, -6516,  5427,  5277
9248, -6486,  5330,  5273
9259, -6563,  5270,  5391
9268, -6698,  5190,  5564
9279, -6784,  5191,  5698
9288, -6800,  5234,  5713
9298, -6755,  5219,  5657
9309, -6711,  5140,  5576
9318, -6698,  5146,  5534
9329, -6713,  5229,  5509
9338, -6812,  5261,  5594
9347, -6913,  5173,  5653
9358, -6959,  5079,  5647
9368, -7109,  4978,  5797
