time,gyrx,gyry,gyrz
2266,   -20,    12,     5
2275,   -19,    11,     6
2286,   -19,     8,     7
2295,   -19,     4,     7
2305,   -21,     1,     8
2315,   -23,     1,    11
2325,   -22,     4,    13
2336,   -19,    10,    14
2345,   -16,    14,    13
2354,   -13,    16,    13
2365,   -11,    17,    12
2375,    -9,    17,    12
2386,    -6,    16,    12
2395,    -4,    13,    13
2406,     0,    10,    14
2415,     4,     6,    15
2425,     7,     2,    17
2435,     9,     0,    18
2445,     9,     0,    18
2456,     9,     2,    18
2465,     8,     5,    18
2474,     5,     7,    17
2485,     0,     7,    17
2495,    -3,     6,    18
2506,    -5,     5,    20
2515,    -3,     6,    22
2524,     0,     8,    24
2535,     4,     8,    26
2544,     7,     8,    27
2555,     9,     7,    28
2565,     8,     6,    29
2576,     7,     6,    31
2585,     5,     7,    31
2594,     2,     8,    32
2605,    -1,     9,    32
2615,    -2,     9,    33
2626,    -2,     9,    33
2635,    -3,     9,    35
2644,    -4,     9,    37
2655,    -5,    11,    39
2665,    -5,    15,    40
2675,    -3,    18,    40
2685,    -1,    20,    40
2694,     1,    20,    40
2705,     4,    18,    40
2714,     4,    14,    38
2725,     0,     7,    37
2735,    -7,     0,    37
2744,   -13,    -6,    37
2755,   -19,    -8,    36
2764,   -23,    -8,    36
2775,   -24,    -3,    37
2785,   -22,     5,    38
2795,   -16,    12,    39
2805,    -8,    18,    38
2814,    -1,    20,    34
2825,     6,    16,    29
2834,    11,    10,    27
2845,    14,     3,    28
2855,    13,    -4,    32
2864,     7,    -7,    35
2875,     1,    -7,    34
2884,    -5,    -4,    33
2895,    -9,     2,    31
2904,   -11,     8,    30
2914,   -10,    10,    29
2925,    -7,     6,    28
2934,    -3,     0,    29
2945,     4,    -5,    30
2954,    11,    -8,    31
2965,    15,   -10,    30
2975,    13,   -11,    29
2984,     4,   -11,    27
2995,   -10,   -11,    24
3004,   -24,   -11,    21
3015,   -34,   -13,    18
3024,   -39,   -17,    16
3034,   -39,   -20,    15
3045,   -34,   -23,    15
3054,   -26,   -23,    16
3065,   -16,   -21,    16
3074,    -7,   -18,    15
3084,    -1,   -15,    14
3095,     1,   -12,    13
3104,     3,   -10,    13
3115,     5,   -10,    12
3124,     7,   -13,    12
3134,    10,   -14,    13
3145,    13,   -15,    14
3154,    17,   -13,    14
3165,    21,   -11,    14
3174,    23,    -7,    13
3185,    22,    -2,    11
3195,    19,     1,     9
3204,    16,     3,     7
3215,    14,     2,     5
3224,    13,    -2,     3
3234,    13,    -5,     3
3245,    15,    -8,     3
3254,    17,    -7,     3
3265,    20,    -5,     2
3274,    20,    -1,     2
3283,    17,     3,     1
3294,    11,     7,     0
3304,     6,     6,    -3
3315,     1,     2,    -6
3324,    -2,    -5,    -7
3333,    -4,   -11,    -9
3344,    -6,   -14,    -9
3354,    -5,   -12,    -9
3365,    -4,    -8,    -9
3374,    -2,    -2,   -10
3383,     2,     4,   -10
3394,     5,     7,   -12
3404,     7,     6,   -13
3415,     7,     2,   -15
3424,     7,    -3,   -16
3435,     6,    -7,   -16
3444,     5,    -9,   -16
3454,     4,    -9,   -17
3465,     2,    -7,   -18
3474,     1,    -4,   -18
3483,     0,     0,   -18
3494,     0,     3,   -18
3504,    -1,     3,   -19
3513,    -1,     0,   -19
3524,     0,    -4,   -18
3533,     2,    -8,   -17
3544,     3,    -9,   -17
3554,     2,    -6,   -18
3564,     1,    -1,   -19
3574,     1,     2,   -22
3585,     0,     5,   -24
3594,    -1,     5,   -26
3605,     0,     3,   -26
3614,     2,     2,   -25
3624,     4,     1,   -24
3633,     7,     0,   -23
3644,     8,     1,   -23
3653,     8,     2,   -25
3664,     7,     2,   -27
3673,     7,     1,   -29
3684,     6,    -1,   -30
3693,     6,    -1,   -31
3704,     7,    -1,   -31
3713,     9,     0,   -31
3724,    12,     0,   -30
3733,    13,     0,   -30
3744,    14,    -1,   -29
3754,    14,    -1,   -28
3763,    13,     0,   -27
3774,    11,     1,   -25
3783,     9,     1,   -24
3794,     7,     1,   -23
3804,     5,     0,   -22
3813,     3,    -1,   -21
3824,     0,    -2,   -21
3833,    -2,    -3,   -21
3844,    -5,    -2,   -22
3853,    -6,    -1,   -23
3863,    -4,     1,   -23
3874,     0,     3,   -23
3883,     5,     5,   -22
3894,    10,     7,   -19
3903,    14,     9,   -18
3914,    12,    10,   -18
3924,     3,     8,   -18
3933,    -7,     7,   -18
3944,   -14,     5,   -17
3953,   -17,     4,   -15
3964,   -16,     4,   -12
3973,   -13,     4,    -9
3983,   -10,     6,    -6
3994,    -5,     6,    -3
4003,    -2,     4,     0
4014,     0,     3,     3
4023,     2,     3,     4
4034,     4,     2,     5
4043,     4,     1,     6
4053,     2,    -1,     6
4064,    -1,    -2,     5
4073,    -6,    -3,     4
4084,   -11,    -5,     4
4093,   -15,    -5,     3
4104,   -16,    -5,     2
4113,   -15,    -5,     2
4123,   -12,    -4,     3
4134,    -7,    -3,     4
4143,    -3,    -1,     4
4154,     1,     1,     5
4163,     4,     2,     5
4173,     5,     2,     4
4184,     4,     1,     3
4193,     3,     0,     2
4204,     3,    -1,     1
4213,     2,    -2,     1
4223,     2,    -1,     1
4232,     2,     0,     1
4243,     3,     2,     1
4252,     3,     2,     0
4264,     3,     3,     1
4273,     4,     2,     1
4282,     4,     1,     1
4294,     4,     0,     1
4303,     3,     0,     1
4314,     1,     0,     1
4323,     0,     0,     0
4333,    -1,     0,     0
4344,     0,     0,     0
4353,     0,     0,     0
4362,     1,     0,    -1
4374,     1,     0,    -1
4383,     1,    -2,    -1
4394,     1,    -2,    -1
4403,     1,    -1,     0
4412,     1,     0,     0
4423,     1,     1,     0
4433,     3,     2,     0
4444,     3,     2,     0
4453,     3,     1,     0
4462,     1,     0,     0
4473,     0,    -1,     0
4483,    -2,    -1,    -1
4494,    -3,    -1,    -1
4503,    -3,    -1,    -2
4512,    -2,     0,    -2
4523,    -1,     0,    -1
4532,     1,     0,    -1
4544,     3,     0,     0
4553,     4,    -1,     0
4562,     5,    -1,     1
4573,     5,    -2,     0
4582,     5,    -1,     0
4593,     4,    -1,    -1
4603,     3,     0,    -1
4614,     2,     1,    -1
4623,     2,     1,    -1
4632,     2,     1,    -1
4643,     2,     2,    -1
4653,     3,     2,    -1
4664,     3,     2,    -1
4673,     3,     2,    -2
4682,     3,     2,    -1
4693,     3,     0,     0
4702,     4,    -1,     1
4713,     4,    -2,     2
4723,     4,    -1,     2
4732,     4,     0,     1
4743,     3,     1,     1
4752,     1,     2,     1
4763,     0,     2,     1
4773,     0,     1,     2
4782,     0,    -2,     3
4793,     0,    -4,     3
4802,     0,    -5,     4
4813,     0,    -6,     4
4823,     0,    -6,     5
4832,    -2,    -6,     5
4843,    -2,    -5,     5
4852,    -3,    -4,     4
4863,    -4,    -3,     4
4873,    -4,    -2,     3
4882,    -4,    -1,     4
4893,    -3,    -1,     4
4902,    -2,    -1,     4
4913,    -1,    -2,     5
4922,    -1,    -3,     5
4932,    -2,    -4,     5
4943,    -2,    -4,     5
4952,    -2,    -4,     5
4963,    -3,    -4,     6
4972,    -3,    -4,     6
4983,    -3,    -4,     6
4993,    -3,    -3,     7
5002,    -3,    -3,     9
5013,    -2,    -3,    11
5022,    -2,    -4,    13
5033,    -1,    -5,    14
5042,    -1,    -6,    13
5052,    -3,    -6,    11
5063,    -6,    -6,    10
5072,   -10,    -5,    10
5083,   -12,    -4,     9
5092,   -14,    -4,     8
5103,   -14,    -3,     7
5112,   -13,    -3,     7
5122,   -10,    -3,     7
5133,    -7,    -3,     9
5142,    -6,    -3,    10
5153,    -5,    -3,    11
5162,    -5,    -3,    10
5172,    -5,    -4,     9
5183,    -6,    -3,     7
5192,    -7,    -3,     6
5203,    -8,    -2,     6
5212,    -8,     0,     7
5222,    -7,     0,     7
5233,    -6,     0,     7
5242,    -5,     1,     7
5253,    -4,     2,     8
5262,    -4,    -1,     9
5271,    -3,    -3,     8
5282,    -2,    -4,     7
5292,     0,    -5,     6
5303,    -1,    -4,     6
5312,    -1,    -4,     6
5323,     0,    -4,     7
5332,     1,    -3,     9
5341,     2,    -3,    10
5353,     3,    -5,    12
5362,     3,    -6,    12
5373,     3,    -6,    11
5382,     3,    -4,     8
5391,     1,    -3,     6
5402,     0,    -2,     4
5412,    -2,    -2,     4
5423,    -3,    -3,     4
5432,    -3,    -4,     5
5441,    -3,    -3,     5
5452,    -2,    -1,     6
5461,    -2,     1,     6
5472,     0,     2,     6
5482,     1,     2,     7
5493,     2,     2,     7
5502,     3,     2,     7
5511,     4,     1,     8
5522,     4,     0,     8
5532,     4,    -1,     8
5542,     4,    -2,     9
5552,     3,    -2,     9
5561,     1,    -2,     8
5572,    -3,    -3,     6
5582,    -6,    -4,     4
5593,    -9,    -4,     2
5602,   -12,    -4,     1
5612,   -12,    -3,     1
5621,   -12,    -3,     1
5632,   -10,    -2,     2
5641,    -7,    -1,     4
5652,    -5,    -1,     4
5662,    -3,     0,     3
5671,    -2,     0,     2
5682,    -3,     0,     1
5691,    -3,     1,     0
5702,    -2,     0,     0
5712,    -2,     0,     0
5723,    -1,     0,     0
5732,     0,     0,    -1
5741,     1,    -1,    -1
5752,     2,    -1,    -1
5761,     2,    -1,    -1
5772,     3,    -1,    -1
5782,     2,    -1,    -1
5791,     2,    -1,    -1
5802,     1,    -2,    -1
5811,     1,    -2,    -1
5821,     1,    -3,    -2
5832,    -1,    -3,    -2
5841,    -1,    -2,    -2
5852,    -1,    -1,    -1
5862,     0,    -1,    -1
5871,     1,    -1,    -1
5882,     3,    -1,    -1
5891,     4,    -1,     0
5902,     4,     0,     1
5911,     4,     1,     1
5922,     4,     2,     1
5932,     3,     2,     1
5941,     1,     0,     2
5952,    -1,    -2,     2
5961,    -3,    -1,     2
5972,    -4,    -1,     2
5981,    -4,    -1,     3
5991,    -4,    -2,     4
6002,    -4,    -2,     4
6011,    -4,    -1,     4
6022,    -4,    -1,     5
6031,    -4,     0,     5
6042,    -3,     0,     5
6051,    -3,    -1,     5
6061,    -2,    -3,     5
6072,    -2,    -4,     5
6081,    -2,    -4,     6
6092,    -1,    -5,     7
6101,     0,    -4,     7
6111,     1,    -2,     7
6122,     1,    -1,     8
6131,     1,     0,    10
6142,     1,     1,    11
6151,    -1,     1,    11
6161,    -4,     1,    12
6172,    -8,     0,    11
6181,   -12,    -1,     9
6192,   -15,    -2,     9
6201,   -17,    -3,    10
6211,   -20,    -4,    14
6222,   -22,    -4,    16
6231,   -25,    -5,    19
6242,   -28,    -6,    21
6251,   -31,    -7,    22
6261,   -31,    -9,    22
6272,   -28,   -10,    20
6281,   -23,   -12,    18
6292,   -16,   -16,    16
6301,    -9,   -20,    14
6310,    -7,   -23,    14
6321,    -8,   -23,    13
6331,   -12,   -23,    12
6340,   -16,   -26,     9
6351,   -23,   -33,     4
6361,   -30,   -37,    -3
6372,   -37,   -36,   -11
6381,   -44,   -31,   -17
6390,   -47,   -22,   -21
6401,   -45,   -13,   -26
6410,   -38,    -5,   -29
6421,   -30,     0,   -29
6431,   -20,     3,   -27
6440,    -8,     3,   -23
6451,     1,     0,   -20
6461,     7,    -5,   -18
6472,     8,    -8,   -18
6481,     5,    -8,   -19
6490,    -4,    -4,   -22
6501,   -15,     1,   -27
6511,   -25,     4,   -32
6520,   -30,     7,   -33
6531,   -28,     6,   -34
6541,   -19,     3,   -34
6552,    -7,     1,   -34
6561,     4,     0,   -33
6570,    11,     0,   -33
6581,    14,     1,   -33
6591,    13,     4,   -34
6601,    11,     7,   -35
6611,    10,    12,   -37
6620,     6,    14,   -38
6631,     1,    14,   -38
6640,    -3,    11,   -38
6651,    -7,     7,   -37
6661,    -8,     6,   -36
6670,    -7,     8,   -34
6681,    -5,    10,   -31
6691,    -3,    12,   -28
6701,     1,    12,   -27
6711,     2,    11,   -25
6720,     2,     9,   -24
6731,     3,     7,   -25
6741,     3,     4,   -25
6750,     4,     3,   -25
6761,     5,     4,   -25
6770,     4,     5,   -23
6781,     1,     8,   -22
6791,    -2,     9,   -21
6801,    -3,     9,   -21
6811,    -3,     6,   -22
6820,    -2,     3,   -22
6831,     0,     2,   -20
6841,     4,     4,   -18
6850,     8,     5,   -15
6861,    12,     4,   -12
6870,    13,     3,   -10
6881,    13,     2,    -8
6890,    12,     0,    -7
6900,    12,    -2,    -7
6911,    10,    -2,    -6
6920,     9,    -1,    -5
6931,     9,    -1,    -4
6940,     9,    -1,    -2
6951,     8,     0,     0
6960,     8,     1,     1
6970,     7,     2,     2
6981,     5,     3,     2
6990,     2,     4,     2
7000,    -1,     4,     1
7011,    -3,     3,     0
7020,    -4,     3,    -1
7031,    -3,     5,     0
7040,    -1,     5,     2
7051,     5,     3,     3
7060,     9,     1,     5
7070,    10,     0,     7
7081,     9,    -1,     7
7090,     6,    -2,     7
7101,     3,    -1,     5
7110,    -1,    -2,     4
7120,    -3,    -2,     3
7131,    -5,    -3,     2
7140,    -4,    -5,     2
7151,    -3,    -5,     3
7160,     1,    -6,     5
7170,     5,    -6,     7
7181,     9,    -4,     8
7190,    10,    -2,    10
7201,    11,    -1,    11
7210,    11,    -1,    12
7219,     8,    -2,    12
7230,     5,    -3,    12
7240,     1,    -4,    13
7251,    -3,    -5,    13
7260,    -6,    -5,    12
7270,    -8,    -4,    12
7281,    -6,    -3,    13
7290,    -3,    -2,    14
7299,    -2,    -1,    16
7310,     0,     0,    18
7319,     1,     0,    18
7331,     3,     0,    19
7340,     5,     0,    20
7349,     8,    -1,    21
7360,    10,    -2,    22
7370,    11,    -3,    22
7381,    12,    -2,    23
7390,    12,     0,    23
7399,     9,     3,    23
7410,     5,     5,    24
7420,     1,     7,    24
7430,    -3,     7,    25
7440,    -5,     7,    25
7449,    -5,     7,    25
7460,    -4,     6,    25
7470,    -3,     6,    27
7481,     0,     6,    30
7490,     3,     5,    32
7499,     6,     5,    33
7510,     8,     4,    33
7519,     9,     4,    35
7530,    10,     5,    36
7540,    10,     7,    35
7550,     8,    10,    35
7561,     4,    11,    33
7570,     0,    10,    31
7579,    -5,    10,    29
7590,    -9,    13,    27
7600,   -11,    17,    25
7611,   -10,    20,    24
7620,    -8,    21,    23
7629,    -5,    20,    25
7640,    -2,    19,    27
7649,     1,    19,    27
7660,     4,    20,    26
7670,     5,    19,    25
7679,     6,    18,    25
7690,     6,    17,    26
7699,     6,    16,    26
7710,     3,    15,    25
7719,     0,    13,    24
7730,    -3,    13,    23
7740,    -5,    12,    22
7749,    -5,    12,    22
7760,    -2,    12,    22
7770,     2,    10,    23
7779,     4,     8,    23
7790,     4,     6,    23
7800,     1,     3,    22
7809,    -3,     1,    21
7820,    -7,     1,    20
7829,   -10,     1,    18
7840,   -12,     1,    17
7850,   -12,     2,    16
7859,   -12,     4,    14
7870,   -12,     5,    12
7879,   -12,     6,    10
7890,   -11,     5,     9
7900,    -9,     3,     7
7909,    -5,     0,     7
7920,    -3,    -2,     6
7929,    -1,    -2,     5
7940,     0,     0,     4
7950,     0,     1,     2
7959,    -2,     1,     0
7970,    -3,     0,    -2
7980,    -5,     0,    -4
7989,    -6,    -1,    -5
8000,    -6,    -1,    -5
8009,    -5,    -1,    -5
8019,    -3,    -1,    -5
8030,    -1,    -1,    -5
8039,    -1,    -1,    -5
8050,    -1,    -1,    -5
8059,    -2,     0,    -5
8069,    -4,     0,    -5
8079,    -5,     0,    -4
8089,    -4,     0,    -4
8100,    -2,    -1,    -4
8109,     0,    -3,    -3
8118,     2,    -4,    -3
8129,     3,    -5,    -3
8139,     3,    -4,    -3
8150,     3,    -3,    -3
8159,     2,    -1,    -3
8170,     1,     0,    -3
8179,    -1,     0,    -3
8189,    -1,    -2,    -3
8200,    -1,    -3,    -3
8209,    -1,    -3,    -3
8220,     1,    -3,    -4
8229,     2,    -3,    -5
8238,     3,    -3,    -5
8249,     4,    -3,    -6
8259,     4,    -4,    -6
8270,     4,    -5,    -6
8279,     3,    -5,    -7
8289,     3,    -5,    -8
8299,     1,    -5,    -9
8309,     1,    -3,   -11
8320,     1,    -1,   -12
8329,     3,     1,   -13
8338,     5,     2,   -13
8349,     7,     1,   -12
8359,    10,     0,   -12
8370,    11,    -3,   -13
8379,    11,    -7,   -14
8390,    10,    -9,   -16
8399,     9,   -11,   -18
8408,     7,   -12,   -19
8419,     6,   -10,   -21
8429,     6,    -8,   -22
8440,     6,    -6,   -22
8449,     8,    -4,   -22
8458,    10,    -3,   -23
8469,    12,    -2,   -24
8479,    12,    -4,   -26
8488,     8,    -9,   -28
8499,     3,   -15,   -31
8508,    -3,   -17,   -33
8519,    -4,   -15,   -33
8529,    -1,   -10,   -32
8538,     6,    -4,   -30
8549,    14,     0,   -26
8558,    23,     4,   -22
8570,    25,     8,   -24
8579,    17,     6,   -29
8588,     2,    -1,   -36
8599,   -16,   -15,   -38
8609,   -28,   -24,   -38
8618,   -32,   -26,   -36
8629,   -27,   -22,   -33
8638,   -16,   -13,   -28
8649,    -2,    -1,   -23
8659,    11,    12,   -19
8668,    16,    23,   -18
8679,    14,    28,   -20
8688,     3,    21,   -27
8699,   -15,     3,   -30
8709,   -32,   -15,   -29
8718,   -37,   -24,   -26
8729,   -29,   -23,   -23
8738,   -15,   -15,   -18
8749,    -1,     0,   -14
8758,     8,    17,   -10
8768,    13,    30,    -7
8779,    14,    34,    -7
8788,     9,    25,    -8
8799,     2,    11,    -9
8808,    -1,    -3,   -11
8818,    -2,    -8,   -12
8829,    -2,    -3,   -11
8838,    -2,     6,    -8
8849,    -2,    19,    -5
8858,    -2,    33,    -2
8869,    -2,    44,    -1
8879,    -3,    43,    -1
8888,    -5,    32,    -3
8899,    -6,    25,    -5
8908,    -4,    78,     6
8919,    -4,   178,    27
8929,     4,   196,    19
8938,    11,   194,     8
8949,    17,   169,    10
8958,    24,   149,    11
8969,    24,   131,    11
8978,    18,   115,    14
8988,    17,   103,    13
8999,    21,    89,     8
9008,    21,    70,     4
9019,    14,    52,     2
9028,     7,    32,    -3
9038,     6,    13,    -4
9049,     5,    -4,     1
9058,    10,   -12,     5
9069,    16,   -21,     6
9078,    16,   -28,     5
9089,    10,   -33,     4
9098,     4,   -34,     1
9108,     1,   -29,     0
9119,    -1,   -21,    -2
9128,    -1,   -15,    -3
9139,     0,   -11,    -2
9148,     3,    -9,     1
9159,     6,   -11,     3
9168,     6,   -14,     3
9178,     6,   -16,     3
9189,     5,   -18,     3
9198,     1,   -17,     3
9209,    -2,   -14,     1
9218,    -5,   -14,     1
9227,    -7,   -14,     0
9238,    -6,   -15,     1
9248,    -5,    -9,     1
9259,    -4,    -5,     1
9268,    -4,    -4,     1
9279,    -5,    -5,     0
9288,    -4,    -6,     1
9298,    -3,    -6,     2
9309,    -2,    -6,     1
9318,    -1,    -7,     1
9329,    -1,    -8,     1
9338,    -4,   -11,     1
9347,    -8,   -14,    -1
9358,   -10,   -16,    -3
9368,   -12,   -20,    -5
9379,   -13,   -27,    -6
9388,   -14,   -31,    -5
9397,   -13,   -34,    -5
9408,   -10,   -34,    -4
9417,   -10,   -32,    -5
9428,   -11,   -28,    -5
9438,   -12,   -27,    -6
9449,   -12,   -29,    -7
9458,   -12,   -32,    -8
9467,   -12,   -35,    -8
9478,   -11,   -35,    -9
9488,    -9,   -34,   -10
9499,    -6,   -32,   -11
9508,    -5,   -30,   -12
9517,    -6,   -29,   -12
9528,    -9,   -28,   -13
9537,   -12,   -33,   -17
9548,   -14,   -38,   -19
9558,   -12,   -39,   -21
9569,   -11,   -41,   -24
9578,   -11,   -42,   -25
9587,    -8,   -42,   -24
9598,    -5,   -42,   -22
9607,    -3,   -42,   -19
9618,    -2,   -41,   -17
9628,    -1,   -39,   -16
9637,    -3,   -38,   -17
9648,    -5,   -36,   -20
9657,   -11,   -36,   -24
9668,   -15,   -37,   -26
9677,   -17,   -36,   -24
9688,   -17,   -32,   -21
9698,   -18,   -26,   -20
9707,   -21,   -25,   -19
9718,   -23,   -24,   -19
9727,   -24,   -21,   -19
9738,   -22,   -17,   -18
9748,   -17,   -12,   -17
9758,   -12,    -7,   -17
9768,    -7,    -1,   -14
9777,    -2,     5,   -12
9788,     2,     6,   -11
9797,     7,     2,   -11
9808,     8,    -3,   -10
9818,     6,    -7,    -8
9827,     2,    -9,    -5
9838,    -1,   -10,    -3
9847,    -2,    -9,    -2
9858,    -5,    -7,    -2
9867,    -7,    -3,     0
9878,    -5,     4,     3
9888,     2,    10,     7
9897,     9,     9,    12
9908,    15,     7,    16
9917,    16,     5,    19
9928,    10,     3,    18
9937,     1,     2,    16
9947,    -9,     5,    13
9958,   -18,     7,     9
9967,   -21,    10,     6
9978,   -21,    13,     4
9987,   -18,    16,     3
9997,   -12,    17,     3
10008,    -5,    14,     6
10017,     0,     9,     9
10028,     3,     3,    12
10037,     4,    -2,    13
10047,     5,    -5,    13
10057,     5,    -5,    12
10067,     5,    -4,    10
10078,     3,    -2,     8
10087,    -1,    -1,     6
10098,    -5,    -1,     4
10107,    -7,    -1,     3
10117,    -6,    -1,     3
10128,    -2,     0,     3
10137,     3,     1,     4
10148,     7,     1,     4
10157,     9,     1,     2
10166,     7,    -1,     1
10177,     4,    -4,    -1
10187,     2,    -5,    -2
10198,     1,    -5,    -2
10207,     1,    -3,    -3
10218,     2,    -1,    -2
10227,     4,     0,    -1
10236,     5,    -2,     0
10247,     6,    -3,     1
10257,     7,    -4,     1
10268,     8,    -4,     1
10277,     9,    -5,     0
10288,     8,    -4,    -1
10297,     7,    -3,    -2
10306,     6,     0,    -3
10317,     6,     0,    -2
10327,     5,     0,    -1
10338,     4,    -2,    -1
10347,     3,    -3,    -1
10356,     3,    -2,    -1
10367,     2,    -1,    -1
10376,     1,     0,    -1
10387,     0,     1,    -2
10397,    -2,     1,    -2
10408,    -3,     1,    -3
